cell,table,days,losing_days,winning_days,mean_pnl_bp,median_pnl_bp,mean_capture,loss_log,positive_log,net_log
00,fast_slow,65,32,33,0.34791616645477963,0.9288283333217596,0.0045170798101202385,-0.2915309139297243,0.2937923690116804,0.0022614550819560677
01,fast_slow,49,18,31,62.166348793297246,54.816634275854,0.055657754278877314,-0.1973969423733225,0.502012051460479,0.3046151090871565
10,fast_slow,55,29,26,-19.354788487012403,-3.0891267692730002,-0.017438570003114037,-0.34419317236566016,0.237741835687092,-0.10645133667856821
11,fast_slow,54,20,34,60.32766948989839,69.1857591823345,0.05269602532686383,-0.251617188431937,0.5773866036773883,0.32576941524545133
00,short_long_eff,63,33,30,2.497991054176651,-6.241363198126,-0.0025078787468935508,-0.3028889790127572,0.31862632265407015,0.0157373436413129
01,short_long_eff,60,37,23,-29.318975161698567,-17.567997306764003,-0.04563475942753164,-0.45149049084233406,0.2755766398721426,-0.17591385097019138
10,short_long_eff,54,14,40,49.69101218611972,49.291238663658994,0.07727114542826215,-0.18560199298560942,0.45393345879065594,0.2683314658050465
11,short_long_eff,46,15,31,90.87819223039732,56.284343706864504,0.07892922257352643,-0.1447567542599434,0.562796438519771,0.4180396842598276
