quarter,policy,cost_bps,total_log_return,mdd
2023Q2,slow_conflict_half,5,-0.13844934449777913,0.1724105415834579
2023Q3,slow_conflict_half,5,-0.03610315138877355,0.11407253761220522
2023Q4,slow_conflict_half,5,-0.09663264379762748,0.10119734852976484
2023Q1,chop_half,5,-0.046389721113941074,0.14871054039463824
2023Q2,chop_half,5,-0.18335555621524335,0.19661858757458206
2023Q3,chop_half,5,-0.11027179126355285,0.14838429298744898
2023Q4,chop_half,5,-0.11808327747902089,0.1278511818831227
2023Q1,slow_conflict_half_matched_constant,5,-0.04078897072810796,0.1462933376652386
2023Q2,slow_conflict_half_matched_constant,5,-0.1568618612018844,0.17588455022225571
2023Q3,slow_conflict_half_matched_constant,5,-0.07120157429066894,0.1191968212561929
2023Q4,slow_conflict_half_matched_constant,5,-0.09507108936319365,0.10461866849264838
2023Q1,chop_half_matched_constant,5,-0.04550448452426163,0.16173994046245463
2023Q2,chop_half_matched_constant,5,-0.1749755619420284,0.19408792739473688
2023Q3,chop_half_matched_constant,5,-0.07942846955812469,0.1320092870307931
2023Q4,chop_half_matched_constant,5,-0.1060523109677562,0.11597322001395967
