policy_id,entry_alpha,exit_alpha,weight_power,volatility_window,entry_confirm,cooldown,trades,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_bars,short_hold_fraction,sharpe,return,cagr,mdd,sum_trade_net_bp
e0.001_x0.05_p1_w240_c1_d5,0.001,0.05,1.0,240,1,5,49,9.574124221997007,-78.33800214915199,0.42857142857142855,1.0905427326107442,603.9183673469388,0.0,0.25824429958046297,0.030570769423336364,0.03185393805959835,0.19177153995133056,469.13208687785334
e0.001_x0.05_p1_w240_c3_d0,0.001,0.05,1.0,240,3,0,47,20.19060362247232,-47.9277798025568,0.44680851063829785,1.21544231270849,616.9574468085107,0.0,0.5360257980005624,0.08310021457874206,0.0866788897853823,0.20478685441129396,948.958370256199
e0.001_x0.05_p1_w240_c3_d5,0.001,0.05,1.0,240,3,5,43,31.32948497416067,-31.136286760629073,0.4883720930232558,1.338769347182605,628.8837209302326,0.0,0.7830331089981196,0.12742847200457486,0.13303007067023298,0.1811807132814237,1347.167853888909
e0.001_x0.05_p1_w480_c1_d0,0.001,0.05,1.0,480,1,0,49,4.53235251260331,-40.1241972715094,0.4489795918367347,1.039830332959887,646.7142857142857,0.0,0.11439356860173787,0.003115610751943221,0.0032445636362949948,0.19287520654056345,222.08527311756222
e0.001_x0.05_p1_w480_c1_d5,0.001,0.05,1.0,480,1,5,48,6.11742670081964,-69.52935097534363,0.4375,1.05362615672456,649.0208333333334,0.0,0.15283959992051765,0.010592273459268498,0.011032376475002437,0.19064604292530285,293.6364816393427
e0.001_x0.05_p1_w480_c3_d0,0.001,0.05,1.0,480,3,0,46,15.113509869464224,-36.80938659895661,0.45652173913043476,1.1475106745697046,666.6521739130435,0.0,0.393141797282577,0.054992144869481896,0.05732849804114437,0.17257394980471097,695.2214539953543
e0.001_x0.05_p1_w480_c3_d5,0.001,0.05,1.0,480,3,5,42,26.94162905162786,-29.906029826793354,0.47619047619047616,1.2729816742900466,677.0238095238095,0.0,0.6590896769438226,0.10278528046796831,0.10725279569918,0.14784391466234148,1131.54842016837
e0.001_x0.05_p2_w120_c1_d0,0.001,0.05,2.0,120,1,0,58,-26.39842176568214,-80.57722840220438,0.3448275862068966,0.7360463963434661,417.62068965517244,0.0,-0.901375883715071,-0.1532485383622395,-0.15904905319567708,0.2238017699648217,-1531.1084624095643
e0.001_x0.05_p2_w120_c1_d5,0.001,0.05,2.0,120,1,5,55,-20.369456420695986,-79.10414718670822,0.36363636363636365,0.7921439436134604,427.2,0.0,-0.6865975870075788,-0.11737591013585225,-0.12191793582353061,0.2090506834410225,-1120.3201031382791
e0.001_x0.05_p2_w120_c3_d0,0.001,0.05,2.0,120,3,0,43,-5.783164134629642,-69.83108821851714,0.37209302325581395,0.9331948082997951,450.8837209302326,0.0,-0.1629301088374892,-0.032727234065673794,-0.034056310140683554,0.17347458938981253,-248.6760577890746
e0.001_x0.05_p2_w120_c3_d5,0.001,0.05,2.0,120,3,5,42,-2.02860689802126,-63.16292737452767,0.38095238095238093,0.9760598125389834,455.57142857142856,0.0,-0.04736666095527932,-0.01662628698018076,-0.017307344329215213,0.15664823405851425,-85.20148971689292
e0.001_x0.05_p2_w240_c1_d0,0.001,0.05,2.0,240,1,0,51,23.145713906852517,-21.837577053547275,0.4117647058823529,1.2450614601875516,611.4901960784314,0.0,0.6276677586969581,0.10594654633762768,0.1105582238397731,0.18514410713902507,1180.4314092494783
e0.001_x0.05_p2_w240_c1_d5,0.001,0.05,2.0,240,1,5,48,29.32361021598129,-18.922720389421553,0.4375,1.3065179859640574,614.3125,0.0,0.7665314539983586,0.13144428373292638,0.13723291089561007,0.1728344357400763,1407.533290367102
e0.001_x0.05_p2_w240_c3_d0,0.001,0.05,2.0,240,3,0,48,37.324080758290584,-17.788449564620223,0.4375,1.4302963267519164,615.5,0.0,0.9858218860018525,0.17739529555719646,0.18536737407784054,0.1840162011751596,1791.555876397948
e0.001_x0.05_p2_w240_c3_d5,0.001,0.05,2.0,240,3,5,44,48.80857059824848,-17.788449564620223,0.45454545454545453,1.5731605757851401,627.2272727272727,0.0,1.2214325463275169,0.22046906040386416,0.2305584892123851,0.1589046795514084,2147.577106322933
e0.001_x0.05_p2_w480_c1_d0,0.001,0.05,2.0,480,1,0,49,30.04491526087446,-8.714551517912117,0.46938775510204084,1.319658134940197,619.5714285714286,0.0,0.8154783539593853,0.13962735884390587,0.1457990022459572,0.16262757295713193,1472.2008477828485
e0.001_x0.05_p2_w480_c1_d5,0.001,0.05,2.0,480,1,5,47,36.4752742465847,-8.714551517912117,0.46808510638297873,1.4012341214907127,629.6170212765958,0.0,0.9713332565198551,0.16817177323504118,0.17569925088195437,0.13943103303863347,1714.3378895894812
e0.001_x0.05_p2_w480_c3_d0,0.001,0.05,2.0,480,3,0,46,12.056547010595102,-55.67426020430311,0.41304347826086957,1.1207084167288932,624.0434782608696,0.0,0.32205438895674904,0.04125811199694418,0.04299914271109717,0.19989420461052965,554.6011624873747
e0.001_x0.05_p2_w480_c3_d5,0.001,0.05,2.0,480,3,5,43,23.683455067793442,-35.76270080041577,0.4418604651162791,1.2471668441030075,631.8604651162791,0.0,0.604918401343038,0.09114161591497272,0.09508153367275751,0.17481530768796327,1018.3885679151181
e0.001_x0.15_p0_w120_c1_d0,0.001,0.15,0.0,120,1,0,67,-23.32324029371183,-87.775331719524,0.34328358208955223,0.774179616543634,334.8059701492537,0.014925373134328358,-0.9531778140719044,-0.15911686057693863,-0.16511713610829937,0.2870014812956151,-1562.6570996786927
e0.001_x0.15_p0_w120_c1_d5,0.001,0.15,0.0,120,1,5,63,-15.98511087048287,-70.65836042334573,0.36507936507936506,0.8414561822385611,340.1904761904762,0.015873015873015872,-0.6454513256648416,-0.1105482528056565,-0.11484360351532197,0.24388831354912066,-1007.0619848404208
e0.001_x0.15_p0_w120_c3_d0,0.001,0.15,0.0,120,3,0,41,0.31403007717312625,-25.05856981120269,0.43902439024390244,1.003876299434873,350.5121951219512,0.0,0.016202066294500873,-0.0063310002325233095,-0.0065917477105055244,0.130486473640942,12.875233164098177
e0.001_x0.15_p0_w120_c3_d5,0.001,0.15,0.0,120,3,5,41,-0.2713934058110237,-25.05856981120269,0.43902439024390244,0.9966378504526062,350.0975609756098,0.0,-0.0025279786336559248,-0.008623383072600355,-0.008978116879951537,0.13053517073971488,-11.127129638251972
e0.001_x0.15_p0_w240_c1_d0,0.001,0.15,0.0,240,1,0,56,15.89723805025208,-56.19567338619069,0.4107142857142857,1.1813166519834726,395.69642857142856,0.017857142857142856,0.5110551002049718,0.07563063856799102,0.07887606794710145,0.14693718015390178,890.2453308141164
e0.001_x0.15_p0_w240_c1_d5,0.001,0.15,0.0,240,1,5,54,21.50541773136844,-48.78063311469893,0.42592592592592593,1.2523038260069383,392.7037037037037,0.018518518518518517,0.6838308521871663,0.1056207525085433,0.11021755486700258,0.15141446112434798,1161.2925574938956
e0.001_x0.15_p0_w240_c3_d0,0.001,0.15,0.0,240,3,0,48,36.98292287199909,-38.690889601858956,0.4583333333333333,1.5043810100490276,432.2708333333333,0.0,1.0956286673150746,0.17825955918519698,0.18627345851195298,0.12196782557075891,1775.1802978559563
e0.001_x0.15_p0_w240_c3_d5,0.001,0.15,0.0,240,3,5,45,48.24928936646043,-28.617202308552912,0.4888888888888889,1.7084421784551764,434.6222222222222,0.0,1.3993306368650316,0.22657184606347847,0.23696665254980243,0.11562214345221711,2171.2180214907194
e0.001_x0.15_p0_w480_c1_d0,0.001,0.15,0.0,480,1,0,54,6.873893937629348,-57.639645432622785,0.46296296296296297,1.063578176774643,467.7037037037037,0.018518518518518517,0.17785456015213935,0.015338467573566827,0.01597732570750643,0.1823280911016768,371.1902726319848
e0.001_x0.15_p0_w480_c1_d5,0.001,0.15,0.0,480,1,5,53,9.537662181347768,-53.68874252534184,0.4528301886792453,1.0877904343548888,466.60377358490564,0.018867924528301886,0.2503736858796566,0.028830683400474344,0.03003975486308552,0.17873240043874083,505.4960956114317
e0.001_x0.15_p0_w480_c3_d0,0.001,0.15,0.0,480,3,0,48,43.731084304670766,-32.474212603862405,0.4791666666666667,1.542497573297242,497.3333333333333,0.020833333333333332,1.2291838457284936,0.21433292451371155,0.2241166416791509,0.14332365466393426,2099.092046624197
e0.001_x0.15_p0_w480_c3_d5,0.001,0.15,0.0,480,3,5,45,55.193059028903946,3.9080935506374814,0.5111111111111111,1.7127375095673558,491.26666666666665,0.022222222222222223,1.4895712739379268,0.2623188626817614,0.2745286783436567,0.13411396135597176,2483.6876563006776
e0.001_x0.15_p1_w120_c1_d0,0.001,0.15,1.0,120,1,0,62,-36.42053826243747,-76.9591670841463,0.3709677419354839,0.6310427688797978,311.4032258064516,0.016129032258064516,-1.4539336836080368,-0.2119322751772169,-0.21965022841507365,0.2785109653253487,-2258.073372271123
e0.001_x0.15_p1_w120_c1_d5,0.001,0.15,1.0,120,1,5,60,-35.39430563786707,-73.31830975240538,0.38333333333333336,0.6436240173195286,313.48333333333335,0.016666666666666666,-1.384135593920042,-0.20118117491782983,-0.20856139858386857,0.2672464234394364,-2123.658338272024
e0.001_x0.15_p1_w120_c3_d0,0.001,0.15,1.0,120,3,0,42,-21.88677839387746,-48.803344421770035,0.40476190476190477,0.7734137104931555,326.76190476190476,0.0,-0.6924812722225346,-0.09609800332792484,-0.09986390260081157,0.18617132015598536,-919.2446925428533
e0.001_x0.15_p1_w120_c3_d5,0.001,0.15,1.0,120,3,5,42,-21.46923881621989,-48.803344421770035,0.40476190476190477,0.7764859688627711,326.54761904761904,0.0,-0.6802499421862376,-0.09444995873139339,-0.09815484257155571,0.1851346402363132,-901.7080302812353
e0.001_x0.15_p1_w240_c1_d0,0.001,0.15,1.0,240,1,0,57,-9.758207272955236,-67.72493736627916,0.43859649122807015,0.8972909439954342,392.0175438596491,0.017543859649122806,-0.33279490195063033,-0.06653203685585873,-0.06918396502087032,0.19822129378933206,-556.2178145584485
e0.001_x0.15_p1_w240_c1_d5,0.001,0.15,1.0,240,1,5,55,-4.794693119597356,-56.82262738121224,0.45454545454545453,0.9482235835962223,389.0,0.01818181818181818,-0.1633711915670121,-0.03843242298278393,-0.03998836318862509,0.19022584578353163,-263.70812157785457
e0.001_x0.15_p1_w240_c3_d0,0.001,0.15,1.0,240,3,0,52,4.216105094042704,-54.439868249180904,0.4423076923076923,1.0503334313343249,403.4807692307692,0.0,0.1488716587312508,0.010731969686840204,0.011177909039821854,0.17353957017004507,219.23746489022062
e0.001_x0.15_p1_w240_c3_d5,0.001,0.15,1.0,240,3,5,49,12.016121530884806,-51.90788077139352,0.46938775510204084,1.1499164238029091,403.7959183673469,0.0,0.40368320208601693,0.04928973946501691,0.05137797160640889,0.16360368637278477,588.7899550133556
e0.001_x0.15_p1_w480_c1_d0,0.001,0.15,1.0,480,1,0,53,-5.042687714731294,-43.82093435412848,0.4339622641509434,0.9460889078361208,426.39622641509436,0.0,-0.15319232806935182,-0.03977428391304105,-0.0413833716498202,0.1763562802838462,-267.26244888075854
e0.001_x0.15_p1_w480_c1_d5,0.001,0.15,1.0,480,1,5,53,-3.4947462234884203,-43.82093435412848,0.4339622641509434,0.9623016051881766,426.0943396226415,0.0,-0.10589907677276264,-0.03174501022115739,-0.033034882500246776,0.16960862043045088,-185.22154984488628
e0.001_x0.15_p1_w480_c3_d0,0.001,0.15,1.0,480,3,0,49,9.483388452265066,-41.6419081235464,0.42857142857142855,1.1195193227319453,444.6734693877551,0.0,0.31196038423604827,0.036560806392930356,0.03810001224416726,0.15357817886166902,464.68603416098824
e0.001_x0.15_p1_w480_c3_d5,0.001,0.15,1.0,480,3,5,47,11.547657466825363,-41.6419081235464,0.425531914893617,1.1443531343108486,441.0851063829787,0.0,0.3698298171824035,0.04482647479435964,0.04672143477988455,0.14577729085360025,542.739900940792
e0.001_x0.15_p2_w120_c1_d0,0.001,0.15,2.0,120,1,0,59,-18.34852145448254,-45.77221555849498,0.3898305084745763,0.7890259232195048,270.3220338983051,0.0,-0.718639463128354,-0.11165026414299295,-0.1159855815087758,0.193131100809669,-1082.56276581447
e0.001_x0.15_p2_w120_c1_d5,0.001,0.15,2.0,120,1,5,57,-16.162246656661818,-62.707960566426024,0.40350877192982454,0.8146361637288354,271.3157894736842,0.0,-0.6183423611447428,-0.09710241110463258,-0.10090543335791125,0.17795711332246167,-921.2480594297236
e0.001_x0.15_p2_w120_c3_d0,0.001,0.15,2.0,120,3,0,43,0.7713515381621492,-27.421630918162965,0.4418604651162791,1.01004969582912,282.8837209302326,0.0,0.03336018698870746,-0.004134569082141271,-0.004305050766947538,0.13255684190046302,33.168116140972415
e0.001_x0.15_p2_w120_c3_d5,0.001,0.15,2.0,120,3,5,43,1.013989792977208,-27.421630918162965,0.4418604651162791,1.0132528487631731,282.86046511627904,0.0,0.04162748408007815,-0.003081268223994349,-0.0032083888884936185,0.13255684190046302,43.60156109801994
e0.001_x0.15_p2_w240_c1_d0,0.001,0.15,2.0,240,1,0,57,1.445869856052151,-50.141136435040146,0.43859649122807015,1.0170744411921322,332.2280701754386,0.0,0.058211344265859354,-0.003958379448621985,-0.004121611307723927,0.15400765747124456,82.4145817949726
e0.001_x0.15_p2_w240_c1_d5,0.001,0.15,2.0,240,1,5,55,5.923777566189638,-41.343172706019836,0.45454545454545453,1.0719206741131606,335.54545454545456,0.0,0.21453597547137915,0.02106306403509417,0.021942920142391964,0.15467269391942418,325.8077661404301
e0.001_x0.15_p2_w240_c3_d0,0.001,0.15,2.0,240,3,0,54,11.968931320199871,-41.933274486768426,0.4444444444444444,1.1543636704308722,327.98148148148147,0.0,0.4299763388472799,0.0553264823217281,0.05767742438405876,0.14503927292640306,646.322291290793
e0.001_x0.15_p2_w240_c3_d5,0.001,0.15,2.0,240,3,5,51,19.690438688330527,-31.101532701175437,0.47058823529411764,1.2660058163726344,333.0,0.0,0.6855090741592594,0.09428591605938785,0.09836778170195082,0.14265963814530047,1004.2123731048569
e0.001_x0.15_p2_w480_c1_d0,0.001,0.15,2.0,480,1,0,52,22.111085065184405,-27.73778072486521,0.46153846153846156,1.2934515843272616,375.0192307692308,0.0,0.7309455531644338,0.10849503679728612,0.11322321666401325,0.14438693717446716,1149.7764233895891
e0.001_x0.15_p2_w480_c1_d5,0.001,0.15,2.0,480,1,5,51,22.44797768362488,-41.343172706019836,0.45098039215686275,1.2940967298601112,372.4901960784314,0.0,0.7353899626577238,0.10802795035534674,0.11273475874290728,0.14507311862821803,1144.846861864869
e0.001_x0.15_p2_w480_c3_d0,0.001,0.15,2.0,480,3,0,49,4.417715889116971,-44.21556457595233,0.3877551020408163,1.0525167679233332,364.1020408163265,0.0,0.14736364871274882,0.010551337993696785,0.01098973093331157,0.1821744367778343,216.4680785667316
e0.001_x0.15_p2_w480_c3_d5,0.001,0.15,2.0,480,3,5,49,5.749392950022061,-44.21556457595233,0.3877551020408163,1.0694468210358914,363.9591836734694,0.0,0.19178618130388142,0.017298990232479383,0.01802022769585432,0.17980796023382872,281.720254551081
e0.001_x0.3_p0_w120_c1_d0,0.001,0.3,0.0,120,1,0,67,-16.867271707205138,-63.67319999537546,0.373134328358209,0.8198417870424333,282.3731343283582,0.014925373134328358,-0.6924681575213425,-0.12013290966997914,-0.12477390252590226,0.2649717694596,-1130.1072043827442
e0.001_x0.3_p0_w120_c1_d5,0.001,0.3,0.0,120,1,5,63,-8.736163876997749,-53.89391772840257,0.3968253968253968,0.9033258964311984,284.968253968254,0.015873015873015872,-0.35669497969912206,-0.06705231035076376,-0.06972419205443825,0.2195697148828062,-550.3783242508582
e0.001_x0.3_p0_w120_c3_d0,0.001,0.3,0.0,120,3,0,41,17.84035142723376,0.467776036350287,0.5121951219512195,1.2575546992955495,290.9024390243902,0.0,0.5941399740595996,0.0678512439728205,0.07075198556145179,0.09446531071172293,731.4544085165842
e0.001_x0.3_p0_w120_c3_d5,0.001,0.3,0.0,120,3,5,41,18.02352567682989,0.467776036350287,0.5121951219512195,1.2608890199077274,290.8292682926829,0.0,0.6003016499695216,0.06866151448186386,0.07159804357757471,0.0949561680245169,738.9645527500255
e0.001_x0.3_p0_w240_c1_d0,0.001,0.3,0.0,240,1,0,58,1.950973562211658,-52.551737338603076,0.39655172413793105,1.0231132402978664,297.0,0.017241379310344827,0.07211773402829934,-0.001289455199908307,-0.0013427026851319246,0.163728213728355,113.15646660827616
e0.001_x0.3_p0_w240_c1_d5,0.001,0.3,0.0,240,1,5,56,7.03730538149103,-50.62779862503142,0.4107142857142857,1.0858384978333355,298.94642857142856,0.017857142857142856,0.2582935172923556,0.027541113759688374,0.02869535393912459,0.16500547952359335,394.08910136349766
e0.001_x0.3_p0_w240_c3_d0,0.001,0.3,0.0,240,3,0,50,17.74408269651373,-43.80424606505228,0.44,1.2401392751043236,317.02,0.0,0.6141293751530721,0.08141629558910268,0.08491965015375458,0.1426694950174051,887.2041348256864
e0.001_x0.3_p0_w240_c3_d5,0.001,0.3,0.0,240,3,5,47,27.320975751451975,-28.617202308552912,0.46808510638297873,1.3964522197339237,321.8723404255319,0.0,0.9325924702611517,0.1258577400118157,0.1313863531081194,0.14543607485860366,1284.0858603182428
e0.001_x0.3_p0_w480_c1_d0,0.001,0.3,0.0,480,1,0,57,1.6418876018409023,-49.762901264147615,0.40350877192982454,1.0191773828279769,316.29824561403507,0.017543859649122806,0.05851029217419922,-0.003902363277044074,-0.00406328990984528,0.17071618115186316,93.58759330493143
e0.001_x0.3_p0_w480_c1_d5,0.001,0.3,0.0,480,1,5,56,0.9601583463529438,-51.059505761033016,0.39285714285714285,1.011060680561585,312.9642857142857,0.017857142857142856,0.03263967301396853,-0.0078141712329175,-0.008135753848913185,0.1719163577669619,53.76886739576486
e0.001_x0.3_p0_w480_c3_d0,0.001,0.3,0.0,480,3,0,51,13.770199769641426,-34.37752588495879,0.43137254901960786,1.1728737058056393,335.6666666666667,0.0196078431372549,0.4617938173466432,0.06015189040698665,0.06271389828025109,0.1658809839349097,702.2801882517127
e0.001_x0.3_p0_w480_c3_d5,0.001,0.3,0.0,480,3,5,48,21.391612217055027,-31.497364096755852,0.4375,1.2782816812289888,335.7083333333333,0.020833333333333332,0.6938244403998693,0.0955190502264498,0.09965669169060942,0.1490535334706815,1026.7973864186413
e0.001_x0.3_p1_w120_c1_d0,0.001,0.3,1.0,120,1,0,64,-16.014727648677855,-63.969767829553106,0.359375,0.8003123871797052,226.296875,0.015625,-0.709037644959774,-0.10620922808830136,-0.11034664769013236,0.19625590776619206,-1024.9425695153827
e0.001_x0.3_p1_w120_c1_d5,0.001,0.3,1.0,120,1,5,63,-13.948290806825685,-61.26377288839247,0.36507936507936506,0.8237767761557612,225.77777777777777,0.015873015873015872,-0.6152679127904745,-0.0929470015280901,-0.09659612943170937,0.1847420682982358,-878.7423208300182
e0.001_x0.3_p1_w120_c3_d0,0.001,0.3,1.0,120,3,0,42,6.337624829622451,-38.48532304810859,0.40476190476190477,1.087877404990034,243.1904761904762,0.0,0.22530769539678883,0.019832480749103487,0.020660414036760777,0.11151800967418168,266.1802428441429
e0.001_x0.3_p1_w120_c3_d5,0.001,0.3,1.0,120,3,5,42,6.337624829622451,-38.48532304810859,0.40476190476190477,1.087877404990034,243.1904761904762,0.0,0.22530769539678883,0.019832480749103487,0.020660414036760777,0.11151800967418168,266.1802428441429
e0.001_x0.3_p1_w240_c1_d0,0.001,0.3,1.0,240,1,0,60,-5.470405446004209,-61.745385570581846,0.4166666666666667,0.9357624780059107,264.06666666666666,0.016666666666666666,-0.2188795820642631,-0.04432495781691337,-0.04611368514903835,0.18474484633796417,-328.22432676025255
e0.001_x0.3_p1_w240_c1_d5,0.001,0.3,1.0,240,1,5,59,-1.1718818773624122,-53.61077869129094,0.423728813559322,0.9857454660002037,264.8135593220339,0.01694915254237288,-0.05364105842900991,-0.018878855690032115,-0.019651258840263086,0.18622777487503506,-69.14103076438232
e0.001_x0.3_p1_w240_c3_d0,0.001,0.3,1.0,240,3,0,54,10.208539590934492,-46.18799385625927,0.42592592592592593,1.1410796494981112,268.75925925925924,0.0,0.3925546710220512,0.04592006666426318,0.047862306422261414,0.18499137514626474,551.2611379104626
e0.001_x0.3_p1_w240_c3_d5,0.001,0.3,1.0,240,3,5,52,18.066011473927475,-42.875989182358246,0.4423076923076923,1.2669392617189812,270.13461538461536,0.0,0.6978286569615355,0.08775844356447315,0.09154606671215326,0.18354798066537792,939.4325966442286
e0.001_x0.3_p1_w480_c1_d0,0.001,0.3,1.0,480,1,0,55,-1.7434298493487104,-63.15504061038979,0.4,0.9802882847175145,299.56363636363636,0.0,-0.06714583243625583,-0.02232691491198302,-0.023238712334828326,0.17851936676467162,-95.88864171417907
e0.001_x0.3_p1_w480_c1_d5,0.001,0.3,1.0,480,1,5,55,-0.7268651248241047,-63.15504061038979,0.4,0.9917512083984268,299.3818181818182,0.0,-0.03149309576120494,-0.016812783411971566,-0.017501411965112346,0.17977640281781448,-39.97758186532576
e0.001_x0.3_p1_w480_c3_d0,0.001,0.3,1.0,480,3,0,51,4.392364111206214,-62.051406158581955,0.4117647058823529,1.0539139699958733,307.6470588235294,0.0,0.15112830170840125,0.011137114935818149,0.011599985461417939,0.16726148157633636,224.01056967151692
e0.001_x0.3_p1_w480_c3_d5,0.001,0.3,1.0,480,3,5,50,4.517557776747072,-65.85788063470821,0.4,1.0549962022942345,303.74,0.0,0.15313396126890125,0.011424223447174642,0.011899096576777568,0.16632226517193494,225.87788883735362
e0.001_x0.3_p2_w120_c1_d0,0.001,0.3,2.0,120,1,0,61,-3.2044952534864586,-46.816867524075434,0.3770491803278688,0.9550918175220838,191.98360655737704,0.01639344262295082,-0.14697270686813102,-0.02780814058769543,-0.028940450080956803,0.13710981768642105,-195.47421046267397
e0.001_x0.3_p2_w120_c1_d5,0.001,0.3,2.0,120,1,5,61,-3.6413262214284705,-46.816867524075434,0.3770491803278688,0.9492805103821194,191.9344262295082,0.01639344262295082,-0.16669479491853936,-0.030412828314990148,-0.03164946040600869,0.13710981768642083,-222.1208995071367
e0.001_x0.3_p2_w120_c3_d0,0.001,0.3,2.0,120,3,0,43,19.200964725603278,-2.286349977262958,0.4883720930232558,1.3155533757426188,198.7906976744186,0.0,0.7414367656522829,0.07931083995096189,0.08272017806798782,0.10780484961982895,825.6414832009409
e0.001_x0.3_p2_w120_c3_d5,0.001,0.3,2.0,120,3,5,43,19.200964725603278,-2.286349977262958,0.4883720930232558,1.3155533757426188,198.7906976744186,0.0,0.7414367656522829,0.07931083995096189,0.08272017806798782,0.10780484961982895,825.6414832009409
e0.001_x0.3_p2_w240_c1_d0,0.001,0.3,2.0,240,1,0,59,-8.046179798003967,-54.15766168356373,0.4067796610169492,0.8966904885972231,232.88135593220338,0.0,-0.33157625868257457,-0.05532133263172967,-0.057540296119486745,0.18035675673820928,-474.7246080822341
