timestamp,trading_day,year,open,close,high,low,log_close,lowpass,sigma,signal_pos,exec_pos,pnl_log,open_log_return,nav,drawdown,lp12,lp48,lp240,lp960,fast,work,swing,macro,trend,fast_share_5d,slow_work_velocity_5d,eff_1d,eff_20d
2022-10-25 09:35:00,2022-10-25,2022,962.97,959.86,964.55,955.57,6.866787440493834,-0.43905527204179884,0.003379020394421569,-1.0,1.0,-0.007232574868856623,-0.007232574868856645,3.0856370724189865,-0.047173578817966244,6.873219681046549,6.874936457863425,6.880715517533208,6.887564057308489,-0.006432240552714852,-0.0017167768168766528,-0.005779059669782427,-0.006848539775281104,6.887564057308489,0.9046890167074599,0.15291980536217173,0.1702619121361897,0.014114902965201218
2022-10-25 09:40:00,2022-10-25,2022,959.69,956.45,959.78,955.67,6.863228513598663,-0.44333389801571577,0.0032789799573636476,-1.0,1.0,-0.003411943018494932,-0.0034119430184951227,3.0751269946413466,-0.05041902848044477,6.873386353817822,6.8747581185585265,6.880818223393357,6.887705744294958,-0.010157840219159553,-0.0013717647407043287,-0.006060104834830327,-0.00688752090160083,6.887705744294958,0.9052402530657233,0.15363360939655105,0.25389160824114315,0.013334911931360724
2022-10-25 09:45:00,2022-10-25,2022,956.51,972.33,973.33,956.51,6.879695253014099,-0.44307642212999804,0.003917599116168089,-1.0,-1.0,0.003319072037681807,-0.0033190720376818916,3.0853505195840656,-0.04726206463330007,6.8751468826106175,6.874692355924441,6.880929556170356,6.887848265364164,0.004548370403481883,0.0004545266861768482,-0.006237200245915453,-0.006918709193808326,6.887848265364164,0.9162489894677023,0.15135074046335156,0.04088560919546674,0.005510531016645347
2022-10-25 09:50:00,2022-10-25,2022,972.16,975.94,976.19,967.26,6.883401109113566,-0.4386647973260087,0.003955288623402844,1.0,-1.0,-0.01622915635863345,0.016229156358632757,3.0356820127215216,-0.06259940487409266,6.876487198462667,6.8745953102663595,6.881043922334551,6.887991272350134,0.006913910650899524,0.0018918881963072565,-0.006448612068191473,-0.006947350015582998,6.887991272350134,0.9150522565237409,0.1500612313964562,0.0107445940520023,0.007507400495859083
2022-10-25 09:55:00,2022-10-25,2022,975.93,971.79,976.08,969.49,6.879139731735693,-0.43623514001725083,0.003991184502671952,1.0,-1.0,-0.0038704625621674735,0.0038704625621681643,3.023955227821006,-0.06622056647751162,6.8763046105688845,6.874380669297824,6.8811580380007955,6.888134561291901,0.0028351211668082854,0.0019239412710607695,-0.006777368702971742,-0.00697652329110543,6.888134561291901,0.9157826104420611,0.15040424300769173,0.027275503717550827,0.011217724465096661
2022-10-25 10:00:00,2022-10-25,2022,971.79,969.66,972.45,967.04,6.8769454945886075,-0.43619660858659554,0.003994148765488024,1.0,1.0,-0.004251130793827771,-0.004251130793828217,3.011127284584115,-0.07018175924213932,6.875084939280047,6.874074978169157,6.88127318308743,6.888278213412655,0.001860555308560663,0.001009961110890245,-0.007198204918273277,-0.00700503032522537,6.888278213412655,0.9153824897611281,0.15021690145911376,0.056367690079632965,0.013226177432759004
2022-10-25 10:05:00,2022-10-25,2022,969.28,965.87,970.08,965.87,6.873029249587056,-0.43746565927235603,0.004024740839357086,1.0,1.0,-0.0025862038968205645,-0.002586203896820294,3.0033499566796236,-0.07258335195692556,6.8734228079464605,6.87372717746338,6.881391590317985,6.88842236944143,-0.0003935583594047998,-0.00030436951691914516,-0.007664412854605729,-0.007030779123444297,6.88842236944143,0.9146402701208995,0.14941353599477275,0.07218916771283222,0.01615969324418174
2022-10-25 10:10:00,2022-10-25,2022,965.76,964.22,966.9,964.12,6.8713194843409235,-0.43938726188575516,0.004012327991039518,1.0,1.0,-0.003638171699443065,-0.003638171699443582,2.9924431063912524,-0.07595132261670567,6.8717117721899985,6.873381901728453,6.881515352461413,6.888567161244282,-0.00039228784907496816,-0.0016701295384544679,-0.008133450732960235,-0.007051808782868818,6.888567161244282,0.9132829668460791,0.14848334604587218,0.06423023287925435,0.014111337273706295
2022-10-25 10:15:00,2022-10-25,2022,964.11,959.5,964.12,959.29,6.8664123154477545,-0.44189502238825945,0.003952695688414922,-1.0,1.0,-0.0017099601548756435,-0.0017099601548755672,2.987330520318579,-0.07753005886347741,6.870369430749246,6.873086014165215,6.881646652761879,6.888712726138299,-0.003957115301491676,-0.0027165834159683655,-0.00856063859666456,-0.007066073376419624,6.888712726138299,0.9131726431561651,0.14808343004099533,0.05009831399170664,0.018379517810234076
2022-10-25 10:20:00,2022-10-25,2022,959.42,961.02,963.68,959.23,6.867995220408259,-0.444045378217585,0.0038787991121994776,-1.0,1.0,-0.004876460771562803,-0.004876460771562563,2.9727983817241297,-0.08201749704369588,6.869749416083991,6.8728772994725675,6.881787285120924,6.8888591768233685,-0.0017541956757316512,-0.0031278833885766133,-0.008909985648356766,-0.007071891702444155,6.8888591768233685,0.9132498215752393,0.14844858011654594,0.08132984048941529,0.018766558789399763
2022-10-25 10:25:00,2022-10-25,2022,961.0,962.98,962.98,958.48,6.870032643150475,-0.4445218214699994,0.003891850263692212,-1.0,-1.0,-0.0016454737573015903,0.0016454737573017297,2.9679107423452287,-0.08352677108601736,6.869636994376885,6.872750878307499,6.881937295209761,6.889006516402423,0.00039564877359055117,-0.0031138839306139587,-0.009186416902262629,-0.007069221192661956,6.889006516402423,0.9135041159781835,0.14905380951231775,0.06561250316380472,0.01745662962347394
2022-10-25 10:30:00,2022-10-25,2022,962.79,963.85,964.79,960.07,6.8709356808436,-0.4441755037043068,0.00382821616842763,-1.0,-1.0,-0.0018609105116069939,0.0018609105116071945,2.9623928617806223,-0.08523065986732559,6.8694899035021235,6.872676262512401,6.882095661378602,6.889154680925046,0.0014457773414768837,-0.0031863590102778616,-0.009419398866200801,-0.007059019546443501,6.889154680925046,0.9134941068036239,0.14975175236020977,0.0983670479493519,0.01969398050079806
2022-10-25 10:35:00,2022-10-25,2022,963.81,962.93,964.78,962.07,6.869980719644173,-0.4439865297770398,0.0038063865690678637,-1.0,-1.0,-0.0010588602671033464,0.0010588602671033343,2.959257761793056,-0.08619876014324646,6.86903920427565,6.872639701838119,6.882261997116528,6.88930364580376,0.0009415153685230493,-0.0036004975624690516,-0.009622295278409077,-0.007041648687232005,6.88930364580376,0.913422128383071,0.15037809796264248,0.1284206352591471,0.018791669564811084
2022-10-25 10:40:00,2022-10-25,2022,962.95,961.27,963.0,960.61,6.868255326845279,-0.44444385107719575,0.00381064894123251,-1.0,-1.0,0.0008926903787817243,-0.0008926903787820351,2.9619006421867855,-0.08538265435761205,6.868356792271981,6.872652353680856,6.882436884762929,6.889453446680905,-0.00010146542670153025,-0.004295561408874882,-0.009784531082073222,-0.007016561917976283,6.889453446680905,0.9131387133414561,0.1508244220689403,0.13389982532737768,0.019963785017336307
2022-10-25 10:45:00,2022-10-25,2022,961.06,959.74,961.18,959.59,6.866662414446578,-0.44540912605220195,0.003804934209893431,-1.0,-1.0,0.001964647385330393,-0.0019646473853303092,2.9677254525146872,-0.08358398748638218,6.86769552638597,6.872740317481985,6.882621472365813,6.889604154215616,-0.0010331119393915955,-0.005044791096015189,-0.00988115488382757,-0.006982681849803107,6.889604154215616,0.9126506464810874,0.1513082990451387,0.12929323922355887,0.019593586874919282
2022-10-25 10:50:00,2022-10-25,2022,959.8,960.19,962.23,959.76,6.867131181545629,-0.4462039876730083,0.003788648154549041,-1.0,-1.0,0.0013119125607457247,-0.0013119125607454762,2.971621403827636,-0.08238094083523917,6.867194434982285,6.872924278178963,6.8828166478950035,6.889755822439807,-6.32534366564741e-05,-0.005729843196677464,-0.009892369716040683,-0.006939174544803528,6.889755822439807,0.9124298272182582,0.15198255025760438,0.10453368564037535,0.01847827023212616
2022-10-25 10:55:00,2022-10-25,2022,960.14,956.84,960.14,956.76,6.8636361883425865,-0.44730241806786103,0.0038163539914473537,-1.0,-1.0,-0.0003541777384233826,0.00035417773842283395,2.9705691080402494,-0.08270588353121688,6.86701951218638,6.87322531724661,6.883023256517989,6.889908502298555,-0.0033833238437939173,-0.006205805060229608,-0.00979793927137873,-0.0068852457805661516,6.889908502298555,0.9129280381451504,0.1530156828169598,0.12944731388542943,0.02111623926842086
2022-10-25 11:00:00,2022-10-25,2022,956.85,956.64,957.32,956.43,6.8634271451325946,-0.4487193521484557,0.003816250166950097,-1.0,-1.0,0.0034324678064943668,-0.0034324678064940883,2.9807830102876784,-0.07955189111528715,6.867637224314262,6.8736776675784,6.883242593424263,6.890062272409353,-0.004210079181667048,-0.006040443264138773,-0.009564925845862327,-0.006819678985090505,6.890062272409353,0.9130206675501225,0.15439015869408595,0.1269611214082783,0.020490463342766125
2022-10-25 11:05:00,2022-10-25,2022,956.74,958.01,959.56,956.74,6.864858216329742,-0.4492791745214041,0.003739889891014579,-1.0,-1.0,0.0001149671561005079,-0.00011496715610004316,2.9811257221332492,-0.07944606373065055,6.8694306761832955,6.874299844377129,6.883475234394841,6.8902171659401565,-0.004572459853553923,-0.0048691681938333176,-0.009175390017712282,-0.006741931545315438,6.8902171659401565,0.9122140975862716,0.15502153944067434,0.16195705996427187,0.01822363314664108
2022-10-25 11:10:00,2022-10-25,2022,957.95,966.89,966.96,957.95,6.874084735104858,-0.44735017435269203,0.0039851501625120765,-1.0,-1.0,-0.001263912342027925,0.0012639123420274956,2.9773602206730674,-0.0806088282412053,6.872035872085844,6.875051330743396,6.883719302802963,6.8903730623026815,0.002048863019013858,-0.0030154586575523723,-0.008667972059567042,-0.006653759499718248,6.8903730623026815,0.912631352633107,0.1544480553030391,0.07826849910492292,0.012279272648848887
2022-10-25 11:15:00,2022-10-25,2022,966.79,965.86,968.1,965.7,6.873018896173276,-0.44451191101646953,0.003986623795672215,1.0,-1.0,-0.009185720832923024,0.009185720832922684,2.9501362481963658,-0.0890154294248624,6.874803264203388,6.875863904715452,6.883971740597472,6.890529766642825,-0.0017843680301119491,-0.0010606405120636708,-0.008107835882020353,-0.006558026045352605,6.890529766642825,0.911289455422248,0.15378569062717992,0.0870273417504931,0.013100296280313407
2022-10-25 11:20:00,2022-10-25,2022,965.81,969.22,969.28,965.45,6.876491624305193,-0.4423646033789644,0.003994060063863844,1.0,-1.0,0.0010141778785044133,-0.0010141778785044409,2.953129728822195,-0.08809106036763215,6.877771682326686,6.876705996062488,6.884230909604271,6.890687172501127,-0.0012800580214928914,0.001065686264198007,-0.007524913541782752,-0.006456262896856302,6.890687172501127,0.9087091379469954,0.1527658592491185,0.0836653718919298,0.011208206564821783
