symbol,year,trading_day,start_timestamp,start_shock_intensity,start_vol_ratio,same_session_normal_recovered,right_censored,bars_to_leave_unsafe,bars_to_normal,available_bars_after_start,recurrent_shock_before_normal,recurrent_shock_count_before_normal,peak_vol_ratio_before_normal,peak_shock_intensity_before_normal
000852.SH,2021,2021-10-25,2021-10-25 09:45:00,4.111854385371759,1.3580260614824546,True,False,1.0,15.0,15,False,0,1.5989696228495007,4.111854385371759
000852.SH,2021,2021-10-28,2021-10-28 10:10:00,3.9556166369288936,1.6157392330024793,True,False,3.0,17.0,17,True,1,1.7495928524499875,3.9556166369288936
000852.SH,2021,2021-11-02,2021-11-02 13:05:00,3.823799097714571,1.4854775246790881,True,False,1.0,18.0,18,True,1,1.7728695867836233,5.223868562182419
000852.SH,2021,2021-11-05,2021-11-05 09:40:00,3.273137929079171,1.037648427161657,True,False,1.0,1.0,1,False,0,1.037648427161657,3.273137929079171
000852.SH,2021,2021-11-12,2021-11-12 09:50:00,3.442519449541102,1.0104929469734467,True,False,1.0,1.0,1,False,0,1.0104929469734467,3.442519449541102
000852.SH,2021,2021-11-15,2021-11-15 09:40:00,3.937907062467648,1.1978668864147743,True,False,2.0,20.0,20,True,1,1.6554104404810965,3.937907062467648
000852.SH,2021,2021-11-18,2021-11-18 10:55:00,3.0574746602819296,1.790537212160707,True,False,4.0,12.0,12,True,1,1.790537212160707,3.360312802334103
000852.SH,2021,2021-11-30,2021-11-30 13:50:00,4.21383846909687,1.2548737968005674,False,True,1.0,,14,True,1,1.5344129230067134,4.21383846909687
000852.SH,2021,2021-12-02,2021-12-02 09:40:00,3.371859249907643,1.0840888256059897,True,False,2.0,13.0,13,True,1,1.5126048912004544,3.371859249907643
000852.SH,2021,2021-12-07,2021-12-07 09:40:00,4.02987344164348,1.3689216510474016,True,False,1.0,28.0,28,True,2,1.7204529969508675,4.02987344164348
000852.SH,2021,2021-12-09,2021-12-09 11:15:00,3.461683901528945,1.1600151741578406,True,False,1.0,1.0,1,False,0,1.1600151741578406,3.461683901528945
