symbol,horizon,year,sampling,model,rule,factor,context,rows,events,alerts,hits,precision,recall,alert_time_share,false_positive_rate
000852.SH,5,2024,dense,multiscale,probability_0.5,3,all,55660,1800,380,323,0.85,0.17944444444444443,0.006827164929931728,0.001058299294467137
000852.SH,5,2024,dense,multiscale,probability_0.5,3,quiet_no_recent_shock,15547,1424,243,188,0.7736625514403292,0.13202247191011235,0.015630025085225447,0.003894356723075834
000852.SH,5,2024,dense,multiscale,probability_0.5,4,all,55660,808,249,227,0.9116465863453815,0.28094059405940597,0.004473589651455264,0.00040107926784802744
000852.SH,5,2024,dense,multiscale,probability_0.5,4,quiet_no_recent_shock,15547,631,123,111,0.9024390243902439,0.17591125198098256,0.007911494178941275,0.0008045052292839903
000852.SH,5,2024,nonoverlap,multiscale,point,2,all,11132,1279,821,536,0.6528623629719854,0.4190774042220485,0.07375134746676248,0.0289252004465645
000852.SH,5,2024,nonoverlap,multiscale,point,2,quiet_no_recent_shock,3124,840,600,370,0.6166666666666667,0.44047619047619047,0.19206145966709348,0.10070052539404553
000852.SH,5,2024,nonoverlap,multiscale,point,3,all,11132,546,321,277,0.8629283489096573,0.5073260073260073,0.028835788717211642,0.0041564330247496695
000852.SH,5,2024,nonoverlap,multiscale,point,3,quiet_no_recent_shock,3124,386,196,154,0.7857142857142857,0.39896373056994816,0.06274007682458387,0.015339663988312637
000852.SH,5,2024,nonoverlap,multiscale,point,4,all,11132,331,248,221,0.8911290322580645,0.6676737160120846,0.022278117139777218,0.0024997685399500047
000852.SH,5,2024,nonoverlap,multiscale,point,4,quiet_no_recent_shock,3124,213,129,112,0.8682170542635659,0.5258215962441315,0.041293213828425095,0.005839917554105119
000852.SH,5,2024,nonoverlap,persistence,point,2,all,11132,1279,0,0,,0.0,0.0,0.0
000852.SH,5,2024,nonoverlap,persistence,point,2,quiet_no_recent_shock,3124,840,0,0,,0.0,0.0,0.0
000852.SH,5,2024,nonoverlap,persistence,point,3,all,11132,546,0,0,,0.0,0.0,0.0
000852.SH,5,2024,nonoverlap,persistence,point,3,quiet_no_recent_shock,3124,386,0,0,,0.0,0.0,0.0
000852.SH,5,2024,nonoverlap,persistence,point,4,all,11132,331,0,0,,0.0,0.0,0.0
000852.SH,5,2024,nonoverlap,persistence,point,4,quiet_no_recent_shock,3124,213,0,0,,0.0,0.0,0.0
000852.SH,5,2024,nonoverlap,clock_only,point,2,all,11132,1279,976,574,0.5881147540983607,0.44878811571540267,0.08767517067912325,0.04079975641936466
000852.SH,5,2024,nonoverlap,clock_only,point,2,quiet_no_recent_shock,3124,840,833,448,0.5378151260504201,0.5333333333333333,0.2666453265044814,0.16856392294220665
000852.SH,5,2024,nonoverlap,clock_only,point,3,all,11132,546,435,308,0.7080459770114943,0.5641025641025641,0.039076536112109234,0.011996977139618364
000852.SH,5,2024,nonoverlap,clock_only,point,3,quiet_no_recent_shock,3124,386,319,193,0.6050156739811913,0.5,0.10211267605633803,0.04601899196493791
000852.SH,5,2024,nonoverlap,clock_only,point,4,all,11132,331,300,232,0.7733333333333333,0.7009063444108762,0.026949335249730505,0.006295713359874086
000852.SH,5,2024,nonoverlap,clock_only,point,4,quiet_no_recent_shock,3124,213,196,135,0.6887755102040817,0.6338028169014085,0.06274007682458387,0.02095499828237719
000852.SH,5,2024,nonoverlap,multiscale,probability_0.5,high_level,all,11132,7975,8321,6900,0.8292272563393823,0.8652037617554859,0.7474847287100251,0.4501108647450111
000852.SH,5,2024,nonoverlap,multiscale,probability_0.5,2,all,11132,1279,451,373,0.8270509977827051,0.29163408913213446,0.040513833992094864,0.007916370648533441
000852.SH,5,2024,nonoverlap,multiscale,probability_0.5,2,quiet_no_recent_shock,3124,840,295,234,0.7932203389830509,0.2785714285714286,0.09443021766965429,0.026707530647985988
000852.SH,5,2024,nonoverlap,multiscale,probability_0.5,3,all,11132,546,263,247,0.9391634980988594,0.4523809523809524,0.023625583902263745,0.0015114301908180617
000852.SH,5,2024,nonoverlap,multiscale,probability_0.5,3,quiet_no_recent_shock,3124,386,141,126,0.8936170212765957,0.32642487046632124,0.045134443021766966,0.00547845142439737
000852.SH,5,2024,nonoverlap,multiscale,probability_0.5,4,all,11132,331,216,202,0.9351851851851852,0.6102719033232629,0.019403521379805964,0.0012961762799740765
000852.SH,5,2024,nonoverlap,multiscale,probability_0.5,4,quiet_no_recent_shock,3124,213,98,94,0.9591836734693877,0.4413145539906103,0.03137003841229193,0.0013740982480247338
000852.SH,15,2024,dense,multiscale,point,2,all,50820,1884,556,478,0.8597122302158273,0.2537154989384289,0.010940574576938214,0.0015939185875429131
000852.SH,15,2024,dense,multiscale,point,2,quiet_no_recent_shock,9011,1015,296,237,0.8006756756756757,0.2334975369458128,0.03284874042836533,0.007378689344672337
000852.SH,15,2024,dense,multiscale,point,3,all,50820,536,235,196,0.8340425531914893,0.3656716417910448,0.004624163715072806,0.0007755946225439503
000852.SH,15,2024,dense,multiscale,point,3,quiet_no_recent_shock,9011,270,102,89,0.8725490196078431,0.3296296296296296,0.011319498390855621,0.0014872440224230638
000852.SH,15,2024,dense,multiscale,point,4,all,50820,295,164,135,0.823170731707317,0.4576271186440678,0.0032270759543486815,0.0005739732805541811
000852.SH,15,2024,dense,multiscale,point,4,quiet_no_recent_shock,9011,145,62,52,0.8387096774193549,0.3586206896551724,0.006880479414049495,0.0011279043537108053
000852.SH,15,2024,dense,persistence,point,2,all,50820,1884,0,0,,0.0,0.0,0.0
000852.SH,15,2024,dense,persistence,point,2,quiet_no_recent_shock,9011,1015,0,0,,0.0,0.0,0.0
000852.SH,15,2024,dense,persistence,point,3,all,50820,536,0,0,,0.0,0.0,0.0
000852.SH,15,2024,dense,persistence,point,3,quiet_no_recent_shock,9011,270,0,0,,0.0,0.0,0.0
000852.SH,15,2024,dense,persistence,point,4,all,50820,295,0,0,,0.0,0.0,0.0
000852.SH,15,2024,dense,persistence,point,4,quiet_no_recent_shock,9011,145,0,0,,0.0,0.0,0.0
000852.SH,15,2024,dense,clock_only,point,2,all,50820,1884,1178,691,0.5865874363327674,0.3667728237791932,0.023179850452577724,0.009951773745299984
000852.SH,15,2024,dense,clock_only,point,2,quiet_no_recent_shock,9011,1015,723,366,0.5062240663900415,0.3605911330049261,0.08023526800577073,0.04464732366183091
000852.SH,15,2024,dense,clock_only,point,3,all,50820,536,394,291,0.7385786802030457,0.542910447761194,0.007752853207398662,0.0020483652851801767
000852.SH,15,2024,dense,clock_only,point,3,quiet_no_recent_shock,9011,270,234,154,0.6581196581196581,0.5703703703703704,0.025968261014315836,0.009152270907218854
000852.SH,15,2024,dense,clock_only,point,4,all,50820,295,235,184,0.7829787234042553,0.6237288135593221,0.004624163715072806,0.0010094012864918357
000852.SH,15,2024,dense,clock_only,point,4,quiet_no_recent_shock,9011,145,136,98,0.7205882352941176,0.6758620689655173,0.015092664521140827,0.00428603654410106
000852.SH,15,2024,dense,multiscale,probability_0.5,high_level,all,50820,40055,40402,36123,0.8940894015147764,0.9018349769067532,0.7950019677292405,0.39749187180678125
000852.SH,15,2024,dense,multiscale,probability_0.5,2,all,50820,1884,414,380,0.9178743961352657,0.20169851380042464,0.008146399055489965,0.0006947850253392185
000852.SH,15,2024,dense,multiscale,probability_0.5,2,quiet_no_recent_shock,9011,1015,212,186,0.8773584905660378,0.1832512315270936,0.023526800577072467,0.0032516258129064533
000852.SH,15,2024,dense,multiscale,probability_0.5,3,all,50820,536,213,182,0.8544600938967136,0.33955223880597013,0.004191263282172373,0.0006164982897144221
000852.SH,15,2024,dense,multiscale,probability_0.5,3,quiet_no_recent_shock,9011,270,92,81,0.8804347826086957,0.3,0.01020974364665409,0.0012584372497425923
000852.SH,15,2024,dense,multiscale,probability_0.5,4,all,50820,295,139,121,0.8705035971223022,0.4101694915254237,0.0027351436442345535,0.0003562592775853538
000852.SH,15,2024,dense,multiscale,probability_0.5,4,quiet_no_recent_shock,9011,145,47,43,0.9148936170212766,0.296551724137931,0.005215847297747198,0.00045116174148432213
000852.SH,15,2024,nonoverlap,multiscale,point,2,all,3388,323,251,237,0.9442231075697212,0.7337461300309598,0.07408500590318771,0.004567699836867863
000852.SH,15,2024,nonoverlap,multiscale,point,2,quiet_no_recent_shock,654,163,115,107,0.9304347826086956,0.656441717791411,0.17584097859327216,0.016293279022403257
000852.SH,15,2024,nonoverlap,multiscale,point,3,all,3388,199,210,171,0.8142857142857143,0.8592964824120602,0.06198347107438017,0.012229539040451553
000852.SH,15,2024,nonoverlap,multiscale,point,3,quiet_no_recent_shock,654,94,90,77,0.8555555555555555,0.8191489361702128,0.13761467889908258,0.023214285714285715
000852.SH,15,2024,nonoverlap,multiscale,point,4,all,3388,164,160,131,0.81875,0.7987804878048781,0.047225501770956316,0.008995037220843672
000852.SH,15,2024,nonoverlap,multiscale,point,4,quiet_no_recent_shock,654,78,60,50,0.8333333333333334,0.6410256410256411,0.09174311926605505,0.017361111111111112
000852.SH,15,2024,nonoverlap,persistence,point,2,all,3388,323,0,0,,0.0,0.0,0.0
000852.SH,15,2024,nonoverlap,persistence,point,2,quiet_no_recent_shock,654,163,0,0,,0.0,0.0,0.0
000852.SH,15,2024,nonoverlap,persistence,point,3,all,3388,199,0,0,,0.0,0.0,0.0
000852.SH,15,2024,nonoverlap,persistence,point,3,quiet_no_recent_shock,654,94,0,0,,0.0,0.0,0.0
000852.SH,15,2024,nonoverlap,persistence,point,4,all,3388,164,0,0,,0.0,0.0,0.0
000852.SH,15,2024,nonoverlap,persistence,point,4,quiet_no_recent_shock,654,78,0,0,,0.0,0.0,0.0
000852.SH,15,2024,nonoverlap,clock_only,point,2,all,3388,323,273,239,0.8754578754578755,0.739938080495356,0.08057851239669421,0.011092985318107667
000852.SH,15,2024,nonoverlap,clock_only,point,2,quiet_no_recent_shock,654,163,155,124,0.8,0.7607361963190185,0.23700305810397554,0.06313645621181263
000852.SH,15,2024,nonoverlap,clock_only,point,3,all,3388,199,189,161,0.8518518518518519,0.8090452261306532,0.05578512396694215,0.008780181875195987
000852.SH,15,2024,nonoverlap,clock_only,point,3,quiet_no_recent_shock,654,94,106,86,0.8113207547169812,0.9148936170212766,0.1620795107033639,0.03571428571428571
000852.SH,15,2024,nonoverlap,clock_only,point,4,all,3388,164,140,114,0.8142857142857143,0.6951219512195121,0.04132231404958678,0.008064516129032258
000852.SH,15,2024,nonoverlap,clock_only,point,4,quiet_no_recent_shock,654,78,82,62,0.7560975609756098,0.7948717948717948,0.12538226299694188,0.034722222222222224
000852.SH,15,2024,nonoverlap,multiscale,probability_0.5,high_level,all,3388,2762,2717,2452,0.902465955097534,0.887762490948588,0.801948051948052,0.4233226837060703
000852.SH,15,2024,nonoverlap,multiscale,probability_0.5,2,all,3388,323,237,226,0.9535864978902954,0.6996904024767802,0.06995277449822905,0.0035889070146818925
000852.SH,15,2024,nonoverlap,multiscale,probability_0.5,2,quiet_no_recent_shock,654,163,104,99,0.9519230769230769,0.6073619631901841,0.15902140672782875,0.010183299389002037
000852.SH,15,2024,nonoverlap,multiscale,probability_0.5,3,all,3388,199,196,165,0.8418367346938775,0.8291457286432161,0.05785123966942149,0.009720915647538414
000852.SH,15,2024,nonoverlap,multiscale,probability_0.5,3,quiet_no_recent_shock,654,94,85,74,0.8705882352941177,0.7872340425531915,0.12996941896024464,0.019642857142857142
000852.SH,15,2024,nonoverlap,multiscale,probability_0.5,4,all,3388,164,138,120,0.8695652173913043,0.7317073170731707,0.04073199527744982,0.005583126550868486
000852.SH,15,2024,nonoverlap,multiscale,probability_0.5,4,quiet_no_recent_shock,654,78,47,43,0.9148936170212766,0.5512820512820513,0.07186544342507645,0.006944444444444444
000852.SH,30,2024,dense,multiscale,point,2,all,43560,1253,366,326,0.8907103825136612,0.2601755786113328,0.00840220385674931,0.0009454700167820928
000852.SH,30,2024,dense,multiscale,point,2,quiet_no_recent_shock,5367,458,141,135,0.9574468085106383,0.29475982532751094,0.02627166014533259,0.0012222448563862294
000852.SH,30,2024,dense,multiscale,point,3,all,43560,309,110,80,0.7272727272727273,0.2588996763754045,0.0025252525252525255,0.000693625580911424
000852.SH,30,2024,dense,multiscale,point,3,quiet_no_recent_shock,5367,133,37,28,0.7567567567567568,0.21052631578947367,0.00689398174026458,0.001719526175009553
000852.SH,30,2024,dense,multiscale,point,4,all,43560,96,49,23,0.46938775510204084,0.23958333333333334,0.0011248852157943066,0.0005981962083563409
000852.SH,30,2024,dense,multiscale,point,4,quiet_no_recent_shock,5367,43,5,4,0.8,0.09302325581395349,0.000931619154089808,0.00018782870022539445
000852.SH,30,2024,dense,persistence,point,2,all,43560,1253,0,0,,0.0,0.0,0.0
000852.SH,30,2024,dense,persistence,point,2,quiet_no_recent_shock,5367,458,0,0,,0.0,0.0,0.0
000852.SH,30,2024,dense,persistence,point,3,all,43560,309,0,0,,0.0,0.0,0.0
000852.SH,30,2024,dense,persistence,point,3,quiet_no_recent_shock,5367,133,0,0,,0.0,0.0,0.0
000852.SH,30,2024,dense,persistence,point,4,all,43560,96,0,0,,0.0,0.0,0.0
000852.SH,30,2024,dense,persistence,point,4,quiet_no_recent_shock,5367,43,0,0,,0.0,0.0,0.0
000852.SH,30,2024,dense,clock_only,point,2,all,43560,1253,751,525,0.6990679094540613,0.41899441340782123,0.01724058769513315,0.0053419055948188245
000852.SH,30,2024,dense,clock_only,point,2,quiet_no_recent_shock,5367,458,361,246,0.6814404432132964,0.537117903930131,0.06726290292528414,0.02342635974740273
000852.SH,30,2024,dense,clock_only,point,3,all,43560,309,220,157,0.7136363636363636,0.5080906148867314,0.005050505050505051,0.0014566137199139904
000852.SH,30,2024,dense,clock_only,point,3,quiet_no_recent_shock,5367,133,128,82,0.640625,0.6165413533834586,0.023849450344699086,0.008788689338937715
000852.SH,30,2024,dense,clock_only,point,4,all,43560,96,86,54,0.627906976744186,0.5625,0.0019742883379247015,0.0007362414872078042
000852.SH,30,2024,dense,clock_only,point,4,quiet_no_recent_shock,5367,43,47,24,0.5106382978723404,0.5581395348837209,0.008757220048444196,0.004320060105184072
000852.SH,30,2024,dense,multiscale,probability_0.5,high_level,all,43560,36529,36337,33383,0.918705451743402,0.9138766459525308,0.8341827364554637,0.4201393827336083
000852.SH,30,2024,dense,multiscale,probability_0.5,2,all,43560,1253,270,245,0.9074074074074074,0.19553072625698323,0.006198347107438017,0.000590918760488808
000852.SH,30,2024,dense,multiscale,probability_0.5,2,quiet_no_recent_shock,5367,458,102,98,0.9607843137254902,0.21397379912663755,0.019005030743432086,0.0008148299042574863
000852.SH,30,2024,dense,multiscale,probability_0.5,3,all,43560,309,90,69,0.7666666666666667,0.22330097087378642,0.002066115702479339,0.0004855379066379968
000852.SH,30,2024,dense,multiscale,probability_0.5,3,quiet_no_recent_shock,5367,133,26,20,0.7692307692307693,0.15037593984962405,0.004844419601267002,0.0011463507833397019
000852.SH,30,2024,dense,multiscale,probability_0.5,4,all,43560,96,39,20,0.5128205128205128,0.20833333333333334,0.0008953168044077135,0.0004371433830296337
000852.SH,30,2024,dense,multiscale,probability_0.5,4,quiet_no_recent_shock,5367,43,5,4,0.8,0.09302325581395349,0.000931619154089808,0.00018782870022539445
000852.SH,30,2024,nonoverlap,multiscale,point,2,all,1452,215,204,174,0.8529411764705882,0.8093023255813954,0.14049586776859505,0.024252223120452707
000852.SH,30,2024,nonoverlap,multiscale,point,2,quiet_no_recent_shock,238,81,70,66,0.9428571428571428,0.8148148148148148,0.29411764705882354,0.025477707006369428
000852.SH,30,2024,nonoverlap,multiscale,point,3,all,1452,116,110,80,0.7272727272727273,0.6896551724137931,0.07575757575757576,0.02245508982035928
000852.SH,30,2024,nonoverlap,multiscale,point,3,quiet_no_recent_shock,238,52,37,28,0.7567567567567568,0.5384615384615384,0.15546218487394958,0.04838709677419355
000852.SH,30,2024,nonoverlap,multiscale,point,4,all,1452,42,49,23,0.46938775510204084,0.5476190476190477,0.0337465564738292,0.018439716312056736
000852.SH,30,2024,nonoverlap,multiscale,point,4,quiet_no_recent_shock,238,17,5,4,0.8,0.23529411764705882,0.02100840336134454,0.004524886877828055
000852.SH,30,2024,nonoverlap,persistence,point,2,all,1452,215,0,0,,0.0,0.0,0.0
000852.SH,30,2024,nonoverlap,persistence,point,2,quiet_no_recent_shock,238,81,0,0,,0.0,0.0,0.0
000852.SH,30,2024,nonoverlap,persistence,point,3,all,1452,116,0,0,,0.0,0.0,0.0
000852.SH,30,2024,nonoverlap,persistence,point,3,quiet_no_recent_shock,238,52,0,0,,0.0,0.0,0.0
000852.SH,30,2024,nonoverlap,persistence,point,4,all,1452,42,0,0,,0.0,0.0,0.0
000852.SH,30,2024,nonoverlap,persistence,point,4,quiet_no_recent_shock,238,17,0,0,,0.0,0.0,0.0
000852.SH,30,2024,nonoverlap,clock_only,point,2,all,1452,215,176,156,0.8863636363636364,0.7255813953488373,0.12121212121212122,0.016168148746968473
000852.SH,30,2024,nonoverlap,clock_only,point,2,quiet_no_recent_shock,238,81,80,73,0.9125,0.9012345679012346,0.33613445378151263,0.044585987261146494
000852.SH,30,2024,nonoverlap,clock_only,point,3,all,1452,116,95,78,0.8210526315789474,0.6724137931034483,0.06542699724517906,0.012724550898203593
000852.SH,30,2024,nonoverlap,clock_only,point,3,quiet_no_recent_shock,238,52,55,43,0.7818181818181819,0.8269230769230769,0.23109243697478993,0.06451612903225806
000852.SH,30,2024,nonoverlap,clock_only,point,4,all,1452,42,48,29,0.6041666666666666,0.6904761904761905,0.03305785123966942,0.01347517730496454
000852.SH,30,2024,nonoverlap,clock_only,point,4,quiet_no_recent_shock,238,17,29,16,0.5517241379310345,0.9411764705882353,0.12184873949579832,0.058823529411764705
000852.SH,30,2024,nonoverlap,multiscale,probability_0.5,high_level,all,1452,1267,1217,1143,0.9391947411668036,0.9021310181531176,0.8381542699724518,0.4
000852.SH,30,2024,nonoverlap,multiscale,probability_0.5,2,all,1452,215,191,166,0.8691099476439791,0.772093023255814,0.1315426997245179,0.02021018593371059
000852.SH,30,2024,nonoverlap,multiscale,probability_0.5,2,quiet_no_recent_shock,238,81,64,60,0.9375,0.7407407407407407,0.2689075630252101,0.025477707006369428
000852.SH,30,2024,nonoverlap,multiscale,probability_0.5,3,all,1452,116,90,69,0.7666666666666667,0.5948275862068966,0.06198347107438017,0.015718562874251496
000852.SH,30,2024,nonoverlap,multiscale,probability_0.5,3,quiet_no_recent_shock,238,52,26,20,0.7692307692307693,0.38461538461538464,0.1092436974789916,0.03225806451612903
000852.SH,30,2024,nonoverlap,multiscale,probability_0.5,4,all,1452,42,39,20,0.5128205128205128,0.47619047619047616,0.026859504132231406,0.01347517730496454
000852.SH,30,2024,nonoverlap,multiscale,probability_0.5,4,quiet_no_recent_shock,238,17,5,4,0.8,0.23529411764705882,0.02100840336134454,0.004524886877828055
000688.SH,5,2024,dense,multiscale,point,2,all,55660,3628,1729,955,0.5523423944476576,0.26323042998897467,0.031063600431189366,0.014875461254612546
000688.SH,5,2024,dense,multiscale,point,2,quiet_no_recent_shock,25769,2697,1207,648,0.5368682684341343,0.24026696329254726,0.046839225425899335,0.024228502080443828
000688.SH,5,2024,dense,multiscale,point,3,all,55660,1125,465,343,0.7376344086021506,0.3048888888888889,0.008354293927416457,0.002237095443293298
000688.SH,5,2024,dense,multiscale,point,3,quiet_no_recent_shock,25769,842,243,155,0.6378600823045267,0.1840855106888361,0.009429935193449493,0.0035303085008224016
000688.SH,5,2024,dense,multiscale,point,4,all,55660,503,288,225,0.78125,0.44731610337972166,0.0051742723679482575,0.0011421941004768207
000688.SH,5,2024,dense,multiscale,point,4,quiet_no_recent_shock,25769,318,108,78,0.7222222222222222,0.24528301886792453,0.004191082308199775,0.001178735609602766
000688.SH,5,2024,dense,persistence,point,2,all,55660,3628,0,0,,0.0,0.0,0.0
000688.SH,5,2024,dense,persistence,point,2,quiet_no_recent_shock,25769,2697,0,0,,0.0,0.0,0.0
000688.SH,5,2024,dense,persistence,point,3,all,55660,1125,0,0,,0.0,0.0,0.0
000688.SH,5,2024,dense,persistence,point,3,quiet_no_recent_shock,25769,842,0,0,,0.0,0.0,0.0
000688.SH,5,2024,dense,persistence,point,4,all,55660,503,0,0,,0.0,0.0,0.0
000688.SH,5,2024,dense,persistence,point,4,quiet_no_recent_shock,25769,318,0,0,,0.0,0.0,0.0
000688.SH,5,2024,dense,clock_only,point,2,all,55660,3628,4040,1321,0.326980198019802,0.36411245865490627,0.07258354293927416,0.052256303813038134
000688.SH,5,2024,dense,clock_only,point,2,quiet_no_recent_shock,25769,2697,3413,989,0.28977439203047173,0.3667037449017427,0.1324459622026466,0.1050624133148405
000688.SH,5,2024,dense,clock_only,point,3,all,55660,1125,1317,493,0.37433561123766135,0.43822222222222224,0.023661516349263386,0.015109562666177684
000688.SH,5,2024,dense,clock_only,point,3,quiet_no_recent_shock,25769,842,1033,278,0.2691190706679574,0.33016627078384797,0.040086926151577475,0.03028844225137401
000688.SH,5,2024,dense,clock_only,point,4,all,55660,503,625,273,0.4368,0.5427435387673957,0.011228889687387712,0.0063817829106006495
000688.SH,5,2024,dense,clock_only,point,4,quiet_no_recent_shock,25769,318,406,115,0.2832512315270936,0.36163522012578614,0.015755364973417674,0.011433735413146831
000688.SH,5,2024,dense,multiscale,probability_0.5,high_level,all,55660,28880,25853,20936,0.8098093064634665,0.7249307479224377,0.4644807761408552,0.18360716952949963
000688.SH,5,2024,dense,multiscale,probability_0.5,2,all,55660,3628,865,622,0.7190751445086705,0.17144432194046305,0.015540783327344591,0.00467020295202952
000688.SH,5,2024,dense,multiscale,probability_0.5,2,quiet_no_recent_shock,25769,2697,532,364,0.6842105263157895,0.13496477567667778,0.020644960999650745,0.007281553398058253
000688.SH,5,2024,dense,multiscale,probability_0.5,3,all,55660,1125,323,279,0.8637770897832817,0.248,0.005803090190441969,0.000806821307417255
000688.SH,5,2024,dense,multiscale,probability_0.5,3,quiet_no_recent_shock,25769,842,130,105,0.8076923076923077,0.12470308788598575,0.005044821296907137,0.0010029285513700004
000688.SH,5,2024,dense,multiscale,probability_0.5,4,all,55660,503,252,205,0.8134920634920635,0.40755467196819084,0.004527488321954725,0.0008521130590858821
000688.SH,5,2024,dense,multiscale,probability_0.5,4,quiet_no_recent_shock,25769,318,86,67,0.7790697674418605,0.21069182389937108,0.0033373433194924134,0.0007465325527484185
000688.SH,5,2024,nonoverlap,multiscale,point,2,all,11132,917,519,354,0.6820809248554913,0.386041439476554,0.046622349982033774,0.016152716593245228
000688.SH,5,2024,nonoverlap,multiscale,point,2,quiet_no_recent_shock,5132,625,305,186,0.6098360655737705,0.2976,0.05943102104442712,0.026403372531617484
000688.SH,5,2024,nonoverlap,multiscale,point,3,all,11132,382,270,220,0.8148148148148148,0.5759162303664922,0.024254401724757457,0.004651162790697674
000688.SH,5,2024,nonoverlap,multiscale,point,3,quiet_no_recent_shock,5132,224,104,75,0.7211538461538461,0.33482142857142855,0.020265003897116135,0.005908720456397718
000688.SH,5,2024,nonoverlap,multiscale,point,4,all,11132,236,229,178,0.777292576419214,0.7542372881355932,0.020571325907294286,0.004680616740088106
000688.SH,5,2024,nonoverlap,multiscale,point,4,quiet_no_recent_shock,5132,109,76,57,0.75,0.5229357798165137,0.014809041309431021,0.0037826000398168426
000688.SH,5,2024,nonoverlap,persistence,point,2,all,11132,917,0,0,,0.0,0.0,0.0
000688.SH,5,2024,nonoverlap,persistence,point,2,quiet_no_recent_shock,5132,625,0,0,,0.0,0.0,0.0
000688.SH,5,2024,nonoverlap,persistence,point,3,all,11132,382,0,0,,0.0,0.0,0.0
000688.SH,5,2024,nonoverlap,persistence,point,3,quiet_no_recent_shock,5132,224,0,0,,0.0,0.0,0.0
000688.SH,5,2024,nonoverlap,persistence,point,4,all,11132,236,0,0,,0.0,0.0,0.0
000688.SH,5,2024,nonoverlap,persistence,point,4,quiet_no_recent_shock,5132,109,0,0,,0.0,0.0,0.0
000688.SH,5,2024,nonoverlap,clock_only,point,2,all,11132,917,971,433,0.44593202883625127,0.4721919302071974,0.08722601509162774,0.05266764561918747
000688.SH,5,2024,nonoverlap,clock_only,point,2,quiet_no_recent_shock,5132,625,764,275,0.3599476439790576,0.44,0.14886983632112236,0.10849789216773907
000688.SH,5,2024,nonoverlap,clock_only,point,3,all,11132,382,436,250,0.573394495412844,0.6544502617801047,0.03916636722960833,0.01730232558139535
000688.SH,5,2024,nonoverlap,clock_only,point,3,quiet_no_recent_shock,5132,224,281,109,0.3879003558718861,0.48660714285714285,0.05475448168355417,0.03504482477587612
000688.SH,5,2024,nonoverlap,clock_only,point,4,all,11132,236,283,180,0.6360424028268551,0.7627118644067796,0.02542220625224578,0.009453010279001469
