day,slot,first_index,last_index,first_booking,last_booking,first_body_label,gross_log,net_proxy_log,price_abs_log,body_abs_log,gap_abs_log,top1_price_share,top2_price_share,top2_body_share,up_top2_share,down_top2_share,other10_body_median_over_top2_mean,body_dominated,large_body_pattern,body_pnl_log,gap_pnl_log,overnight_gap_abs_log
2025-04-16,1,3228,3239,2025-04-16 10:35:00,2025-04-16 11:30:00,2025-04-16 10:30:00,0.003320059480680385,0.003320059480680385,0.011245234340843343,0.011225147312099457,0.0004192264669901115,0.3043989448473842,0.4535643932867775,0.4419191846160869,0.770784913961102,0.6289691858300197,0.22311758880763427,True,False,0.003199997445036749,0.00012006203564347777,0.0
2025-04-16,2,3240,3251,2025-04-16 13:05:00,2025-04-16 14:00:00,2025-04-16 11:30:00,-0.015963633232310075,-0.016763713242978342,0.02733432008097297,0.027172439537032383,0.0010169169734469033,0.2064654307371366,0.33957206713867644,0.3478119733124689,0.5985926970559559,0.5767498816524103,0.36627334036377096,True,False,-0.016482342690186096,0.0005187094578767415,0.0
2025-04-16,3,3252,3263,2025-04-16 14:05:00,2025-04-16 15:00:00,2025-04-16 14:00:00,0.009039135836683447,0.008639095831349313,0.014357003228987966,0.014247643541384065,0.0014230774339093072,0.17681093089583894,0.3524861170244821,0.36075043949074426,0.4689166338696584,0.7263273370925156,0.3914333335546813,True,False,0.008889914514455421,0.00014922132222810534,0.0
2025-04-17,0,3264,3275,2025-04-17 09:35:00,2025-04-17 10:30:00,2025-04-16 15:00:00,0.008097050903623731,0.008097050903623731,0.029619655570171377,0.026930832436246797,0.008031066915351746,0.2130925616447166,0.3695362881592531,0.3692563571040609,0.5189917083650134,0.681872636248311,0.3645879769760916,True,False,0.014558475428010061,-0.006461424524386542,0.006804698534781459
2025-04-17,1,3276,3287,2025-04-17 10:35:00,2025-04-17 11:30:00,2025-04-17 10:30:00,-0.0006273156975828754,-0.0006273156975828754,0.013712031087468667,0.014349880390052671,0.0008532924656112402,0.23453887466463352,0.45140222083736625,0.44366171047025577,0.6719669999599441,0.863308681749287,0.1369673895602582,True,False,-0.0004607462804823846,-0.0001665694171005142,0.0
2025-04-17,2,3288,3299,2025-04-17 13:05:00,2025-04-17 14:00:00,2025-04-17 11:30:00,-0.001786063867158145,-0.002186103872492279,0.010261317180723853,0.009997069244597713,0.0008538429142147667,0.22905514614742875,0.39411154281975613,0.3761270710816474,0.69663360559717,0.5092821572438023,0.3607194350666044,True,False,-0.0015207488230937357,-0.0002653150440641551,0.0
2025-04-17,3,3300,3311,2025-04-17 14:05:00,2025-04-17 15:00:00,2025-04-17 14:00:00,0.0033147299634959234,0.0033147299634959234,0.015691233131660633,0.01532722216856083,0.0007769591421047935,0.20717211825772064,0.34736708910993536,0.34666333506323127,0.8808009667077219,0.3507146846359807,0.36090670306537054,True,False,0.0030678854201067743,0.0002468445433892842,0.0
2025-04-18,0,3312,3323,2025-04-18 09:35:00,2025-04-18 10:30:00,2025-04-17 15:00:00,0.0073968198807129225,0.0073968198807129225,0.012338632172849875,0.01027902025530292,0.006178597953201558,0.3090660834958249,0.5874191696480935,0.5259750470070772,0.8795443442380443,0.7345105696993923,0.16337837180460996,True,True,0.0021508749609780798,0.0052459449197347985,0.005226011736255209
2025-04-18,1,3324,3335,2025-04-18 10:35:00,2025-04-18 11:30:00,2025-04-18 10:30:00,0.003460039046543327,0.003460039046543327,0.008963513442152588,0.009044087975039876,0.0008350619489216244,0.21748988012514203,0.37803906671150506,0.4026579291778223,0.581520795189731,0.545505524158346,0.29423436744311027,True,False,0.003520420634908691,-6.0381588365429866e-05,0.0
2025-04-18,2,3336,3347,2025-04-18 13:05:00,2025-04-18 14:00:00,2025-04-18 11:30:00,-0.007916550938165057,-0.00831659094349919,0.01362121135102772,0.013563765265989864,0.0011510034162026297,0.38767951243285315,0.5058671098097884,0.478850326439487,0.6398550346811289,0.6689556082366369,0.20061922703332608,True,False,-0.007302302595964879,-0.0006142483422003817,0.0
2025-04-18,3,3348,3359,2025-04-18 14:05:00,2025-04-18 15:00:00,2025-04-18 14:00:00,-0.000701820313390159,-0.000701820313390159,0.00855723681488396,0.008577252662221745,0.0005542032815887438,0.22302554989519927,0.3675107001716278,0.3701105119169593,0.7453436775088597,0.48289743096494675,0.35215905508054524,True,False,-0.0008007447846363629,9.89244712460128e-05,0.0
2025-04-21,0,3360,3371,2025-04-21 09:35:00,2025-04-21 10:30:00,2025-04-18 15:00:00,0.007408462942851355,0.007408462942851355,0.01461857006081903,0.015248892231675333,0.005384189119112398,0.24810021553082945,0.4007077779380851,0.393159976238456,0.4746175722812631,0.9128753996782352,0.3700638830100911,True,False,0.0033796195919932434,0.004028843350858756,0.004165415316236448
2025-04-21,1,3372,3383,2025-04-21 10:35:00,2025-04-21 11:30:00,2025-04-21 10:30:00,-0.0001570567567081681,-0.0001570567567081681,0.009770759390305342,0.00960463149706778,0.0008141154515018054,0.20375997032998347,0.3623257943860361,0.3900573469710506,0.5385781244043558,0.7131876951432404,0.25137188098211305,True,False,-0.0009319053209932403,0.000774848564284983,0.0
2025-04-21,2,3384,3395,2025-04-21 13:05:00,2025-04-21 14:00:00,2025-04-21 11:30:00,-0.0027490086103588744,-0.0035490886210271418,0.006379558913361669,0.0067816845637315454,0.0008734641652670225,0.19540846426311553,0.3306708487296786,0.3096091448271219,0.4425403344523994,0.6725285501515876,0.4299047909436152,True,False,-0.002621459751139684,-0.00012754885921990224,0.0
2025-04-21,3,3396,3407,2025-04-21 14:05:00,2025-04-21 15:00:00,2025-04-21 14:00:00,0.0005196460640992226,0.0005196460640992226,0.007011215296863675,0.006844120728011073,0.0006179263747238402,0.14400225119760318,0.2810779240682425,0.2849964611089916,0.5233658532218616,0.5105236928270739,0.5635985118988007,True,False,0.00045086608664547656,6.877997745346928e-05,0.0
2025-04-22,0,3408,3419,2025-04-22 09:35:00,2025-04-22 10:30:00,2025-04-21 15:00:00,-0.009514942786533323,-0.01031502279720159,0.027922594296401062,0.02647916205717166,0.002073893060790585,0.21832616904914676,0.3546183902622985,0.358721554385188,0.4949539802000028,0.5937858280408146,0.3429388490320958,True,False,-0.008170132357097199,-0.0013448104294360049,0.0009716218505802941
2025-04-22,1,3420,3431,2025-04-22 10:35:00,2025-04-22 11:30:00,2025-04-22 10:30:00,-0.005006938263713508,-0.0054069782690476425,0.011541016667588843,0.011717688748402325,0.0005889841120326984,0.19797572385055415,0.3450585275090968,0.354100615916898,0.50261750025973,0.548411337814786,0.3597467289813608,True,False,-0.005164066270428387,0.00015712800671482537,0.0
2025-04-22,2,3432,3443,2025-04-22 13:05:00,2025-04-22 14:00:00,2025-04-22 11:30:00,-0.0006395571446333452,-0.0010395971499674785,0.012915403450745398,0.013052958291402444,0.0011166418409721123,0.34348528182398336,0.45420570011407024,0.4629426121163006,0.7222034646739364,0.5303973322709641,0.17685671643404885,True,False,-0.000737115371954238,9.755822732082181e-05,0.0
2025-04-22,3,3444,3455,2025-04-22 14:05:00,2025-04-22 15:00:00,2025-04-22 14:00:00,-0.0003596564690961924,-0.0007596964744303261,0.007952541673710005,0.008148421458635481,0.0005492206641397378,0.19580560022150512,0.3845309673417689,0.37527603920694763,0.756695685831803,0.5222123689783967,0.30762714861979235,True,False,-0.0005557594261827502,0.00019610295708714055,0.0
2025-04-23,0,3456,3467,2025-04-23 09:35:00,2025-04-23 10:30:00,2025-04-22 15:00:00,0.005047478602678819,0.005047478602678819,0.015070396967697838,0.013390345661049312,0.0036294978264168874,0.21715536949982475,0.40695136527971915,0.44252168932341834,0.6500600082710872,0.609698434594419,0.17455109895260953,True,False,0.007413528213754925,-0.0023660496110761552,0.0027515199844090348
2025-04-23,1,3468,3479,2025-04-23 10:35:00,2025-04-23 11:30:00,2025-04-23 10:30:00,3.824491689488518e-05,-0.0003617950884392485,0.01092675174687648,0.01132083016090058,0.0011653947794396991,0.16364309464754165,0.29644163772455484,0.2930955552101967,0.4923503976007656,0.5223219365632844,0.43218659664064407,True,False,-0.00033827522764355,0.00037652014453883184,0.0
2025-04-23,2,3480,3491,2025-04-23 13:05:00,2025-04-23 14:00:00,2025-04-23 11:30:00,0.0005520776992393928,0.00015203769390525947,0.010409709367053165,0.01052812686261604,0.00047239826190379906,0.1804536869522059,0.30714501899489727,0.3120987395990555,0.4540228600385524,0.6004675813982634,0.46418512233519255,True,False,0.0006505920636445683,-9.851436440473768e-05,0.0
2025-04-23,3,3492,3503,2025-04-23 14:05:00,2025-04-23 15:00:00,2025-04-23 14:00:00,0.0014399844681751127,0.0014399844681751127,0.006001170425536723,0.0061985008873868515,0.0006514629220429741,0.1941222146472141,0.381449483730544,0.3645268829606014,0.6580122757521509,0.6152656122060939,0.2576712075372406,True,False,0.0015584580859052412,-0.0001184736177303795,0.0
2025-04-24,0,3504,3515,2025-04-24 09:35:00,2025-04-24 10:30:00,2025-04-23 15:00:00,0.0025398156722521324,0.0025398156722521324,0.010422914629238993,0.009868286710691124,0.0015634674175980963,0.17968270094469824,0.3230270647276536,0.3240023179359813,0.7062152523821236,0.40893916722978646,0.42993774780922733,True,False,0.001728346973550406,0.0008114686987017515,0.00031605250685310066
2025-04-24,1,3516,3527,2025-04-24 10:35:00,2025-04-24 11:30:00,2025-04-24 10:30:00,0.006791265006363797,0.006791265006363797,0.012338122517977852,0.013004442996162378,0.0010645595953310703,0.3119441177158337,0.44806518980058746,0.43578030718184607,0.8308720840563767,0.5779885216676228,0.19516684367201514,True,False,0.006979024965078038,-0.00018775995871407649,0.0
2025-04-24,2,3528,3539,2025-04-24 13:05:00,2025-04-24 14:00:00,2025-04-24 11:30:00,-0.0012447525285088287,-0.0016447925338429622,0.007403492071803812,0.0072936527288261915,0.0007871781063093615,0.15595452764736653,0.29455486016978455,0.2976263022954028,0.5079660094498807,0.6026623241281631,0.4222504427923169,True,False,-0.0018126732077434356,0.000567920679234421,0.0
2025-04-24,3,3540,3551,2025-04-24 14:05:00,2025-04-24 15:00:00,2025-04-24 14:00:00,7.967095898181627e-05,7.967095898181627e-05,0.005099844440233067,0.004990242868003863,0.000567738149089203,0.22458640096645788,0.35936910694582536,0.3433220289897501,0.527018660890116,0.6586951798289572,0.4011407161199115,True,False,0.00014942305440811656,-6.975209542645141e-05,0.0
2025-04-25,0,3552,3563,2025-04-25 09:35:00,2025-04-25 10:30:00,2025-04-24 15:00:00,-0.008538653025054653,-0.00933873303572292,0.016193071055211155,0.017269363000164736,0.002294149084553208,0.1833688239551964,0.35955779462023263,0.3250093711685529,0.5545611207024225,0.6075984397536645,0.4353622363295197,True,False,-0.008298426642051117,-0.00024022638300388326,0.000548029846467445
2025-04-25,1,3564,3575,2025-04-25 10:35:00,2025-04-25 11:30:00,2025-04-25 10:30:00,0.006004768069021618,0.006004768069021618,0.015093727123401002,0.014706909047092123,0.0007452736327086374,0.1939664443130467,0.35291674901379233,0.35206581382723157,0.46113360348067095,0.7638836278160376,0.3529552263442145,True,False,0.0058564340476336295,0.00014833402138758581,0.0
2025-04-25,2,3576,3587,2025-04-25 13:05:00,2025-04-25 14:00:00,2025-04-25 11:30:00,0.000526709522369757,0.00012666951703562383,0.005849969167427242,0.00591941583628358,0.0007450215202041853,0.21551439199029007,0.39559186307990996,0.3873726449816798,0.7540179492619437,0.5959646732724995,0.2988462030096832,True,False,0.00039717607350813134,0.00012953344886194653,0.0
2025-04-25,3,3588,3599,2025-04-25 14:05:00,2025-04-25 15:00:00,2025-04-25 14:00:00,0.0018304637973739996,0.0018304637973739996,0.0076293680913507855,0.007818947676502357,0.0006673694733642249,0.22340898883719412,0.3654844862892427,0.3697487687262903,0.6599833217394052,0.5895275329157607,0.275531995259409,True,False,0.0018605569794943842,-3.0093182120550504e-05,0.0
