year,feature,high_a,low_a,year_cycles,high_feature,low_feature,high_bars,low_bars,high_amplitude,low_amplitude,delta_net_log,delta_capture
2021,peak_fraction,1497,8260,639,0.6923076923076923,0.25,13,16,0.006630351203890328,0.006802452574061313,0.010595756597605529,0.8180065696052926
2021,peak_fraction,3253,7980,639,0.8,0.16666666666666666,5,6,0.0022575608138604153,0.00270176335922212,0.001248905910516153,0.41321422970298916
2021,peak_fraction,4073,9581,639,0.8,0.25,10,8,0.009277505783002127,0.008945591699720978,-0.0008519051395753201,-0.2756033743343773
2021,peak_fraction,8100,2473,639,0.7058823529411765,0.17647058823529413,17,17,0.008738855456286387,0.00866554449594048,-0.0027274889217746125,-0.13770378317194298
2021,peak_fraction,9691,9676,639,0.7142857142857143,0.14285714285714285,7,7,0.0035863925774259897,0.0037341633915852768,-0.0020208594587347757,-0.3432963596416408
2021,time_mass_skew,114,3177,639,0.9828124235633401,-0.2061844370519306,9,10,0.006851183993115129,0.005551881015799509,0.0039773263897774315,0.4589587299220411
2021,time_mass_skew,156,2248,639,0.49957672264649355,-0.4923721373005013,6,6,0.0028459975330994425,0.0032874945064014227,0.000920799344621726,0.2549226302903325
2021,time_mass_skew,525,752,639,0.8757774665914823,-0.2085749419242105,9,9,0.011368023825968798,0.012046572396356758,-0.0058685650411226965,-0.37298738202004683
2021,time_mass_skew,534,86,639,0.6963680540677022,-0.32340155948748983,14,17,0.01188429660186685,0.011007865817658669,0.00996403441620707,0.44760057638143697
2021,time_mass_skew,768,802,639,0.4441266182110832,-0.20873612169218067,18,22,0.024023044547687,0.02677742921784887,-0.017635787041387456,-0.36788986829556714
2021,time_mass_skew,786,11275,639,0.4614281895472032,-1.7286765299245723,6,7,0.00577330122455777,0.004986310706922126,-0.0057831093338374835,-0.8382290458862012
2021,time_mass_skew,792,2231,639,0.5984319933536266,-0.48012520561508204,10,12,0.004360107920841294,0.003514884510109617,0.001957996709059261,0.1571464639238094
2021,time_mass_skew,864,7862,639,0.807845656490808,-0.2826127656829666,24,28,0.015576026722369463,0.018333418487414654,-0.007295584803120559,-0.15915108249569326
2021,time_mass_skew,981,1663,639,0.42063314260197415,-0.2656583718615174,15,12,0.005934233000812306,0.005758411690706566,0.00013213554000285517,0.1653407473792884
