horizon,endpoint,increment_decile,n,increment_mean,sigma_mean,tail_rate
15,log_future_sigma,0,3977,-0.09020816878536042,0.0017991688551693603,0.039225546894644206
15,log_future_sigma,1,3977,-0.06523835935344877,0.0015718961565726298,0.025144581342720643
15,log_future_sigma,2,3977,-0.052650548159946214,0.001501714607598525,0.027156147850138295
15,log_future_sigma,3,3977,-0.040522189698298454,0.0014906050312581051,0.025898918783002264
15,log_future_sigma,4,3977,-0.026387297323214064,0.0014773559296070555,0.026904702036711088
15,log_future_sigma,5,3977,-0.009226051384233902,0.0014786710326598683,0.02765903947699271
15,log_future_sigma,6,3977,0.010985354984757941,0.0015275672816899759,0.02816193110384712
15,log_future_sigma,7,3977,0.037205029719194205,0.0015966330535467073,0.03168217249182801
15,log_future_sigma,8,3977,0.07457675320246764,0.00160572839471636,0.03671108876037214
15,log_future_sigma,9,3977,0.15337354680056398,0.0017610692324477168,0.05732964546140307
15,future_tail,0,3977,-0.016221518052453265,0.0016449315712245176,0.048026150364596426
15,future_tail,1,3977,-0.008603799306519474,0.0014595503419387466,0.04048277596178024
15,future_tail,2,3977,-0.005767946502469491,0.001404899275570074,0.027910485290419916
15,future_tail,3,3977,-0.002970790125447828,0.0013908558583396254,0.027407593663565502
15,future_tail,4,9711,-0.00016287499103675993,0.0017762508463672478,0.011224384718360621
15,future_tail,5,2220,0.0009654541866929862,0.0014657590079990756,0.03063063063063063
15,future_tail,6,3977,0.004239893163456022,0.001513243892678054,0.03721398038722655
15,future_tail,7,3977,0.010160413877106419,0.0015276370812204502,0.03469952225295449
15,future_tail,8,3977,0.026509609931020712,0.0017138585729444987,0.06562735730450088
