horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
15,log_future_sigma,A_vs_C,symbol,000688.SH,19885,-0.0020018178198604737
15,log_future_sigma,A_vs_C,symbol,000852.SH,19885,0.004133947941289101
15,log_future_sigma,A_vs_C,year,2024,19844,-0.0002187375648969002
15,log_future_sigma,A_vs_C,year,2025,19926,0.0023455804327221896
15,log_future_sigma,A_vs_C,previous_state,NORMAL,34505,0.001612796222492964
15,log_future_sigma,A_vs_C,previous_state,RECOVERING,3559,-0.0009399915986295649
15,log_future_sigma,A_vs_C,previous_state,UNSAFE,1706,-0.005806973090849261
15,log_future_sigma,A_vs_C,slot,580,970,-0.004262126057006579
15,log_future_sigma,A_vs_C,slot,585,970,-0.0030998807378702802
15,log_future_sigma,A_vs_C,slot,590,970,-0.00026052809377406934
15,log_future_sigma,A_vs_C,slot,595,970,0.000962076720062519
15,log_future_sigma,A_vs_C,slot,600,970,0.0006564784525803394
15,log_future_sigma,A_vs_C,slot,605,970,-0.0029426372287180824
15,log_future_sigma,A_vs_C,slot,610,970,-0.0009312937756401796
15,log_future_sigma,A_vs_C,slot,615,970,0.0011265243013456687
15,log_future_sigma,A_vs_C,slot,620,970,0.0034455964703517497
15,log_future_sigma,A_vs_C,slot,625,970,0.0010046680154462315
15,log_future_sigma,A_vs_C,slot,630,970,0.00015350972213585743
15,log_future_sigma,A_vs_C,slot,635,970,-0.0035294459106794684
15,log_future_sigma,A_vs_C,slot,640,970,-0.0012597606689403232
15,log_future_sigma,A_vs_C,slot,645,970,0.0016100380997527632
15,log_future_sigma,A_vs_C,slot,650,970,-0.002093583488831367
15,log_future_sigma,A_vs_C,slot,655,970,-0.0078118751153524145
15,log_future_sigma,A_vs_C,slot,660,970,-0.0014796827141047833
15,log_future_sigma,A_vs_C,slot,665,970,-0.002981435727863773
15,log_future_sigma,A_vs_C,slot,670,970,0.0012366920487356173
15,log_future_sigma,A_vs_C,slot,675,970,-0.0028123158530809996
15,log_future_sigma,A_vs_C,slot,785,970,-0.002398543766251697
15,log_future_sigma,A_vs_C,slot,790,970,-0.0004965957827947635
15,log_future_sigma,A_vs_C,slot,795,970,-0.007346186960395321
15,log_future_sigma,A_vs_C,slot,800,970,-0.005649595189880969
15,log_future_sigma,A_vs_C,slot,805,970,-0.005028388573047095
15,log_future_sigma,A_vs_C,slot,810,970,-0.0017217145529275757
15,log_future_sigma,A_vs_C,slot,815,970,0.0003305613891177314
15,log_future_sigma,A_vs_C,slot,820,970,0.0002590136770800674
15,log_future_sigma,A_vs_C,slot,825,970,0.0012033197280470588
15,log_future_sigma,A_vs_C,slot,830,970,0.0009393807769858493
15,log_future_sigma,A_vs_C,slot,835,970,0.002956160132754492
15,log_future_sigma,A_vs_C,slot,840,970,0.004820078742960428
15,log_future_sigma,A_vs_C,slot,845,970,0.009425133047574011
15,log_future_sigma,A_vs_C,slot,850,970,0.008192024579585828
15,log_future_sigma,A_vs_C,slot,855,970,0.003379696429794414
15,log_future_sigma,A_vs_C,slot,860,970,0.004285273266991702
15,log_future_sigma,A_vs_C,slot,865,970,0.007912260672565138
15,log_future_sigma,A_vs_C,slot,870,970,0.011213063787471523
15,log_future_sigma,A_vs_C,slot,875,970,0.01197712993422497
15,log_future_sigma,A_vs_C,slot,880,970,0.013727357306474583
15,log_future_sigma,A_vs_C,slot,885,970,0.008998220384408062
15,log_future_sigma,A_vs_M,symbol,000688.SH,19885,-0.0026253709017119028
15,log_future_sigma,A_vs_M,symbol,000852.SH,19885,0.0037966407611869975
15,log_future_sigma,A_vs_M,year,2024,19844,-0.0006166771240375489
15,log_future_sigma,A_vs_M,year,2025,19926,0.0017829991972831164
15,log_future_sigma,A_vs_M,previous_state,NORMAL,34505,0.0015410751146490173
15,log_future_sigma,A_vs_M,previous_state,RECOVERING,3559,-0.0050394368890237795
