year,block,gain,n
2024,0,2.9980804220263488,920
2024,1,0.096510615298905422,920
2024,2,0.13380691406222159,920
2024,3,-1.1045643540059609,920
2024,4,0.52979009597534343,920
2024,5,1.9977256843868876,920
2024,6,-1.019932138862168,920
2024,7,-0.9847639511657712,920
2024,8,0.56416888574866209,920
2024,9,-0.25323838441203228,920
2024,10,-0.44095182747713901,920
2024,11,0.21606173864623604,920
2024,12,-0.34937735163909206,92
2025,0,2.5843438444745415,920
2025,1,-0.12181628622526167,920
2025,2,-0.13138834076392589,920
2025,3,-0.30941844109186156,920
2025,4,-0.33584362865015571,920
2025,5,0.51618462614230387,920
2025,6,0.71056104929322872,920
2025,7,-2.0164075838418816,920
2025,8,1.0860872138598578,920
2025,9,0.55484187855896894,920
2025,10,1.7509051139775615,920
2025,11,1.796184659732627,920
2025,12,-0.35481069978167368,138
