vol_bin,prior5,sum,size,probability
0,False,3,57667,6.06922383297496e-05
0,True,0,8,0.05555555555555555
1,False,28,57577,0.0004949807218034666
1,True,4,98,0.045454545454545456
2,False,160,56591,0.002836089906700594
2,True,109,1085,0.10082872928176796
