year,view,scenario,cost_bps,cell,minutes,base_gross_log,base_net_log,slow_gross_log,slow_net_log
2024,0,legacy_on_minute,0,neither,33416,0.8462637157174582,0.8462637157174582,0.8462637157174582,0.8462637157174582
2024,0,legacy_on_minute,0,chop_only,4855,0.0432219055949572,0.0432219055949572,0.0432219055949572,0.0432219055949572
2024,0,legacy_on_minute,0,slow_only,16944,0.2721865084292423,0.2721865084292423,0.13609325421462115,0.13609325421462115
2024,0,legacy_on_minute,0,both,2865,0.06314089651147814,0.06314089651147814,0.03157044825573907,0.03157044825573907
2024,0,legacy_on_minute,1,neither,33416,0.8462637157174582,0.7722563147306434,0.8462637157174582,0.7841584801141284
2024,0,legacy_on_minute,1,chop_only,4855,0.0432219055949572,0.033420925464270924,0.0432219055949572,0.03537128177740714
2024,0,legacy_on_minute,1,slow_only,16944,0.2721865084292423,0.2271820078291523,0.13609325421462115,0.10034067270980097
2024,0,legacy_on_minute,1,both,2865,0.06314089651147814,0.055940176415463734,0.03157044825573907,0.026120041965192856
2024,0,legacy_on_minute,3,neither,33416,0.8462637157174582,0.6241970890654644,0.8462637157174582,0.6599165844232311
2024,0,legacy_on_minute,3,chop_only,4855,0.0432219055949572,0.013813082065368854,0.0432219055949572,0.019666290020652157
2024,0,legacy_on_minute,3,slow_only,16944,0.2721865084292423,0.1371459922219489,0.13609325421462115,0.02882001608293367
2024,0,legacy_on_minute,3,both,2865,0.06314089651147814,0.0415344139183112,0.03157044825573907,0.01521679091074475
2024,0,legacy_on_minute,5,neither,33416,0.8462637157174582,0.47607859229155075,0.8462637157174582,0.5356327652612153
2024,0,legacy_on_minute,5,chop_only,4855,0.0432219055949572,-0.005802610750635949,0.0432219055949572,0.003956303397000233
2024,0,legacy_on_minute,5,slow_only,16944,0.2721865084292423,0.04707393337294719,0.13609325421462115,-0.04272130890218475
2024,0,legacy_on_minute,5,both,2865,0.06314089651147814,0.02712288450247092,0.03157044825573907,0.004310286935180398
2024,0,delay_1m,0,neither,33417,0.846508406656473,0.846508406656473,0.846508406656473,0.846508406656473
2024,0,delay_1m,0,chop_only,4855,0.033765217539309056,0.033765217539309056,0.033765217539309056,0.033765217539309056
2024,0,delay_1m,0,slow_only,16943,0.2592166592498044,0.2592166592498044,0.1296083296249022,0.1296083296249022
2024,0,delay_1m,0,both,2865,0.05584225342514326,0.05584225342514326,0.02792112671257163,0.02792112671257163
2024,0,delay_1m,1,neither,33417,0.846508406656473,0.7725010056696584,0.846508406656473,0.7844031710531432
2024,0,delay_1m,1,chop_only,4855,0.033765217539309056,0.023964237408622774,0.033765217539309056,0.025914593721759
2024,0,delay_1m,1,slow_only,16943,0.2592166592498044,0.21421215864971443,0.1296083296249022,0.09385574812008203
2024,0,delay_1m,1,both,2865,0.05584225342514326,0.048641533329128864,0.02792112671257163,0.022470720422025414
2024,0,delay_1m,3,neither,33417,0.846508406656473,0.6244417800044794,0.846508406656473,0.6601612753622459
2024,0,delay_1m,3,chop_only,4855,0.033765217539309056,0.00435639400972071,0.033765217539309056,0.010209601965004013
2024,0,delay_1m,3,slow_only,16943,0.2592166592498044,0.124176143042511,0.1296083296249022,0.022335091493214686
2024,0,delay_1m,3,both,2865,0.05584225342514326,0.03423577083197632,0.02792112671257163,0.01156746936757731
2024,0,delay_1m,5,neither,33417,0.846508406656473,0.4763232832305655,0.846508406656473,0.5358774562002301
2024,0,delay_1m,5,chop_only,4855,0.033765217539309056,-0.015259298806284093,0.033765217539309056,-0.005500384658647925
2024,0,delay_1m,5,slow_only,16943,0.2592166592498044,0.0341040841935093,0.1296083296249022,-0.049206233491903686
2024,0,delay_1m,5,both,2865,0.05584225342514326,0.01982424141613605,0.02792112671257163,0.0006609653920129598
2024,0,delay_1m_observed,0,neither,33417,0.846508406656473,0.846508406656473,0.846508406656473,0.846508406656473
2024,0,delay_1m_observed,0,chop_only,4855,0.033765217539309056,0.033765217539309056,0.033765217539309056,0.033765217539309056
2024,0,delay_1m_observed,0,slow_only,16943,0.2592166592498044,0.2592166592498044,0.1296083296249022,0.1296083296249022
2024,0,delay_1m_observed,0,both,2865,0.05584225342514326,0.05584225342514326,0.02792112671257163,0.02792112671257163
2024,0,delay_1m_observed,1,neither,33417,0.846508406656473,0.7725010056696584,0.846508406656473,0.7844031710531432
2024,0,delay_1m_observed,1,chop_only,4855,0.033765217539309056,0.023964237408622774,0.033765217539309056,0.025914593721759
2024,0,delay_1m_observed,1,slow_only,16943,0.2592166592498044,0.21421215864971443,0.1296083296249022,0.09385574812008203
2024,0,delay_1m_observed,1,both,2865,0.05584225342514326,0.048641533329128864,0.02792112671257163,0.022470720422025414
2024,0,delay_1m_observed,3,neither,33417,0.846508406656473,0.6244417800044794,0.846508406656473,0.6601612753622459
2024,0,delay_1m_observed,3,chop_only,4855,0.033765217539309056,0.00435639400972071,0.033765217539309056,0.010209601965004013
2024,0,delay_1m_observed,3,slow_only,16943,0.2592166592498044,0.124176143042511,0.1296083296249022,0.022335091493214686
2024,0,delay_1m_observed,3,both,2865,0.05584225342514326,0.03423577083197632,0.02792112671257163,0.01156746936757731
2024,0,delay_1m_observed,5,neither,33417,0.846508406656473,0.4763232832305655,0.846508406656473,0.5358774562002301
2024,0,delay_1m_observed,5,chop_only,4855,0.033765217539309056,-0.015259298806284093,0.033765217539309056,-0.005500384658647925
2024,0,delay_1m_observed,5,slow_only,16943,0.2592166592498044,0.0341040841935093,0.1296083296249022,-0.049206233491903686
