year,view,scenario,cost_bps,comparison,wins_removed_log,losses_avoided_log,gross_delta_log,cost_savings_log,net_delta_log,alpha
2024,0,legacy_on_minute,0,slow_vs_baseline,3.9590133268711334,3.791349624400773,-0.16766370247036022,0.0,-0.16766370247036022,
2024,0,legacy_on_minute,0,slow_vs_matched_constant,,,0.041206142889904686,0.0,0.041206142889904686,0.8294679752066115
2024,0,legacy_on_minute,1,slow_vs_baseline,3.9590133268711334,3.791349624400773,-0.16766370247036022,0.02485475459735894,-0.14280894787300127,
2024,0,legacy_on_minute,1,slow_vs_matched_constant,,,0.041206142889904686,0.001658155479687126,0.04286429836959184,0.8294679752066115
2024,0,legacy_on_minute,3,slow_vs_baseline,3.9590133268711334,3.791349624400773,-0.16766370247036022,0.07459280663682846,-0.09307089583353176,
2024,0,legacy_on_minute,3,slow_vs_matched_constant,,,0.041206142889904686,0.004977532786129388,0.04618367567603407,0.8294679752066115
2024,0,legacy_on_minute,5,slow_vs_baseline,3.9590133268711334,3.791349624400773,-0.16766370247036022,0.12436894974523809,-0.043294752725122135,
2024,0,legacy_on_minute,5,slow_vs_matched_constant,,,0.041206142889904686,0.008301001306885802,0.04950714419679052,0.8294679752066115
2024,0,delay_1m,0,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.0,-0.15752945633747384,
2024,0,delay_1m,0,slow_vs_matched_constant,,,0.0463027310793255,0.0,0.0463027310793255,0.8294765840220386
2024,0,delay_1m,1,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.02485475459735894,-0.1326747017401149,
2024,0,delay_1m,1,slow_vs_matched_constant,,,0.0463027310793255,0.001659326472846482,0.047962057552171956,0.8294765840220386
2024,0,delay_1m,3,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.07459280663682846,-0.08293664970064538,
2024,0,delay_1m,3,slow_vs_matched_constant,,,0.0463027310793255,0.004981046931755457,0.051283778011080916,0.8294765840220386
2024,0,delay_1m,5,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.12436894974523809,-0.03316050659223575,
2024,0,delay_1m,5,slow_vs_matched_constant,,,0.0463027310793255,0.00830686016113336,0.05460959124045887,0.8294765840220386
2024,0,delay_1m_observed,0,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.0,-0.15752945633747384,
2024,0,delay_1m_observed,0,slow_vs_matched_constant,,,0.0463027310793255,0.0,0.0463027310793255,0.8294765840220386
2024,0,delay_1m_observed,1,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.02485475459735894,-0.1326747017401149,
2024,0,delay_1m_observed,1,slow_vs_matched_constant,,,0.0463027310793255,0.001659326472846482,0.047962057552171956,0.8294765840220386
2024,0,delay_1m_observed,3,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.07459280663682846,-0.08293664970064538,
2024,0,delay_1m_observed,3,slow_vs_matched_constant,,,0.0463027310793255,0.004981046931755457,0.051283778011080916,0.8294765840220386
2024,0,delay_1m_observed,5,slow_vs_baseline,3.957083254721296,3.799553798383822,-0.15752945633747384,0.12436894974523809,-0.03316050659223575,
2024,0,delay_1m_observed,5,slow_vs_matched_constant,,,0.0463027310793255,0.00830686016113336,0.05460959124045887,0.8294765840220386
2024,0,literal_publication,0,slow_vs_baseline,3.693376696399379,3.894385605365237,0.201008908965858,0.0,0.201008908965858,
2024,0,literal_publication,0,slow_vs_matched_constant,,,0.06505381568761083,0.0,0.06505381568761083,0.8388343663911846
2024,0,literal_publication,1,slow_vs_baseline,3.693376696399379,3.894385605365237,0.201008908965858,0.0038508489032355745,0.20485975786909358,
2024,0,literal_publication,1,slow_vs_matched_constant,,,0.06505381568761083,-0.0003079891856722235,0.06474582650193866,0.8388343663911846
2024,0,literal_publication,3,slow_vs_baseline,3.693376696399379,3.894385605365237,0.201008908965858,0.011557642888832285,0.21256655185469028,
2024,0,literal_publication,3,slow_vs_matched_constant,,,0.06505381568761083,-0.0009234623678039739,0.06413035331980688,0.8388343663911846
2024,0,literal_publication,5,slow_vs_baseline,3.693376696399379,3.894385605365237,0.201008908965858,0.019271237918079324,0.22028014688393732,
2024,0,literal_publication,5,slow_vs_matched_constant,,,0.06505381568761083,-0.001538261473856759,0.06351555421375409,0.8388343663911846
2024,1,legacy_on_minute,0,slow_vs_baseline,4.02716673223399,3.8527117768809083,-0.17445495535308186,0.0,-0.17445495535308186,
2024,1,legacy_on_minute,0,slow_vs_matched_constant,,,0.049652551399545775,0.0,0.049652551399545775,0.8269111570247933
2024,1,legacy_on_minute,1,slow_vs_baseline,4.02716673223399,3.8527117768809083,-0.17445495535308186,0.023154457044932977,-0.1513004983081489,
2024,1,legacy_on_minute,1,slow_vs_matched_constant,,,0.049652551399545775,0.0012720295655906724,0.050924580965136426,0.8269111570247933
2024,1,legacy_on_minute,3,slow_vs_baseline,4.02716673223399,3.8527117768809083,-0.17445495535308186,0.06949012772082502,-0.10496482763225684,
2024,1,legacy_on_minute,3,slow_vs_matched_constant,,,0.049652551399545775,0.0038188457262379027,0.05347139712578368,0.8269111570247933
2024,1,legacy_on_minute,5,slow_vs_baseline,4.02716673223399,3.8527117768809083,-0.17445495535308186,0.11586150568733901,-0.058593449665742856,
2024,1,legacy_on_minute,5,slow_vs_matched_constant,,,0.049652551399545775,0.006369340424232348,0.05602189182377812,0.8269111570247933
2024,1,delay_1m,0,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.0,-0.17409678233982895,
2024,1,delay_1m,0,slow_vs_matched_constant,,,0.05678734613977474,0.0,0.05678734613977474,0.8269197658402204
2024,1,delay_1m,1,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.023154457044932977,-0.15094232529489598,
2024,1,delay_1m,1,slow_vs_matched_constant,,,0.05678734613977474,0.0012731178998527327,0.05806046403962746,0.8269197658402204
2024,1,delay_1m,3,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.06949012772082502,-0.10460665461900392,
2024,1,delay_1m,3,slow_vs_matched_constant,,,0.05678734613977474,0.0038221118095126917,0.06060945794928743,0.8269197658402204
2024,1,delay_1m,5,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.11586150568733901,-0.05823527665248994,
2024,1,delay_1m,5,slow_vs_matched_constant,,,0.05678734613977474,0.006374785698363656,0.06316213183813843,0.8269197658402204
2024,1,delay_1m_observed,0,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.0,-0.17409678233982895,
2024,1,delay_1m_observed,0,slow_vs_matched_constant,,,0.05678734613977474,0.0,0.05678734613977474,0.8269197658402204
2024,1,delay_1m_observed,1,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.023154457044932977,-0.15094232529489598,
2024,1,delay_1m_observed,1,slow_vs_matched_constant,,,0.05678734613977474,0.0012731178998527327,0.05806046403962746,0.8269197658402204
2024,1,delay_1m_observed,3,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.06949012772082502,-0.10460665461900392,
2024,1,delay_1m_observed,3,slow_vs_matched_constant,,,0.05678734613977474,0.0038221118095126917,0.06060945794928743,0.8269197658402204
2024,1,delay_1m_observed,5,slow_vs_baseline,4.0226480118859405,3.8485512295461115,-0.17409678233982895,0.11586150568733901,-0.05823527665248994,
