entry_i,exit_i,side,entry_time,exit_time,entry,exit,bars,gross_bp,net_bp,forced_year_end
9605,9842,1,2021-03-08 09:35:00+08:00,2021-03-09 09:32:00+08:00,6515.4,6294.18,237,-339.53402707431525,-343.39744078074386,False
9842,10344,-1,2021-03-09 09:32:00+08:00,2021-03-11 09:54:00+08:00,6294.18,6123.26,502,271.55245004114926,267.5532498811806,False
11047,11106,1,2021-03-16 09:37:00+08:00,2021-03-16 10:36:00+08:00,6215.12,6152.92,59,-100.07851819433866,-104.03769495170967,False
11761,12008,-1,2021-03-19 09:31:00+08:00,2021-03-22 09:38:00+08:00,6216.8,6288.81,247,-115.83129584352037,-119.83049600348794,False
12011,12727,1,2021-03-22 09:41:00+08:00,2021-03-25 09:37:00+08:00,6293.91,6141.39,716,-242.32948993550883,-246.23177768198556,False
12728,13204,-1,2021-03-25 09:38:00+08:00,2021-03-29 09:34:00+08:00,6133.05,6326.17,476,-314.8841114942802,-318.8833116542478,False
13453,14165,-1,2021-03-30 09:43:00+08:00,2021-04-02 09:35:00+08:00,6272.23,6357.28,712,-135.5977060790181,-139.5969062389857,False
14170,14647,1,2021-04-02 09:40:00+08:00,2021-04-07 09:37:00+08:00,6362.21,6395.38,477,52.135971619924334,48.11592124135178,False
14649,15853,-1,2021-04-07 09:39:00+08:00,2021-04-14 09:43:00+08:00,6394.82,6256.13,1204,216.87866116638088,212.87946100641219,False
15856,16084,1,2021-04-14 09:46:00+08:00,2021-04-15 09:34:00+08:00,6255.76,6280.78,228,39.99514047853481,35.979945461346304,False
16087,16327,-1,2021-04-15 09:37:00+08:00,2021-04-16 09:37:00+08:00,6269.97,6313.6,240,-69.58565989948929,-73.58486005945686,False
16572,17041,1,2021-04-19 09:42:00+08:00,2021-04-21 09:31:00+08:00,6392.74,6426.75,469,53.20097485585151,49.18049856116768,False
17042,17286,-1,2021-04-21 09:32:00+08:00,2021-04-22 09:36:00+08:00,6432.63,6476.07,244,-67.53069895206076,-71.52989911202835,False
17527,17762,-1,2021-04-23 09:37:00+08:00,2021-04-26 09:32:00+08:00,6448.86,6467.11,235,-28.29957542883621,-32.298775588803785,False
17776,17921,1,2021-04-26 09:46:00+08:00,2021-04-26 13:41:00+08:00,6493.88,6470.2,145,-36.46510252730329,-40.44971956288501,False
17926,18260,-1,2021-04-26 13:46:00+08:00,2021-04-28 09:50:00+08:00,6463.58,6422.59,334,63.4168680514513,59.41766789148373,False
18262,18722,1,2021-04-28 09:52:00+08:00,2021-04-30 09:32:00+08:00,6426.85,6374.64,460,-81.23730910165938,-85.20402083567191,False
18722,18967,-1,2021-04-30 09:32:00+08:00,2021-05-06 09:37:00+08:00,6374.64,6412.53,245,-59.43865065321185,-63.43785081317943,False
18967,19035,1,2021-05-06 09:37:00+08:00,2021-05-06 10:45:00+08:00,6412.53,6374.35,68,-59.53968246542263,-63.515071514627095,False
19036,19817,-1,2021-05-06 10:46:00+08:00,2021-05-11 13:17:00+08:00,6372.21,6333.28,781,61.09340401524776,57.094203855279076,False
21362,21859,-1,2021-05-20 09:32:00+08:00,2021-05-24 09:49:00+08:00,6460.25,6510.44,497,-77.69049185402999,-81.68969201399756,False
21860,22428,1,2021-05-24 09:50:00+08:00,2021-05-26 11:18:00+08:00,6510.34,6635.92,568,192.89315150975204,188.81680951754686,False
22594,22968,1,2021-05-27 10:04:00+08:00,2021-05-28 13:48:00+08:00,6678.33,6697.27,374,28.36038350905179,24.349841464057498,False
22981,23042,-1,2021-05-28 14:01:00+08:00,2021-05-31 09:32:00+08:00,6685.61,6720.08,61,-51.558496532104755,-55.557696692072334,False
23042,23332,1,2021-05-31 09:32:00+08:00,2021-06-01 10:22:00+08:00,6720.08,6788.91,290,102.42437590028742,98.38421418226994,False
23334,23799,-1,2021-06-01 10:24:00+08:00,2021-06-03 10:09:00+08:00,6793.56,6785.56,465,11.775858312872423,7.776658152904847,False
24002,24242,-1,2021-06-04 09:32:00+08:00,2021-06-07 09:32:00+08:00,6723.54,6810.22,240,-128.92018192797394,-132.91938208794153,False
24249,24543,1,2021-06-07 09:39:00+08:00,2021-06-08 10:33:00+08:00,6821.96,6852.25,294,44.40072940914419,40.3837725087608,False
24545,25927,-1,2021-06-08 10:35:00+08:00,2021-06-17 09:37:00+08:00,6846.74,6711.35,1382,197.74374373789482,193.74454357792726,False
26420,27126,1,2021-06-21 09:50:00+08:00,2021-06-24 09:36:00+08:00,6913.72,7009.97,706,139.21593584929727,135.1610604500375,False
27616,27879,1,2021-06-28 09:46:00+08:00,2021-06-29 10:09:00+08:00,7042.61,7035.86,263,-9.584514831859625,-13.57988195250237,False
27882,28094,-1,2021-06-29 10:12:00+08:00,2021-06-30 09:44:00+08:00,7022.66,7038.81,212,-22.99698404877981,-26.996184208747387,False
28097,28331,1,2021-06-30 09:47:00+08:00,2021-07-01 09:41:00+08:00,7047.02,7044.77,234,-3.1928389588786743,-7.190762238639126,False
28332,28803,-1,2021-07-01 09:42:00+08:00,2021-07-05 09:33:00+08:00,7038.78,6955.36,471,118.5148562677052,114.5156561077365,False
28804,29121,1,2021-07-05 09:34:00+08:00,2021-07-06 10:51:00+08:00,6967.56,6978.19,317,15.256416880513601,11.251115374062426,False
29123,29271,-1,2021-07-06 10:53:00+08:00,2021-07-06 14:51:00+08:00,6967.3,6969.59,148,-3.28678254130077,-7.285982701268345,False
29524,29768,1,2021-07-08 09:34:00+08:00,2021-07-09 09:38:00+08:00,7125.74,7056.12,244,-97.70213339246104,-101.66226051367966,False
30010,30482,1,2021-07-12 09:40:00+08:00,2021-07-14 09:32:00+08:00,7216.58,7269.51,472,73.3449916719553,69.31645938174525,False
30483,31682,-1,2021-07-14 09:33:00+08:00,2021-07-21 09:32:00+08:00,7268.23,7295.67,1199,-37.75334572516442,-41.752545885131994,False
31683,31927,1,2021-07-21 09:33:00+08:00,2021-07-22 09:37:00+08:00,7304.9,7360.12,244,75.5930950457917,71.5636636940431,False
31928,32574,-1,2021-07-22 09:38:00+08:00,2021-07-26 13:54:00+08:00,7354.06,7255.1,646,134.56512457064585,130.56592441067716,False
32645,32699,1,2021-07-27 09:35:00+08:00,2021-07-27 10:29:00+08:00,7334.69,7223.83,54,-151.14476549111134,-155.08351983404611,False
32843,33122,-1,2021-07-27 14:23:00+08:00,2021-07-29 09:32:00+08:00,7215.16,7085.94,279,179.09512748158107,175.0959273216135,False
33126,34326,1,2021-07-29 09:36:00+08:00,2021-08-05 09:36:00+08:00,7090.63,7422.59,1200,468.1671445273561,463.98071495545867,False
34822,35061,-1,2021-08-09 09:52:00+08:00,2021-08-10 09:51:00+08:00,7403.26,7557.77,239,-208.70535412777613,-212.70455428774372,False
35064,35237,1,2021-08-10 09:54:00+08:00,2021-08-10 14:17:00+08:00,7557.33,7487.01,173,-93.04873546609693,-97.01072357428897,False
35243,35539,-1,2021-08-10 14:23:00+08:00,2021-08-12 09:49:00+08:00,7467.9,7644.33,296,-236.25115494315673,-240.25035510312432,False
36023,36519,-1,2021-08-16 09:53:00+08:00,2021-08-18 10:09:00+08:00,7561.1,7426.88,496,177.5138538043408,173.51465364437325,False
36964,37205,-1,2021-08-20 09:34:00+08:00,2021-08-23 09:35:00+08:00,7378.51,7504.19,241,-170.3324926035199,-174.33169276348747,False
37213,38135,1,2021-08-23 09:43:00+08:00,2021-08-26 14:35:00+08:00,7543.57,7674.35,922,173.3661913391149,169.29765856913414,False
38183,38405,-1,2021-08-27 09:53:00+08:00,2021-08-30 09:35:00+08:00,7586.55,7718.41,222,-173.80759370201116,-177.80679386197872,False
38408,38511,1,2021-08-30 09:38:00+08:00,2021-08-30 11:21:00+08:00,7720.0,7728.37,103,10.841968911916577,6.838432831568486,False
38924,39368,-1,2021-09-01 10:14:00+08:00,2021-09-03 09:38:00+08:00,7649.78,7726.95,444,-100.87871808078131,-104.87791824074888,False
39370,39411,1,2021-09-03 09:40:00+08:00,2021-09-03 10:21:00+08:00,7743.82,7700.47,41,-55.980123504936195,-59.95693609301633,False
39412,39672,-1,2021-09-03 10:22:00+08:00,2021-09-06 10:42:00+08:00,7695.35,7651.26,260,57.2943400884951,53.29513992852641,False
39853,40644,1,2021-09-07 09:43:00+08:00,2021-09-10 10:54:00+08:00,7790.7,7839.46,791,62.58744400374772,58.563213872171445,False
40646,40679,-1,2021-09-10 10:56:00+08:00,2021-09-10 11:29:00+08:00,7835.73,7921.9,33,-109.97060899239797,-113.96980915236554,False
40685,41226,1,2021-09-10 13:05:00+08:00,2021-09-14 14:06:00+08:00,7942.1,7930.39,541,-14.744211228768789,-18.73751488354669,False
41236,41934,-1,2021-09-14 14:16:00+08:00,2021-09-17 13:54:00+08:00,7898.19,7698.99,698,252.2096834844434,248.21048332447583,False
42242,42490,1,2021-09-23 09:32:00+08:00,2021-09-24 09:40:00+08:00,7819.26,7760.09,248,-75.67212242590715,-79.64105978946367,False
42493,43445,-1,2021-09-24 09:43:00+08:00,2021-09-30 09:35:00+08:00,7733.35,7294.81,952,567.07636405956,563.0771638995924,False
43446,43934,1,2021-09-30 09:36:00+08:00,2021-10-11 09:44:00+08:00,7296.33,7348.75,488,71.84433818097524,67.8164060321329,False
43938,44528,-1,2021-10-11 09:48:00+08:00,2021-10-13 13:08:00+08:00,7350.97,7232.58,590,161.05357524245133,157.05437508248377,False
44531,44882,1,2021-10-13 13:11:00+08:00,2021-10-15 09:32:00+08:00,7240.35,7301.88,351,84.98207959559912,80.94889340100053,False
44883,45370,-1,2021-10-15 09:33:00+08:00,2021-10-19 09:40:00+08:00,7297.42,7457.03,487,-218.72113705939887,-222.72033721936646,False
45377,46009,1,2021-10-19 09:47:00+08:00,2021-10-21 13:49:00+08:00,7470.71,7490.89,632,27.01215814828961,23.00215528560301,False
46011,46568,-1,2021-10-21 13:51:00+08:00,2021-10-26 09:38:00+08:00,7483.57,7556.84,557,-97.90781672383675,-101.90701688380432,False
46587,46718,1,2021-10-26 09:57:00+08:00,2021-10-26 13:38:00+08:00,7581.36,7501.29,131,-105.61429611573581,-109.57125900471154,False
46865,47603,-1,2021-10-27 10:35:00+08:00,2021-11-01 10:53:00+08:00,7418.08,7461.82,738,-58.96404460453253,-62.963244764500104,False
47888,48243,-1,2021-11-02 13:08:00+08:00,2021-11-04 09:33:00+08:00,7400.85,7421.56,355,-27.983272191707265,-31.98247235167484,False
48964,49244,1,2021-11-09 09:34:00+08:00,2021-11-10 10:14:00+08:00,7456.22,7476.04,280,26.5818336905288,22.572002923206824,False
49255,49699,-1,2021-11-10 10:25:00+08:00,2021-11-12 09:49:00+08:00,7464.69,7625.77,444,-215.7892692127872,-219.78846937275475,False
49701,50375,1,2021-11-12 09:51:00+08:00,2021-11-16 14:35:00+08:00,7637.54,7597.3,674,-52.687121769574574,-56.66525129496169,False
51042,52321,1,2021-11-19 13:42:00+08:00,2021-11-29 09:31:00+08:00,7795.58,7853.66,1279,74.50375725731817,70.47476155355614,False
52321,52562,-1,2021-11-29 09:31:00+08:00,2021-11-30 09:32:00+08:00,7853.66,8041.3,241,-238.92045237507097,-242.91965253503855,False
52562,52751,1,2021-11-30 09:32:00+08:00,2021-11-30 14:11:00+08:00,8041.3,7999.98,189,-51.384726350217626,-55.36337672960134,False
52755,52803,-1,2021-11-30 14:15:00+08:00,2021-12-01 09:33:00+08:00,7991.98,8065.09,48,-91.47920790592678,-95.47840806589436,False
53728,54003,-1,2021-12-06 14:28:00+08:00,2021-12-08 09:33:00+08:00,7926.5,7821.12,275,132.94644546773537,128.94724530776668,False
54005,55421,1,2021-12-08 09:35:00+08:00,2021-12-15 14:41:00+08:00,7815.53,7948.47,1416,170.09722949051564,166.03000404380896,False
55422,55443,-1,2021-12-15 14:42:00+08:00,2021-12-16 09:33:00+08:00,7946.54,7991.4,21,-56.45224210788502,-60.4514422678526,False
55443,55684,1,2021-12-16 09:33:00+08:00,2021-12-17 09:34:00+08:00,7991.4,7968.16,241,-29.081262357033566,-33.068832338094545,False
55685,56168,-1,2021-12-17 09:35:00+08:00,2021-12-21 09:38:00+08:00,7969.2,7801.69,483,210.19675751643874,206.19755735647115,False
56403,56644,1,2021-12-22 09:33:00+08:00,2021-12-23 09:34:00+08:00,7865.96,7894.25,241,35.965095169565586,31.951511848162806,False
56645,57362,-1,2021-12-23 09:35:00+08:00,2021-12-28 09:32:00+08:00,7895.12,7800.56,717,119.77018715358278,115.77098699361521,False
58087,58319,1,2021-12-31 09:37:00+08:00,2021-12-31 14:59:00+08:00,7972.23,8011.0,232,48.63131143983512,44.61266264501829,True
0,38,1,2022-01-04 09:30:00+08:00,2022-01-04 10:08:00+08:00,8045.1,7969.31,38,-94.2064113559804,-98.16793648641186,False
42,578,-1,2022-01-04 10:12:00+08:00,2022-01-06 11:08:00+08:00,7951.62,7803.88,536,185.7986171371362,181.79941697716862,False
582,761,1,2022-01-06 11:12:00+08:00,2022-01-07 10:11:00+08:00,7806.18,7800.89,179,-6.776682064723039,-10.773172093890837,False
763,858,-1,2022-01-07 10:13:00+08:00,2022-01-07 13:18:00+08:00,7797.35,7786.5,95,13.91498393685131,9.915783776883735,False
861,908,1,2022-01-07 13:21:00+08:00,2022-01-07 14:08:00+08:00,7790.39,7739.4,47,-65.45243562902536,-69.42546004989003,False
933,999,-1,2022-01-07 14:33:00+08:00,2022-01-10 10:09:00+08:00,7702.54,7712.18,66,-12.515352078665831,-16.514552238633406,False
1000,1238,1,2022-01-10 10:10:00+08:00,2022-01-11 10:08:00+08:00,7722.02,7705.24,238,-21.730065449196978,-25.720575321043214,False
1445,1683,1,2022-01-12 09:35:00+08:00,2022-01-13 09:33:00+08:00,7719.92,7734.03,238,18.277391475558513,14.270881820899195,False
1685,1954,-1,2022-01-13 09:35:00+08:00,2022-01-14 10:04:00+08:00,7747.17,7696.7,269,65.14636957753672,61.14716941756804,False
2169,2403,1,2022-01-17 09:39:00+08:00,2022-01-18 09:33:00+08:00,7721.04,7768.2,234,61.079854527368305,57.05622731100091,False
2646,4405,-1,2022-01-19 09:36:00+08:00,2022-01-28 10:55:00+08:00,7722.07,7002.07,1759,932.3924802546468,928.3932800946792,False
4412,4813,1,2022-01-28 11:02:00+08:00,2022-02-08 09:43:00+08:00,7025.55,6991.36,401,-48.66522905680015,-52.64496701758547,False
5762,6004,-1,2022-02-14 09:32:00+08:00,2022-02-15 09:34:00+08:00,6980.24,7050.09,242,-100.06819249767985,-104.06739265764742,False
6004,7204,1,2022-02-15 09:34:00+08:00,2022-02-22 09:34:00+08:00,7050.09,7273.56,1200,316.9746769190174,312.84871224118496,False
7205,7442,-1,2022-02-22 09:35:00+08:00,2022-02-23 09:32:00+08:00,7280.88,7322.44,237,-57.081012185340455,-61.08021234530803,False
7443,7781,1,2022-02-23 09:33:00+08:00,2022-02-24 11:11:00+08:00,7325.89,7413.2,338,119.18005866863979,115.13319601770266,False
7793,7922,-1,2022-02-24 11:23:00+08:00,2022-02-25 09:32:00+08:00,7381.14,7383.25,129,-2.8586370127103855,-6.857837172677961,False
7922,8171,1,2022-02-25 09:32:00+08:00,2022-02-28 09:41:00+08:00,7383.25,7316.76,249,-90.05519249652872,-94.01837778247324,False
8172,9761,-1,2022-02-28 09:42:00+08:00,2022-03-08 13:41:00+08:00,7301.95,6996.29,1589,418.6005108224511,414.6013106624835,False
10006,10059,-1,2022-03-09 13:46:00+08:00,2022-03-09 14:39:00+08:00,6573.11,6768.89,53,-297.84987623818984,-301.84907639815737,False
10081,10322,1,2022-03-10 09:31:00+08:00,2022-03-11 09:32:00+08:00,6951.55,6848.21,241,-148.65749365249536,-152.59724270522358,False
10322,11184,-1,2022-03-11 09:32:00+08:00,2022-03-16 13:24:00+08:00,6848.21,6583.06,862,387.1814678580232,383.18226769805455,False
11285,11898,1,2022-03-17 09:35:00+08:00,2022-03-21 13:18:00+08:00,6833.07,6889.65,613,82.80319095223643,78.7708761388184,False
11900,13456,-1,2022-03-21 13:20:00+08:00,2022-03-30 09:46:00+08:00,6883.73,6789.07,1556,137.51265665562062,133.51345649565306,False
13463,13922,1,2022-03-30 09:53:00+08:00,2022-04-01 09:32:00+08:00,6813.92,6716.75,459,-142.60513771808257,-146.5473072290935,False
13922,14712,-1,2022-04-01 09:32:00+08:00,2022-04-08 10:42:00+08:00,6716.75,6582.41,790,200.0074440763766,196.00824391640793,False
14715,14882,1,2022-04-08 10:45:00+08:00,2022-04-11 09:32:00+08:00,6599.21,6499.56,167,-151.0029230771559,-154.94173414571156,False
14883,15254,-1,2022-04-11 09:33:00+08:00,2022-04-12 13:14:00+08:00,6486.51,6332.62,371,237.2462233157746,233.24702315580703,False
15256,15363,1,2022-04-12 13:16:00+08:00,2022-04-13 09:33:00+08:00,6346.29,6330.32,107,-25.164308596046236,-29.153445045317916,False
15842,16003,-1,2022-04-15 09:32:00+08:00,2022-04-15 13:43:00+08:00,6299.6,6324.35,161,-39.28820877516115,-43.287408935128724,False
16082,16329,-1,2022-04-18 09:32:00+08:00,2022-04-19 09:39:00+08:00,6191.57,6362.87,247,-276.66649977307947,-280.665699933047,False
16736,17583,-1,2022-04-20 13:56:00+08:00,2022-04-26 10:33:00+08:00,6245.22,5461.76,847,1254.4954381110674,1250.4962379510998,False
17765,17850,-1,2022-04-27 09:35:00+08:00,2022-04-27 11:00:00+08:00,5175.86,5306.79,85,-252.96279265667908,-256.96199281664667,False
17892,18134,1,2022-04-27 13:12:00+08:00,2022-04-28 13:14:00+08:00,5394.59,5454.6,242,111.24107670833271,107.19738901518782,False
18365,18721,1,2022-04-29 13:05:00+08:00,2022-05-06 09:31:00+08:00,5678.61,5682.11,356,6.163480147429734,2.1618150883817577,False
18721,18976,-1,2022-05-06 09:31:00+08:00,2022-05-09 09:46:00+08:00,5682.11,5839.52,255,-277.02737187418114,-281.0265720341487,False
18976,19202,1,2022-05-09 09:46:00+08:00,2022-05-10 09:32:00+08:00,5839.52,5766.56,226,-124.9417760363869,-128.8910094792839,False
19450,19645,1,2022-05-11 09:40:00+08:00,2022-05-11 14:25:00+08:00,6015.36,6048.67,195,55.374906904990254,51.353561211366916,False
19648,20162,-1,2022-05-11 14:28:00+08:00,2022-05-16 09:32:00+08:00,6047.29,6133.02,514,-141.76598112543016,-145.76518128539772,False
20162,20460,1,2022-05-16 09:32:00+08:00,2022-05-17 10:30:00+08:00,6133.02,6014.82,298,-192.72723715233363,-196.64936183253712,False
20881,21122,-1,2022-05-19 09:31:00+08:00,2022-05-20 09:32:00+08:00,6044.28,6224.77,241,-298.6129034392859,-302.6121035992535,False
21122,21681,1,2022-05-20 09:32:00+08:00,2022-05-24 10:51:00+08:00,6224.77,6276.82,559,83.61754731500027,79.58490682417275,False
21688,22131,-1,2022-05-24 10:58:00+08:00,2022-05-26 10:21:00+08:00,6257.43,6176.63,443,129.1264944234294,125.1272942634607,False
22139,22510,1,2022-05-26 10:29:00+08:00,2022-05-27 14:10:00+08:00,6205.71,6171.65,371,-54.88493661482741,-58.86218719006631,False
23196,23527,-1,2022-06-01 13:36:00+08:00,2022-06-06 09:37:00+08:00,6330.65,6492.52,331,-255.69254341971435,-259.69174357968194,False
23528,23789,1,2022-06-06 09:38:00+08:00,2022-06-07 09:59:00+08:00,6493.34,6579.09,261,132.05838597701637,128.00637302521568,False
23790,24019,-1,2022-06-07 10:00:00+08:00,2022-06-08 09:49:00+08:00,6575.67,6630.75,229,-83.76332753924575,-87.76252769921334,False
24030,24092,1,2022-06-08 10:00:00+08:00,2022-06-08 11:02:00+08:00,6647.78,6571.53,62,-114.69994494402668,-118.6532743001778,False
24093,24517,-1,2022-06-08 11:03:00+08:00,2022-06-10 10:07:00+08:00,6569.5,6557.57,424,18.15967729659862,14.160477136631044,False
25203,25768,1,2022-06-15 09:33:00+08:00,2022-06-17 10:58:00+08:00,6708.23,6656.08,565,-77.7403279255473,-81.70843817232765,False
25926,26237,1,2022-06-20 09:36:00+08:00,2022-06-21 10:47:00+08:00,6820.34,6762.97,311,-84.11604113577886,-88.08160160723055,False
26891,27616,1,2022-06-24 09:41:00+08:00,2022-06-29 09:46:00+08:00,6893.62,7027.16,725,193.71534839460304,189.63867758940546,False
27651,28361,-1,2022-06-29 10:21:00+08:00,2022-07-04 10:11:00+08:00,6979.25,7033.74,710,-78.0742916502497,-82.07349181021728,False
28662,29799,-1,2022-07-05 11:12:00+08:00,2022-07-12 10:09:00+08:00,6974.25,6907.29,1137,96.01032369071949,92.01112353075081,False
31213,31702,1,2022-07-20 09:43:00+08:00,2022-07-22 09:52:00+08:00,7068.41,7052.42,489,-22.62177774068008,-26.61193099893211,False
32643,33123,1,2022-07-28 09:33:00+08:00,2022-08-01 09:33:00+08:00,7142.96,7067.76,480,-105.27848398983019,-109.23558117679644,False
33362,34093,-1,2022-08-02 09:32:00+08:00,2022-08-05 09:43:00+08:00,7065.49,7012.92,731,74.40389838496597,70.40469822499729,False
34096,36516,1,2022-08-05 09:46:00+08:00,2022-08-19 10:06:00+08:00,7012.99,7313.27,2420,428.1768546654141,424.00641801087824,False
36519,37697,-1,2022-08-19 10:09:00+08:00,2022-08-26 09:47:00+08:00,7299.43,7075.09,1178,307.33906620106,303.3398660410924,False
37700,37921,1,2022-08-26 09:50:00+08:00,2022-08-29 09:31:00+08:00,7072.36,6870.78,221,-285.02508356475056,-288.91029648874024,False
37921,38551,-1,2022-08-29 09:31:00+08:00,2022-08-31 13:31:00+08:00,6870.78,6861.11,630,14.074093479925498,10.074893319957923,False
38936,40106,1,2022-09-02 10:26:00+08:00,2022-09-09 09:56:00+08:00,6787.68,6859.44,1170,105.72095325648733,101.67947317120118,False
40561,41525,-1,2022-09-14 09:31:00+08:00,2022-09-20 09:35:00+08:00,6820.58,6457.66,964,532.0955109389524,528.0963107789848,False
41770,42023,-1,2022-09-21 09:40:00+08:00,2022-09-22 09:53:00+08:00,6387.43,6524.01,253,-213.82621805640102,-217.82541821636858,False
42034,42286,1,2022-09-22 10:04:00+08:00,2022-09-23 10:16:00+08:00,6546.81,6400.89,252,-222.88717711373974,-226.79724023027092,False
42289,42376,-1,2022-09-23 10:19:00+08:00,2022-09-23 13:16:00+08:00,6394.85,6410.8,87,-24.941945471745885,-28.94114563171346,False
42377,42483,1,2022-09-23 13:17:00+08:00,2022-09-26 09:33:00+08:00,6428.25,6311.02,106,-182.36689612258328,-186.293164110537,False
42485,43993,-1,2022-09-26 09:35:00+08:00,2022-10-11 10:43:00+08:00,6289.77,6013.95,1508,438.52159935895975,434.522399198991,False
44323,45521,1,2022-10-12 13:43:00+08:00,2022-10-19 13:41:00+08:00,6002.68,6462.18,1198,765.4914138351531,761.1860783367197,False
45610,45684,-1,2022-10-20 09:40:00+08:00,2022-10-20 10:54:00+08:00,6411.92,6447.45,74,-55.412419368925384,-59.411619528892956,False
45734,46275,1,2022-10-20 13:14:00+08:00,2022-10-24 14:15:00+08:00,6520.29,6341.32,541,-274.4816564907393,-278.3710859422528,False
46325,46434,-1,2022-10-25 09:35:00+08:00,2022-10-25 11:24:00+08:00,6298.85,6371.56,109,-115.43376965636566,-119.43296981633323,False
46436,47042,1,2022-10-25 11:26:00+08:00,2022-10-28 09:32:00+08:00,6389.09,6407.71,606,29.14343044158052,25.13257524044521,False
47042,47590,-1,2022-10-28 09:32:00+08:00,2022-11-01 10:40:00+08:00,6407.71,6401.87,548,9.114020453485638,5.114820293516953,False
48523,49015,-1,2022-11-07 10:13:00+08:00,2022-11-09 10:25:00+08:00,6662.71,6728.97,492,-99.44902299514835,-103.44822315511593,False
49018,49204,1,2022-11-09 10:28:00+08:00,2022-11-10 09:34:00+08:00,6728.08,6645.7,186,-122.44206370911171,-126.39229683700238,False
49249,49441,-1,2022-11-10 10:19:00+08:00,2022-11-11 09:31:00+08:00,6601.76,6767.41,192,-250.91793703497123,-254.9171371949388,False
49441,50403,1,2022-11-11 09:31:00+08:00,2022-11-17 09:33:00+08:00,6767.41,6658.66,962,-160.6966328329451,-164.6315671929399,False
50659,50866,1,2022-11-18 09:49:00+08:00,2022-11-18 14:46:00+08:00,6743.12,6658.69,207,-125.2091020180579,-129.15822855194438,False
50881,51484,-1,2022-11-21 09:31:00+08:00,2022-11-23 13:04:00+08:00,6591.91,6550.51,603,62.804255519264274,58.8050553592967,False
51484,51844,1,2022-11-23 13:04:00+08:00,2022-11-25 09:34:00+08:00,6550.51,6538.82,360,-17.845938713170195,-21.838001925043038,False
51846,52323,-1,2022-11-25 09:36:00+08:00,2022-11-29 09:33:00+08:00,6538.11,6532.59,477,8.442806866203467,4.443606706234782,False
52801,54005,1,2022-12-01 09:31:00+08:00,2022-12-08 09:35:00+08:00,6658.88,6663.69,1204,7.22343697438621,3.2213480173881592,False
54005,54291,-1,2022-12-08 09:35:00+08:00,2022-12-09 10:21:00+08:00,6663.69,6676.03,286,-18.51826840684412,-22.517468566811694,False
54742,54965,-1,2022-12-13 09:52:00+08:00,2022-12-14 09:35:00+08:00,6625.26,6617.86,223,11.169372975552427,7.170172815584852,False
55446,56884,-1,2022-12-16 09:36:00+08:00,2022-12-26 09:34:00+08:00,6547.84,6181.31,1438,559.7723829537671,555.7731827937995,False
56891,57362,1,2022-12-26 09:41:00+08:00,2022-12-28 09:32:00+08:00,6203.44,6286.72,471,134.24809460557574,130.19520594546475,False
57362,57668,-1,2022-12-28 09:32:00+08:00,2022-12-29 10:38:00+08:00,6286.72,6296.54,306,-15.620228036241635,-19.61942819620921,False
6,372,1,2023-01-03 09:36:00+08:00,2023-01-04 13:12:00+08:00,6309.42,6414.83,366,167.0676543961247,163.00164053713706,False
382,510,-1,2023-01-04 13:22:00+08:00,2023-01-05 10:00:00+08:00,6398.33,6453.95,128,-86.92893301845972,-90.92813317842729,False
