year,label,fee_bps,trades,mean_net_bp,median_net_bp,win_rate,profit_factor,mean_bars,short_hold_fraction,sharpe,return,cagr,mdd,sum_trade_net_bp
2021,V1,0,98,21.078211278115276,-3.239810750089722,0.4897959183673469,1.3911708386725414,458.2551020408163,0.0,1.2828128888301529,0.2109268353014106,0.2195408287917453,0.1411076057722126,2065.6647052552967
2021,V1,2,98,17.072863041043316,-7.238372469953735,0.4897959183673469,1.305315799125584,458.2551020408163,0.0,1.030658341244724,0.1643943998651229,0.1709767177625916,0.1489898768210295,1673.1405780222449
2021,V1,4,98,13.069116302666302,-11.235335404644609,0.4897959183673469,1.225517529477394,458.2551020408163,0.0,0.7819787413711975,0.1196500721211208,0.1243465091233828,0.156799817968457,1280.7733976612976
2021,V1,7,98,7.066496904658257,-17.22778418141668,0.4693877551020408,1.1157408769239492,458.2551020408163,0.0,0.4157893073218064,0.0557366928253337,0.0578596356347866,0.1844143606782432,692.5166966565091
2021,V2,0,51,56.37033185640223,17.2426472313969,0.6274509803921569,2.4944860043411063,378.6470588235294,0.0,2.541919004483616,0.321015854511945,0.3347075130922738,0.073400447953698,2874.886924676514
2021,V2,2,51,52.360369358614825,13.243447071429326,0.5882352941176471,2.3323010558897197,378.6470588235294,0.0,2.35275887087516,0.2944128716787164,0.3068437591289248,0.0793308267271128,2670.378837289356
2021,V2,4,51,48.35201020448925,9.245845951910692,0.5686274509803921,2.1798506058796745,378.6470588235294,0.0,2.164165949410327,0.2683456515737723,0.2795617228725153,0.0852232584444483,2465.952520428952
2021,V2,7,51,42.34247563974945,3.2524403761957643,0.5098039215686274,1.9672690117826424,378.6470588235294,0.0,1.8827720580015077,0.2302258278819584,0.2397028865269832,0.0939912869304202,2159.466257627222
2022,V1,0,88,31.96809138141317,-16.733083374705913,0.4545454545454545,1.4743497919648052,500.79545454545456,0.0,1.306961955890798,0.2873926392715256,0.3009018610795861,0.1562959966683725,2813.1920415643594
2022,V1,2,88,27.970308169207627,-20.72871506062612,0.4545454545454545,1.402095147250823,500.79545454545456,0.0,1.1353432172207147,0.2429992343347158,0.2542225815097729,0.1627178936650416,2461.3871188902717
2022,V1,4,88,23.974123430897315,-24.72274913291772,0.4318181818181818,1.3340958823262314,500.79545454545456,0.0,0.9655415792660362,0.2001366966512296,0.2092183023525171,0.1690909244781486,2109.722861918964
