year,view,scope,cost_bps,policy,cagr,total_log_return,mdd,daily_mdd,longest_underwater_days,mean_exposure,turnover,cost_log,daily_sharpe
2021,0,annual,0,baseline,0.7502998146805993,0.5597870959359974,0.1210681506324497,0.10143570887021333,54,0.9999142661179699,1417.0,0.0,2.574209271697668
2021,0,annual,0,constant_075,0.521718551170053,0.41984032195199805,0.09224969911999069,0.07708465517810932,54,0.7499356995884774,1062.75,0.0,2.5742092716976677
2021,0,annual,0,constant_050,0.32298896997692284,0.2798935479679987,0.06248634710338736,0.05207368897694022,54,0.4999571330589849,708.5,0.0,2.574209271697668
2021,0,annual,0,slow_conflict_half,0.6387966272486011,0.4939622086268314,0.09419047025469113,0.0776767015351858,53,0.8280606995884774,1179.0,0.0,2.551622176979872
2021,0,annual,0,chop_half,0.6805874596419321,0.519143410650232,0.11054835405016895,0.09093500081043353,44,0.931241426611797,1392.0,0.0,2.4442794159520447
2021,0,annual,0,slow_conflict_half_matched_constant,0.589751061014471,0.4635774385747947,0.10135631599565527,0.08476507668018016,54,0.8280606995884777,1173.46261682243,0.0,2.574209271697668
2021,0,annual,0,chop_half_matched_constant,0.6842858237073437,0.5213416304601564,0.11324369011985859,0.09481084794944979,54,0.931241426611797,1319.6822429906542,0.0,2.574209271697668
2021,0,annual,1,baseline,0.5190314518794699,0.41807292904738075,0.1416615176934218,0.1208143535888811,56,0.9999142661179699,1417.0,0.1417141668886166,1.896112098311183
2021,0,annual,1,constant_075,0.3682839361690211,0.31355735334276774,0.10824788161687476,0.09205274609179863,56,0.7499356995884774,1062.75,0.10628296860923026,1.8961288193418717
2021,0,annual,1,constant_050,0.2324943053051185,0.20904000648193932,0.07353381153409716,0.06235048930013727,56,0.4999571330589849,708.5,0.07085354148605937,1.8961455392692368
2021,0,annual,1,slow_conflict_half,0.4565237741153147,0.3760526200546932,0.11270506726008829,0.09621254552492889,54,0.8280606995884774,1179.0,0.11790958857213812,1.9208629275126714
2021,0,annual,1,chop_half,0.46218392061596636,0.37993115411025835,0.11772446109983428,0.09844969477062238,54,0.931241426611797,1392.0,0.13921225653997368,1.7661324068590052
2021,0,annual,1,slow_conflict_half_matched_constant,0.41371566464933573,0.3462214614330791,0.11882791369547697,0.10114115133084652,56,0.8280606995884777,1173.46261682243,0.11735597714171561,1.8961235936902887
2021,0,annual,1,chop_half_matched_constant,0.47603747952918163,0.38936111849084015,0.13260902284169226,0.11300509799525316,56,0.931241426611797,1319.6822429906542,0.13198051196931615,1.8961166919375536
2021,0,annual,3,baseline,0.14403279548425355,0.13455955992804514,0.1852297752442443,0.1640075962908686,94,0.9999142661179699,1417.0,0.42522753600795216,0.593626483238294
2021,0,annual,3,constant_075,0.10621423859416117,0.1009435901229398,0.14241272617234493,0.12571382455034863,94,0.7499356995884774,1062.75,0.3188967318290582,0.5937690331369764
2021,0,annual,3,constant_050,0.0696287978037447,0.06731167034343954,0.0973483192045986,0.08566856944911488,94,0.4999571330589849,708.5,0.21258187762455916,0.5939115554033108
2021,0,annual,3,slow_conflict_half,0.1504761408083489,0.14017589217163923,0.1493778401028554,0.13218248917527675,92,0.8280606995884774,1179.0,0.35378631645519204,0.6999994956210124
2021,0,annual,3,chop_half,0.10675584523669862,0.1014330740588579,0.15329463280915265,0.13884561944293203,135,0.931241426611797,1392.0,0.41771033659137413,0.4596157510492145
2021,0,annual,3,slow_conflict_half_matched_constant,0.11789918369292905,0.11145119507912468,0.15603025260524359,0.13786614735029368,94,0.8280606995884777,1173.46261682243,0.35212624349567007,0.593724485443022
