view,scenario,cost_bps,year,mdd_improvement_vs_baseline,mdd_improvement_vs_matched
1,delay_1m,1,2021,0.029268445471019783,-0.002135771246262602
1,delay_1m,1,2022,0.052351199861892156,0.021523676785402457
1,delay_1m,1,2023,0.07174796150343682,0.04157299369257497
1,delay_1m,1,2024,0.04015019674484281,0.01809656864545768
1,delay_1m,1,2025,0.01653204587506943,-0.011014167861997326
1,delay_1m,3,2021,0.03556649255884259,-0.0015892107866506966
1,delay_1m,3,2022,0.06395089141601695,0.02122810166357808
1,delay_1m,3,2023,0.0825283745159634,0.03402314882632046
1,delay_1m,3,2024,0.03655887727160065,0.012197853688551002
1,delay_1m,3,2025,0.05816008595763536,0.019429635453349553
1,delay_1m,5,2021,0.04380570879493961,0.0012110334370387665
1,delay_1m,5,2022,0.06955135287700859,0.016462584215551135
1,delay_1m,5,2023,0.08711124857871816,0.026595056920910465
1,delay_1m,5,2024,0.03887130151897644,0.0114362440464775
1,delay_1m,5,2025,0.0651709408196981,0.009205314824009658
1,delay_1m_observed,0,2021,0.02584688086554021,-0.0024264467533582634
1,delay_1m_observed,0,2022,0.051081806679831254,0.02126969352655711
1,delay_1m_observed,0,2023,0.03666613698474448,0.014012467591611316
1,delay_1m_observed,0,2024,0.041969649268290096,0.019968613075874664
1,delay_1m_observed,0,2025,0.01492581802874604,-0.01061173427210546
1,delay_1m_observed,1,2021,0.029268445471019783,-0.002135771246262602
1,delay_1m_observed,1,2022,0.052351199861892156,0.021523676785402457
1,delay_1m_observed,1,2023,0.07174796150343682,0.04157299369257497
1,delay_1m_observed,1,2024,0.04015019674484281,0.01809656864545768
1,delay_1m_observed,1,2025,0.01653204587506943,-0.011014167861997326
1,delay_1m_observed,3,2021,0.03556649255884259,-0.0015892107866506966
1,delay_1m_observed,3,2022,0.06395089141601695,0.02122810166357808
1,delay_1m_observed,3,2023,0.0825283745159634,0.03402314882632046
1,delay_1m_observed,3,2024,0.03655887727160065,0.012197853688551002
1,delay_1m_observed,3,2025,0.05816008595763536,0.019429635453349553
1,delay_1m_observed,5,2021,0.04380570879493961,0.0012110334370387665
1,delay_1m_observed,5,2022,0.06955135287700859,0.016462584215551135
1,delay_1m_observed,5,2023,0.08711124857871816,0.026595056920910465
1,delay_1m_observed,5,2024,0.03887130151897644,0.0114362440464775
1,delay_1m_observed,5,2025,0.0651709408196981,0.009205314824009658
1,legacy_on_minute,0,2021,0.026064744621878716,-8.507480141961565e-05
1,legacy_on_minute,0,2022,0.0513226651290708,0.020955398294896566
