view,scenario,cost_bps,policy,alpha,cagr,total_log_return,mdd,daily_mdd,longest_underwater_days,mean_exposure,turnover,cost_log,daily_sharpe
0,delay_1m,1,baseline,1.0,0.5435772016893814,2.170512905003611,0.1662463727585912,0.133473512934641,104,0.9999931242178798,6968.0,0.6968696792900602,1.7579543607536998
0,delay_1m,1,slow_conflict_half,1.0,0.48269916751136155,1.9693209428683112,0.15012620990715475,0.12824733726757723,150,0.8310689090884088,5761.0,0.5761465276627432,1.8374516641541714
0,delay_1m,1,constant_075,0.75,0.38483299201411614,1.6278977449261576,0.12747399015790867,0.10187565977872409,104,0.7499948431634098,5226.0,0.5226391932940971,1.7579689566676655
0,delay_1m,1,constant_050,0.5,0.24241215302340977,1.0852738734856644,0.08689867163468215,0.06912571324083529,104,0.4999965621089399,3484.0,0.3484174186611705,1.757983551616427
0,delay_1m,1,matched_constant,0.8310746233764448,0.43443866099964756,1.8038679783908598,0.14024140486823095,0.11224703504112228,104,0.8310689090884087,5790.927975687067,0.5791409229271801,1.7579642233405124
0,delay_1m,3,baseline,1.0,0.16797451016304177,0.7763553033867653,0.2609537163242864,0.24619173522742846,449,0.9999931242178798,6968.0,2.091027280906907,0.6150052846394197
0,delay_1m,3,slow_conflict_half,1.0,0.17744840168149068,0.8167486286013406,0.24556320581755828,0.22728677665994923,426,0.8310689090884088,5761.0,1.7287188419297133,0.7471110908593201
0,delay_1m,3,constant_075,0.75,0.12353147299904255,0.5823841280058144,0.20290277600992426,0.1909909927360534,449,0.7499948431634098,5226.0,1.568152810214439,0.6151310882375098
0,delay_1m,3,constant_050,0.5,0.08076259739538971,0.3883345032905311,0.14030201443377052,0.13175819235043681,449,0.4999965621089399,3484.0,1.045356788856305,0.6152568672932335
0,delay_1m,3,matched_constant,0.8310746233764448,0.13775776967404071,0.6452972843654746,0.22221064024717332,0.20932064506820008,449,0.8310689090884087,5790.927975687067,1.7377116169525653,0.6150902930095363
0,delay_1m,5,baseline,1.0,-0.11633042091431384,-0.6183603276611414,0.5582300357024363,0.5514801548100413,1211,0.9999931242178798,6968.0,3.4857429119548113,-0.47906355183352306
0,delay_1m,5,slow_conflict_half,1.0,-0.0650285150408531,-0.33619623764200324,0.4395698725824658,0.4336455214725391,886,0.8310689090884088,5761.0,2.8816637081730576,-0.3014445921138023
0,delay_1m,5,constant_075,0.75,-0.08852276204842773,-0.4634432862624629,0.45801810571087326,0.4518192182538363,1211,0.7499948431634098,5226.0,2.6139802244827175,-0.47872914542533945
0,delay_1m,5,constant_050,0.5,-0.05988103960028737,-0.30874429054302654,0.3351633905484627,0.33010373472928706,1211,0.4999965621089399,3484.0,1.7424355826898625,-0.47839484585452646
0,delay_1m,5,matched_constant,0.8310746233764448,-0.09763099923107633,-0.5136587540658879,0.49277905779451614,0.48634663276237483,1211,0.8310689090884087,5790.927975687067,2.8966676553839275,-0.47883758121133874
0,delay_1m_observed,0,baseline,1.0,0.7744251598302909,2.8673825842936713,0.15810171257689326,0.1244137021086964,64,0.9999931242178798,6968.0,0.0,2.3481269115201324
0,delay_1m_observed,0,slow_conflict_half,1.0,0.6637822826850508,2.5454674705310536,0.1415258075749503,0.11504150136943911,73,0.8310689090884088,5761.0,0.0,2.3984525485993173
0,delay_1m_observed,0,constant_075,0.75,0.5374226148762601,2.1505369382202533,0.1210893649860055,0.09484236823936742,64,0.7499948431634098,5226.0,0.0,2.3481269115201315
0,delay_1m_observed,0,constant_050,0.5,0.33207550830660154,1.4336912921468357,0.08244984473702652,0.06427231638082674,64,0.4999965621089399,3484.0,0.0,2.3481269115201324
0,delay_1m_observed,0,matched_constant,0.8310746233764448,0.6105919468337878,2.38300890131804,0.1332673199409722,0.10454013124672813,64,0.8310689090884087,5790.927975687067,0.0,2.348126911520132
0,delay_1m_observed,1,baseline,1.0,0.5435772016893814,2.170512905003611,0.1662463727585912,0.133473512934641,104,0.9999931242178798,6968.0,0.6968696792900602,1.7579543607536998
0,delay_1m_observed,1,slow_conflict_half,1.0,0.48269916751136155,1.9693209428683112,0.15012620990715475,0.12824733726757723,150,0.8310689090884088,5761.0,0.5761465276627432,1.8374516641541714
0,delay_1m_observed,1,constant_075,0.75,0.38483299201411614,1.6278977449261576,0.12747399015790867,0.10187565977872409,104,0.7499948431634098,5226.0,0.5226391932940971,1.7579689566676655
0,delay_1m_observed,1,constant_050,0.5,0.24241215302340977,1.0852738734856644,0.08689867163468215,0.06912571324083529,104,0.4999965621089399,3484.0,0.3484174186611705,1.757983551616427
0,delay_1m_observed,1,matched_constant,0.8310746233764448,0.43443866099964756,1.8038679783908598,0.14024140486823095,0.11224703504112228,104,0.8310689090884087,5790.927975687067,0.5791409229271801,1.7579642233405124
0,delay_1m_observed,3,baseline,1.0,0.16797451016304177,0.7763553033867653,0.2609537163242864,0.24619173522742846,449,0.9999931242178798,6968.0,2.091027280906907,0.6150052846394197
0,delay_1m_observed,3,slow_conflict_half,1.0,0.17744840168149068,0.8167486286013406,0.24556320581755828,0.22728677665994923,426,0.8310689090884088,5761.0,1.7287188419297133,0.7471110908593201
0,delay_1m_observed,3,constant_075,0.75,0.12353147299904255,0.5823841280058144,0.20290277600992426,0.1909909927360534,449,0.7499948431634098,5226.0,1.568152810214439,0.6151310882375098
0,delay_1m_observed,3,constant_050,0.5,0.08076259739538971,0.3883345032905311,0.14030201443377052,0.13175819235043681,449,0.4999965621089399,3484.0,1.045356788856305,0.6152568672932335
0,delay_1m_observed,3,matched_constant,0.8310746233764448,0.13775776967404071,0.6452972843654746,0.22221064024717332,0.20932064506820008,449,0.8310689090884087,5790.927975687067,1.7377116169525653,0.6150902930095363
