view,scenario,cost_bps,rank,phase,mdd,peak,start,end,days,minutes,baseline_net_log,slow_conflict_half_net_log,constant_075_net_log,constant_050_net_log,matched_constant_net_log,wins_removed_log,losses_avoided_log,gross_delta_log,slow_vs_matched_log
0,legacy_on_minute,3,1,recovery,0.27509046733738385,2022-05-13 09:30:00,2024-01-02 13:09:00,2024-03-18 14:31:00,49,11602,0.321753203001382,0.2965128681566934,0.24131919150319658,0.16088231993149216,0.26740432051176777,0.8136741731795669,0.772374934844978,-0.04129923833458893,0.029108547644925653
0,legacy_on_minute,3,2,decline,0.18546510874989142,2021-03-09 10:00:00,2021-03-09 10:00:00,2021-05-06 10:33:00,39,9153,-0.20513801422696107,-0.1614013287595392,-0.15384915387078257,-0.10256319862865101,-0.17048185482104655,0.4159657077426404,0.44379363605233113,0.02782792830969072,0.00908052606150736
0,legacy_on_minute,3,2,recovery,0.18546510874989142,2021-03-09 10:00:00,2021-05-06 10:33:00,2021-07-27 14:34:00,58,13831,0.20557890921039237,0.17388299044158714,0.15418982210551668,0.10279697411656462,0.1708557571283946,0.7419780374767724,0.6933223372250517,-0.048655700251720724,0.0030272333131925455
0,legacy_on_minute,3,3,decline,0.18359770981622753,2024-11-29 13:02:00,2024-11-29 13:02:00,2025-08-15 14:48:00,174,41626,-0.20284804282771723,-0.19926782167585555,-0.1521185711493959,-0.1014007424475264,-0.16856890440483635,2.092816239059298,2.0470168905710544,-0.04579934848824374,-0.0306989172710192
0,legacy_on_minute,3,3,recovery,0.18359770981622753,2024-11-29 13:02:00,2025-08-15 14:48:00,2025-10-17 09:49:00,40,9151,0.2038812027711914,0.22887478230124012,0.15291427944229916,0.10194510408701388,0.16944314106818545,1.02962059826873,1.041857210346682,0.012236612077952014,0.059431641233054666
0,legacy_on_minute,3,4,decline,0.14091147272477536,2022-01-11 11:10:00,2022-01-11 11:10:00,2022-02-17 09:54:00,23,5204,-0.1518833037804281,-0.10549673436165001,-0.11391001235967,-0.07593836491817876,-0.12622460162640106,0.21705620089639144,0.25473799777806816,0.03768179688167672,0.02072786726475105
0,legacy_on_minute,3,4,recovery,0.14091147272477536,2022-01-11 11:10:00,2022-02-17 09:54:00,2022-03-16 14:17:00,20,4733,0.1524378693897186,0.12312471822537441,0.11433009072424175,0.07622118604556839,0.12668859784839845,0.27111724069319676,0.23715130928518047,-0.03396593140801629,-0.003563879623024041
0,legacy_on_minute,3,5,decline,0.13600050728397972,2024-09-27 13:24:00,2024-09-27 13:24:00,2024-09-30 09:53:00,2,119,-0.14618309731248952,-0.09853558218237657,-0.10963725543708902,-0.0730914586022164,-0.12148909686151727,0.005042789968597194,0.05239014751541582,0.047347357546818625,0.022953514679140696
0,legacy_on_minute,3,5,recovery,0.13600050728397972,2024-09-27 13:24:00,2024-09-30 09:53:00,2024-10-08 09:30:00,2,217,0.29694610074026606,0.29694610074026606,0.22270957555519955,0.14847305037013303,0.24678454128698296,-0.0,0.0,0.0,0.0501615594532831
0,legacy_on_minute,3,6,decline,0.11856602596362564,2025-11-24 10:07:00,2025-11-24 10:07:00,2025-12-30 14:01:00,27,6384,-0.12620518178004647,-0.11943127803458198,-0.09465115067027131,-0.06309894370187447,-0.1048839488347533,0.24515815799548735,0.24532832474638866,0.00017016675090131272,-0.014547329199828679
