view,scenario,cost_bps,rank,phase,mdd,peak,start,end,days,minutes,baseline_net_log,slow_conflict_half_net_log,constant_075_net_log,constant_050_net_log,matched_constant_net_log,wins_removed_log,losses_avoided_log,gross_delta_log,slow_vs_matched_log
0,delay_1m_observed,0,7,recovery,0.11285694021128079,2022-01-11 11:10:00,2022-02-17 09:54:00,2022-03-09 13:34:00,15,3490,0.11992275063553581,0.10399439737802751,0.08994206297665186,0.059961375317767907,0.09966475481869524,0.16405402543631897,0.14812567217881067,-0.0159283532575083,0.00432964255933227
0,delay_1m_observed,0,8,decline,0.1122479289324357,2022-06-09 13:57:00,2022-06-09 13:57:00,2022-06-23 10:53:00,11,2306,-0.11906277422157174,-0.12018055482775214,-0.08929708066617881,-0.05953138711078587,-0.09895005024434742,0.10699494049052216,0.10587715988434176,-0.0011177806061803963,-0.021230504583404725
0,delay_1m_observed,0,8,recovery,0.1122479289324357,2022-06-09 13:57:00,2022-06-23 10:53:00,2022-07-21 09:40:00,21,4727,0.12226093267826954,0.07951853882257787,0.09169569950870216,0.06113046633913477,0.10160795857924575,0.25428406000940784,0.21154166615371617,-0.042742393855691674,-0.02208941975666788
0,delay_1m_observed,0,9,decline,0.10673128497554678,2023-02-21 09:51:00,2023-02-21 09:51:00,2023-03-14 11:25:00,16,3694,-0.11286783068941997,-0.10157383600699843,-0.08465087301706498,-0.056433915344709984,-0.09380158988152604,0.10710931260459144,0.11840330728701298,0.011293994682421538,-0.007772246125472393
0,delay_1m_observed,0,9,recovery,0.10673128497554678,2023-02-21 09:51:00,2023-03-14 11:25:00,2023-04-06 10:24:00,17,3779,0.11423975021522725,0.11927605859101531,0.08567981266142044,0.05711987510761363,0.09494175738473912,0.19567972940147937,0.20071603777726743,0.005036308375788057,0.024334301206276193
0,delay_1m_observed,0,10,decline,0.10400026726406991,2024-08-05 09:30:00,2024-08-05 09:30:00,2024-08-29 09:51:00,19,4341,-0.10981516429304339,-0.07551808358949108,-0.08236137321978254,-0.054907582146521694,-0.09126459630586345,0.15487379091168796,0.18917087161524027,0.03429708070355231,0.01574651271637237
0,delay_1m_observed,0,10,recovery,0.10400026726406991,2024-08-05 09:30:00,2024-08-29 09:51:00,2024-09-26 09:41:00,19,4310,0.11000173264438029,0.07997638182346245,0.08250129948328522,0.055000866322190145,0.09141964852818471,0.21643301240025048,0.18640766157933264,-0.03002535082091784,-0.01144326670472226
0,delay_1m_observed,3,1,decline,0.2609537163242864,2024-11-29 13:02:00,2024-11-29 13:02:00,2025-08-15 13:14:00,174,41532,-0.3023947298520578,-0.2817837760759393,-0.2267786201912904,-0.15117413098671087,-0.2512995372809954,2.0725055109219586,2.043886973849619,-0.028618537072339745,-0.030484238794943885
0,delay_1m_observed,3,1,recovery,0.2609537163242864,2024-11-29 13:02:00,2025-08-15 13:14:00,2025-12-31 14:55:00,93,22181,0.14001934399561464,0.14584232650825157,0.10502306116784622,0.07002107508577131,0.11637292792409624,1.8107296728334212,1.7892374372394886,-0.02149223559393265,0.02946939858415533
0,delay_1m_observed,3,2,decline,0.2501233109908542,2022-05-13 09:30:00,2022-05-13 09:30:00,2023-10-20 13:00:00,351,84120,-0.2878465006238222,-0.18901349524894417,-0.21584998729872173,-0.14387673740626084,-0.23919579892387294,4.2026771589461935,4.195249246755208,-0.007427912190985708,0.05018230367492876
0,delay_1m_observed,3,2,recovery,0.2501233109908542,2022-05-13 09:30:00,2023-10-20 13:00:00,2024-03-18 10:30:00,100,23700,0.28827487565956855,0.26422376490861627,0.2162152418535825,0.14414955009659933,0.23958473636369654,1.35028072790149,1.294411697591943,-0.05586903030954682,0.024639028544919728
0,delay_1m_observed,3,3,decline,0.18772690505411274,2021-03-09 10:00:00,2021-03-09 10:00:00,2021-07-13 10:17:00,86,20417,-0.2079186715396551,-0.15518764319248363,-0.15592988477219616,-0.10394717847599834,-0.17278910370807354,0.9677802563579547,0.9897440517691058,0.02196379541115112,0.017601460515589917
0,delay_1m_observed,3,3,recovery,0.18772690505411274,2021-03-09 10:00:00,2021-07-13 10:17:00,2021-07-29 10:57:00,13,2920,0.2089833185852756,0.18259389178187171,0.15673846837448935,0.1044929650760491,0.17368146615597901,0.2093104207349601,0.18126972198030522,-0.02804069875465487,0.0089124256258927
0,delay_1m_observed,3,4,decline,0.15088629199025924,2022-01-11 11:10:00,2022-01-11 11:10:00,2022-02-17 09:54:00,23,5204,-0.16356216994303097,-0.11451885201399375,-0.12266916198162212,-0.08177779799948018,-0.13593052271281128,0.21359149789954346,0.2539300432914793,0.04033854539193582,0.021411670698817525
0,delay_1m_observed,3,4,recovery,0.15088629199025924,2022-01-11 11:10:00,2022-02-17 09:54:00,2022-03-15 14:55:00,19,4531,0.16433137568291417,0.13862033285834385,0.12325018667049939,0.08216789416515201,0.1365728752983114,0.2492369942117949,0.21902324993519962,-0.03021374427659529,0.0020474575600324396
0,delay_1m_observed,3,5,decline,0.13569189316630678,2024-08-05 09:30:00,2024-08-05 09:30:00,2024-08-29 09:51:00,19,4341,-0.1458259686149883,-0.10447498208245339,-0.10936745004289786,-0.07291028268664321,-0.12119074462638976,0.15487379091168796,0.18917087161524027,0.03429708070355231,0.016715762543936377
0,delay_1m_observed,3,5,recovery,0.13569189316630678,2024-08-05 09:30:00,2024-08-29 09:51:00,2024-09-27 11:20:00,20,4649,0.14901243305654246,0.12989675544529555,0.11176077705888626,0.07450815268988106,0.12384153909269249,0.22233728704977596,0.19811872790095952,-0.024218559148816432,0.00605521635260306
0,delay_1m_observed,3,6,decline,0.13195697779860735,2024-09-27 13:24:00,2024-09-27 13:24:00,2024-09-30 09:53:00,2,119,-0.14151400080193016,-0.09503375979945705,-0.1061354330541695,-0.07075691034693672,-0.11760864434166413,0.005789782075829919,0.051969865495008705,0.046180083419178786,0.022574884542207074
0,delay_1m_observed,3,6,recovery,0.13195697779860735,2024-09-27 13:24:00,2024-09-30 09:53:00,2024-10-08 09:30:00,2,217,0.29694610074026606,0.29694610074026606,0.22270957555519955,0.14847305037013303,0.24678436883582044,-0.0,0.0,0.0,0.05016173190444562
0,delay_1m_observed,3,7,decline,0.11414411674326674,2021-08-02 09:40:00,2021-08-02 09:40:00,2021-09-30 09:58:00,42,9858,-0.12120100158873928,-0.11644285224328804,-0.09089676590214582,-0.06059518760669614,-0.10072409268786947,0.4634026634030941,0.4596056462194369,-0.003797017183657214,-0.01571875955541857
0,delay_1m_observed,3,7,recovery,0.11414411674326674,2021-08-02 09:40:00,2021-09-30 09:58:00,2022-01-05 09:37:00,64,15099,0.1217309736545479,0.08769740663432968,0.09130373534407707,0.06087282623058567,0.10117164513265392,0.6467225976120248,0.5966293841561638,-0.05009321345586093,-0.013474238498324242
0,delay_1m_observed,3,8,decline,0.1133228397002183,2024-11-06 10:12:00,2024-11-06 10:12:00,2024-11-21 09:34:00,12,2602,-0.1202743310199672,-0.08809797671396831,-0.09020432977213505,-0.06013527437538796,-0.09995588223110126,0.28254713245511365,0.30902042513799843,0.026473292682884786,0.01185790551713295
0,delay_1m_observed,3,8,recovery,0.1133228397002183,2024-11-06 10:12:00,2024-11-21 09:34:00,2024-11-28 09:45:00,6,1211,0.12097811951495462,0.09402107345929989,0.09073385982532842,0.060489419973590766,0.10054204742185703,0.1167776727592833,0.08952013141772408,-0.02725754134155922,-0.0065209739625571445
0,delay_1m_observed,3,9,decline,0.10590184776198942,2021-01-04 13:23:00,2021-01-04 13:23:00,2021-01-14 10:26:00,9,1833,-0.11193971985969786,-0.10589054291584299,-0.08395364159104549,-0.05596832901136674,-0.09302940070926688,0.11142157655210028,0.11446904258196788,0.003047466029867607,-0.01286114220657611
0,delay_1m_observed,3,9,recovery,0.10590184776198942,2021-01-04 13:23:00,2021-01-14 10:26:00,2021-03-09 09:53:00,34,7887,0.11262663354356314,0.11692352002522119,0.08447311610610458,0.056317504284100525,0.09360348889853978,0.5074614587346833,0.5006523120128854,-0.006809146721797887,0.023320031126681406
0,delay_1m_observed,3,10,decline,0.10488488132633203,2024-04-09 09:51:00,2024-04-09 09:51:00,2024-05-17 14:17:00,26,6176,-0.11080294476227598,-0.10064826596505641,-0.08309940535966534,-0.05539773513896087,-0.0920834166296128,0.23740968180136157,0.24021016210526014,0.002800480303898567,-0.008564849335443617
0,delay_1m_observed,3,10,recovery,0.10488488132633203,2024-04-09 09:51:00,2024-05-17 14:17:00,2024-07-05 14:05:00,35,8148,0.11108358949301213,0.08310788400521792,0.08331600193638658,0.055546207393895916,0.09232123058860958,0.38943256693850126,0.35215136850388484,-0.037281198434616414,-0.009213346583391666
0,literal_publication,0,1,decline,0.873973263052718,2021-01-19 14:38:00,2021-01-19 14:38:00,2025-10-15 14:48:00,1146,274810,-2.0712611965471677,-1.537522474811622,-1.5534458974103758,-1.0356305982735838,-1.7252083697342722,14.58943816490552,15.123176886641067,0.5337387217355456,0.1876858949226501
0,literal_publication,0,1,recovery,0.873973263052718,2021-01-19 14:38:00,2025-10-15 14:48:00,2025-12-31 14:55:00,56,13207,0.06208728735768698,0.015803045837148755,0.04656546551826524,0.03104364367884349,0.05171414787383587,0.8580901429781327,0.8118059014575945,-0.04628424152053823,-0.03591110203668711
0,literal_publication,0,2,decline,0.04588942156719088,2021-01-06 09:32:00,2021-01-06 09:32:00,2021-01-08 09:56:00,3,504,-0.0469757039440033,-0.0469757039440033,-0.035231777958002475,-0.02348785197200165,-0.039127309367574595,-0.0,0.0,0.0,-0.007848394576428705
0,literal_publication,0,2,recovery,0.04588942156719088,2021-01-06 09:32:00,2021-01-08 09:56:00,2021-01-13 13:48:00,4,862,0.0474113113432173,0.038348518419861755,0.035558483507412975,0.02370565567160865,0.0394901383204343,0.08044689643811376,0.07138410351475821,-0.009062792923355545,-0.0011416199005725436
0,literal_publication,0,3,decline,0.027777332494064975,2021-01-14 13:16:00,2021-01-14 13:16:00,2021-01-15 10:18:00,2,152,-0.028170418960696608,-0.023365410327764735,-0.021127814220522456,-0.014085209480348304,-0.02346388888612006,0.010519514276846387,0.01532452290977826,0.004805008632931873,9.847855835532632e-05
0,literal_publication,0,3,recovery,0.027777332494064975,2021-01-14 13:16:00,2021-01-15 10:18:00,2021-01-18 10:10:00,2,232,0.028408802262977595,0.02117174107838382,0.021306601697233196,0.014204401131488797,0.023662444659281662,0.03462932553447651,0.027392264349882733,-0.007237061184593774,-0.0024907035808978406
0,literal_publication,0,4,decline,0.0163369083489609,2021-01-14 09:46:00,2021-01-14 09:46:00,2021-01-14 10:05:00,1,19,-0.016471827091032232,-0.016471827091032232,-0.012353870318274174,-0.008235913545516116,-0.013719821531749244,-0.0,0.0,0.0,-0.002752005559282988
0,literal_publication,0,4,recovery,0.0163369083489609,2021-01-14 09:46:00,2021-01-14 10:05:00,2021-01-14 10:34:00,1,29,0.01698441895625802,0.01698441895625802,0.012738314217193514,0.00849220947812901,0.014146772887579895,-0.0,0.0,0.0,0.002837646068678123
0,literal_publication,0,5,decline,0.013647396136431641,2021-01-13 13:50:00,2021-01-13 13:50:00,2021-01-13 14:55:00,1,65,-0.013741377897565243,-0.006870688948782622,-0.010306033423173933,-0.006870688948782622,-0.011445558001125443,0.004456390666007337,0.011327079614789959,0.006870688948782622,0.0045748690523428216
0,literal_publication,0,5,recovery,0.013647396136431641,2021-01-13 13:50:00,2021-01-13 14:55:00,2021-01-14 09:37:00,2,12,0.014072232184259015,0.013003001799988034,0.010554174138194261,0.007036116092129507,0.011721135309056514,0.00116154812800362,9.231774373263946e-05,-0.0010692303842709805,0.0012818664909315207
0,literal_publication,0,6,decline,0.012666688947562125,2021-01-18 13:19:00,2021-01-18 13:19:00,2021-01-18 14:43:00,1,84,-0.012747595389243749,-0.012747595389243749,-0.009560696541932812,-0.006373797694621874,-0.010617810199974225,-0.0,0.0,0.0,-0.002129785189269524
0,literal_publication,0,6,recovery,0.012666688947562125,2021-01-18 13:19:00,2021-01-18 14:43:00,2021-01-19 09:51:00,2,38,0.013232451543978563,0.009438117038465421,0.009924338657983922,0.006616225771989281,0.011021659747129407,0.0074821480922317996,0.003687813586718658,-0.0037943345055131417,-0.0015835427086639854
0,literal_publication,0,7,decline,0.010536129882511316,2021-01-05 10:15:00,2021-01-05 10:15:00,2021-01-05 11:21:00,1,66,-0.010592027878008281,-0.010592027878008281,-0.00794402090850621,-0.0052960139390041405,-0.008822380865368806,-0.0,0.0,0.0,-0.0017696470126394755
0,literal_publication,0,7,recovery,0.010536129882511316,2021-01-05 10:15:00,2021-01-05 11:21:00,2021-01-06 09:30:00,2,129,0.013077510098099765,0.013077510098099765,0.009808132573574824,0.0065387550490498825,0.010892604908611485,-0.0,0.0,0.0,0.00218490518948828
0,literal_publication,0,8,decline,0.010048629190144815,2021-01-04 13:23:00,2021-01-04 13:23:00,2021-01-05 09:33:00,2,100,-0.010099457454033178,-0.010099457454033178,-0.007574593090524884,-0.005049728727016589,-0.008412105898820878,-0.0,0.0,0.0,-0.0016873515552122999
0,literal_publication,0,8,recovery,0.010048629190144815,2021-01-04 13:23:00,2021-01-05 09:33:00,2021-01-05 10:14:00,1,41,0.010730806035530449,0.010730806035530449,0.008048104526647837,0.0053654030177652245,0.008937972872447714,-0.0,0.0,0.0,0.0017928331630827354
0,literal_publication,0,9,decline,0.006119520186293254,2021-01-19 09:57:00,2021-01-19 09:57:00,2021-01-19 10:11:00,1,14,-0.006138321191277996,-0.003069160595638998,-0.004603740893458497,-0.003069160595638998,-0.005112770476733492,0.0012067976512137868,0.004275958246852785,0.003069160595638998,0.0020436098810944943
0,literal_publication,0,9,recovery,0.006119520186293254,2021-01-19 09:57:00,2021-01-19 10:11:00,2021-01-19 10:39:00,1,28,0.006744689438887619,0.0033723447194438094,0.005058517079165714,0.0033723447194438094,0.005617830667916098,0.006378198689526826,0.0030058539700830167,-0.0033723447194438094,-0.0022454859484722887
0,literal_publication,0,10,decline,0.006113019299967263,2021-01-19 11:10:00,2021-01-19 11:10:00,2021-01-19 13:33:00,1,53,-0.006131780299091005,-0.0030658901495455027,-0.004598835224318254,-0.0030658901495455027,-0.0051073223942003304,0.004864082088629207,0.00792997223817471,0.0030658901495455027,0.002041432244654828
0,literal_publication,0,10,recovery,0.006113019299967263,2021-01-19 11:10:00,2021-01-19 13:33:00,2021-01-19 13:44:00,1,11,0.006701063052509504,0.003350531526254752,0.005025797289382128,0.003350531526254752,0.005581493093955723,0.003395017490962271,4.448596470751909e-05,-0.003350531526254752,-0.0022309615677009714
0,literal_publication,3,1,decline,0.9130266459501892,2021-01-19 14:38:00,2021-01-19 14:38:00,2025-10-17 09:33:00,1148,275065,-2.4421534825289575,-1.8469696328939023,-1.8315942397877816,-1.2210489145697148,-2.0341188973650306,14.644786183910307,15.18128337256698,0.5364971886566723,0.18714926447112834
0,literal_publication,3,1,recovery,0.9130266459501892,2021-01-19 14:38:00,2025-10-17 09:33:00,2025-12-31 14:55:00,54,12952,0.04616356194160039,-0.000777683207642349,0.03462355801126976,0.023082962926544798,0.03845151277074929,0.8027421239733465,0.7536994155316816,-0.04904270844166492,-0.03922919597839164
0,literal_publication,3,2,decline,0.04588942156719088,2021-01-06 09:32:00,2021-01-06 09:32:00,2021-01-08 09:56:00,3,504,-0.0469757039440033,-0.0469757039440033,-0.035231777958002475,-0.02348785197200165,-0.039127309367574595,-0.0,0.0,0.0,-0.007848394576428705
0,literal_publication,3,2,recovery,0.04588942156719088,2021-01-06 09:32:00,2021-01-08 09:56:00,2021-01-13 13:50:00,4,864,0.047530385004550896,0.037958021503909256,0.03564782252705223,0.023765237529289628,0.039589342997341334,0.08080652330479676,0.07138410351475821,-0.00942241979003855,-0.001631321493432078
0,literal_publication,3,3,decline,0.028360666094568533,2021-01-14 13:16:00,2021-01-14 13:16:00,2021-01-15 10:18:00,2,152,-0.028770599032729022,-0.02381551160814999,-0.02157791550090771,-0.01438525448935033,-0.023963769714621146,0.010519514276846387,0.01532452290977826,0.004805008632931873,0.00014825810647115661
0,literal_publication,3,3,recovery,0.028360666094568533,2021-01-14 13:16:00,2021-01-15 10:18:00,2021-01-18 10:13:00,2,235,0.029057773374367907,0.021970790981421292,0.021793363804414986,0.014528931714198135,0.024203014972479585,0.03462932553447651,0.027392264349882733,-0.007237061184593774,-0.002232223991058293
0,literal_publication,3,4,decline,0.0163369083489609,2021-01-14 09:46:00,2021-01-14 09:46:00,2021-01-14 10:05:00,1,19,-0.016471827091032232,-0.016471827091032232,-0.012353870318274174,-0.008235913545516116,-0.013719821531749244,-0.0,0.0,0.0,-0.002752005559282988
0,literal_publication,3,4,recovery,0.0163369083489609,2021-01-14 09:46:00,2021-01-14 10:05:00,2021-01-14 10:34:00,1,29,0.01698441895625802,0.01698441895625802,0.012738314217193514,0.00849220947812901,0.014146772887579895,-0.0,0.0,0.0,0.002837646068678123
0,literal_publication,3,5,decline,0.013647396136431641,2021-01-13 13:50:00,2021-01-13 13:50:00,2021-01-13 14:55:00,1,65,-0.013741377897565243,-0.006870688948782622,-0.010306033423173933,-0.006870688948782622,-0.011445558001125443,0.004456390666007337,0.011327079614789959,0.006870688948782622,0.0045748690523428216
0,literal_publication,3,5,recovery,0.013647396136431641,2021-01-13 13:50:00,2021-01-13 14:55:00,2021-01-14 09:46:00,2,21,0.014062209153277742,0.013143057560653922,0.010546690638597363,0.007031149603653053,0.011712811927958155,0.00116154812800362,9.231774373263946e-05,-0.0010692303842709805,0.0014302456326957674
0,literal_publication,3,6,decline,0.012666688947562125,2021-01-18 13:19:00,2021-01-18 13:19:00,2021-01-18 14:43:00,1,84,-0.012747595389243749,-0.012747595389243749,-0.009560696541932812,-0.006373797694621874,-0.010617810199974225,-0.0,0.0,0.0,-0.002129785189269524
0,literal_publication,3,6,recovery,0.012666688947562125,2021-01-18 13:19:00,2021-01-18 14:43:00,2021-01-19 09:52:00,2,39,0.015206415326965676,0.01027508768558993,0.011404845268863314,0.00760325269049702,0.012665851588450388,0.008769220019741564,0.003687813586718658,-0.005081406433022906,-0.002390763902860457
0,literal_publication,3,7,decline,0.010536129882511316,2021-01-05 10:15:00,2021-01-05 10:15:00,2021-01-05 11:21:00,1,66,-0.010592027878008281,-0.010592027878008281,-0.00794402090850621,-0.0052960139390041405,-0.008822380865368806,-0.0,0.0,0.0,-0.0017696470126394755
0,literal_publication,3,7,recovery,0.010536129882511316,2021-01-05 10:15:00,2021-01-05 11:21:00,2021-01-06 09:30:00,2,129,0.013077510098099765,0.013077510098099765,0.009808132573574824,0.0065387550490498825,0.010892604908611485,-0.0,0.0,0.0,0.00218490518948828
0,literal_publication,3,8,decline,0.010048629190144815,2021-01-04 13:23:00,2021-01-04 13:23:00,2021-01-05 09:33:00,2,100,-0.010099457454033178,-0.010099457454033178,-0.007574593090524884,-0.005049728727016589,-0.008412105898820878,-0.0,0.0,0.0,-0.0016873515552122999
0,literal_publication,3,8,recovery,0.010048629190144815,2021-01-04 13:23:00,2021-01-05 09:33:00,2021-01-05 10:14:00,1,41,0.010730806035530449,0.010730806035530449,0.008048104526647837,0.0053654030177652245,0.008937972872447714,-0.0,0.0,0.0,0.0017928331630827354
0,literal_publication,3,9,decline,0.006324097186481289,2021-01-04 09:30:00,2021-01-04 09:30:00,2021-01-04 09:35:00,1,6,-0.006344179000091521,-0.006344179000091521,-0.004758125809614638,-0.0031720782466698742,-0.0052842286394848,-0.0,0.0,0.0,-0.0010599503606067203
0,literal_publication,3,9,recovery,0.006324097186481289,2021-01-04 09:30:00,2021-01-04 09:35:00,2021-01-04 09:42:00,1,7,0.007422779494020482,0.007422779494020482,0.005567084620515361,0.003711389747010241,0.006182629854276055,-0.0,0.0,0.0,0.001240149639744427
0,literal_publication,3,10,decline,0.006119520186293254,2021-01-19 09:57:00,2021-01-19 09:57:00,2021-01-19 10:11:00,1,14,-0.006138321191277996,-0.003069160595638998,-0.004603740893458497,-0.003069160595638998,-0.005112770476733492,0.0012067976512137868,0.004275958246852785,0.003069160595638998,0.0020436098810944943
0,literal_publication,3,10,recovery,0.006119520186293254,2021-01-19 09:57:00,2021-01-19 10:11:00,2021-01-19 10:39:00,1,28,0.006744689438887619,0.0033723447194438094,0.005058517079165714,0.0033723447194438094,0.005617830667916098,0.006378198689526826,0.0030058539700830167,-0.0033723447194438094,-0.0022454859484722887
4,legacy_on_minute,0,1,decline,0.16218978392310288,2023-04-06 11:19:00,2023-04-06 11:19:00,2023-10-20 13:00:00,131,31211,-0.17696367661075119,-0.09447994616555722,-0.1327227574580634,-0.08848183830537559,-0.1470779258679421,1.5012077790982339,1.5836915095434279,0.08248373044519397,0.05259797970238489
4,legacy_on_minute,0,1,recovery,0.16218978392310288,2023-04-06 11:19:00,2023-10-20 13:00:00,2024-01-31 14:18:00,73,17358,0.17716573634680088,0.1734675947395754,0.13287430226010066,0.08858286817340044,0.14724586161299885,0.7842894147514055,0.78059127314418,-0.0036981416072254802,0.026221733126576552
4,legacy_on_minute,0,2,decline,0.1480641299369278,2025-08-25 09:35:00,2025-08-25 09:35:00,2025-09-03 14:59:00,8,1914,-0.16024402486476408,-0.12477274811434347,-0.12018301864857306,-0.08012201243238204,-0.1331819007223801,0.2555790814952874,0.291050358245708,0.03547127675042061,0.008409152608036624
4,legacy_on_minute,0,2,recovery,0.1480641299369278,2025-08-25 09:35:00,2025-09-03 14:59:00,2025-10-10 09:34:00,21,4805,0.1615266959570265,0.16105952228102183,0.12114502196776988,0.08076334797851326,0.13424795341428755,0.5230389138929836,0.5225717402169789,-0.00046717367600468407,0.026811568866734276
4,legacy_on_minute,0,3,decline,0.13520067266266078,2022-10-24 09:39:00,2022-10-24 09:39:00,2022-11-11 10:50:00,15,3431,-0.1452577904819794,-0.09978785128857126,-0.10894334286148455,-0.0726288952409897,-0.12072655219094647,0.23586286774017795,0.2813328069335861,0.04546993919340814,0.020938700902375207
4,legacy_on_minute,0,3,recovery,0.13520067266266078,2022-10-24 09:39:00,2022-11-11 10:50:00,2023-01-30 09:30:00,51,11920,0.14979724475807554,0.12780824548258884,0.11234793356855666,0.07489862237903777,0.12449938022146459,0.4834879891253827,0.461498989849896,-0.021988999275486698,0.0033088652611242553
4,legacy_on_minute,0,4,decline,0.11908963582993265,2024-11-28 11:01:00,2024-11-28 11:01:00,2024-12-06 10:39:00,7,1418,-0.12679940150244295,-0.11160730209473435,-0.09509955112683222,-0.06339970075122148,-0.10538542898437223,0.10949503983086517,0.12468713923857377,0.015192099407708604,-0.006221873110362125
4,legacy_on_minute,0,4,recovery,0.11908963582993265,2024-11-28 11:01:00,2024-12-06 10:39:00,2025-03-14 10:06:00,64,15087,0.1272573008128859,0.08597217976751681,0.09544297560966442,0.06362865040644294,0.10576599793573074,0.8679126877420944,0.8266275666967253,-0.04128512104536908,-0.019793818168213934
4,legacy_on_minute,0,5,decline,0.11852541535714921,2023-02-21 09:51:00,2023-02-21 09:51:00,2023-03-14 11:24:00,16,3693,-0.1261591095021739,-0.11789046557684024,-0.09461933212663043,-0.06307955475108695,-0.10485326994951813,0.10177442572733986,0.11004306965267352,0.008268643925333663,-0.013037195627322112
4,legacy_on_minute,0,5,recovery,0.11852541535714921,2023-02-21 09:51:00,2023-03-14 11:24:00,2023-04-03 09:30:00,15,3246,0.12888133201969332,0.11550151144386067,0.09666099901476999,0.06444066600984666,0.10711576160484486,0.1855999286413299,0.17222010806549726,-0.013379820575832646,0.008385749839015813
4,legacy_on_minute,0,6,decline,0.1180791040150763,2022-06-09 13:57:00,2022-06-09 13:57:00,2022-07-14 09:46:00,26,5839,-0.12565291408939672,-0.1455059836760979,-0.09423968556704754,-0.06282645704469836,-0.10443256117571202,0.30752556371567064,0.28767249412896945,-0.01985306958670119,-0.041073422500385884
4,legacy_on_minute,0,6,recovery,0.1180791040150763,2022-06-09 13:57:00,2022-07-14 09:46:00,2022-08-29 09:30:00,33,7664,0.13108611203695997,0.11094027759327885,0.09831458402771998,0.06554305601847998,0.10894819681496956,0.36208340022319785,0.34193756577951673,-0.02014583444368112,0.0019920807783092853
4,legacy_on_minute,0,7,decline,0.11125231150795742,2021-03-09 10:00:00,2021-03-09 10:00:00,2021-05-07 10:30:00,40,9390,-0.11794189872090399,-0.10013858700399592,-0.088456424040678,-0.058970949360451996,-0.09802378753100328,0.40289806071430245,0.42070137243121053,0.017803311716908077,-0.0021147994729926317
4,legacy_on_minute,0,7,recovery,0.11125231150795742,2021-03-09 10:00:00,2021-05-07 10:30:00,2021-06-02 10:03:00,19,4293,0.11875040980448137,0.11992451148160743,0.08906280735336103,0.059375204902240686,0.09869575669151845,0.1928375322578324,0.19401163393495846,0.0011741016771260604,0.021228754790088983
4,legacy_on_minute,0,8,decline,0.09801081685157596,2021-07-02 10:02:00,2021-07-02 10:02:00,2021-07-14 14:11:00,9,2079,-0.10315275106633681,-0.10310205956145113,-0.07736456329975261,-0.051576375533168406,-0.08573224158187076,0.07914374045269001,0.0791944319575757,5.0691504885680416e-05,-0.01736981797958037
4,legacy_on_minute,0,8,recovery,0.09801081685157596,2021-07-02 10:02:00,2021-07-14 14:11:00,2021-07-27 10:23:00,10,2022,0.10342702449416308,0.09702464270031452,0.07757026837062231,0.05171351224708154,0.08596019551941303,0.13889685923791317,0.13249447744406462,-0.006402381793848555,0.011064447180901493
4,legacy_on_minute,0,9,decline,0.0932316334387527,2021-01-04 13:23:00,2021-01-04 13:23:00,2021-01-13 13:05:00,8,1662,-0.09786824564930008,-0.09072679773073578,-0.07340118423697506,-0.04893412282465004,-0.08134018717352304,0.0907683887855355,0.0979098367040998,0.007141447918564303,-0.009386610557212738
4,legacy_on_minute,0,9,recovery,0.0932316334387527,2021-01-04 13:23:00,2021-01-13 13:05:00,2021-02-18 09:31:00,22,4916,0.0981759848830066,0.08759843773387832,0.07363198866225495,0.0490879924415033,0.08159595518800267,0.33250403846393484,0.32192649131480655,-0.010577547149128286,0.006002482545875654
4,legacy_on_minute,0,10,decline,0.09020974708114503,2024-10-22 09:50:00,2024-10-22 09:50:00,2024-10-29 09:51:00,6,1201,-0.09454119733640454,-0.06886051087626788,-0.0709058980023034,-0.04727059866820227,-0.07857501313049356,0.15769950521893872,0.18338019167907538,0.02568068646013666,0.009714502254225682
4,legacy_on_minute,0,10,recovery,0.09020974708114503,2024-10-22 09:50:00,2024-10-29 09:51:00,2024-11-25 09:33:00,20,4542,0.09463557813993528,0.07979879574217907,0.07097668360495146,0.04731778906996764,0.0786534548372376,0.4675745539434084,0.4527377715456522,-0.01483678239775621,0.0011453409049414776
4,legacy_on_minute,3,1,decline,0.48891295614510594,2022-05-13 09:30:00,2022-05-13 09:30:00,2024-01-23 13:45:00,417,100005,-0.671215363059834,-0.46702439505068194,-0.5033705210970614,-0.3355530187346997,-0.5578293443379845,4.869864491031877,4.945731743373637,0.07586725234175917,0.09080494928730254
4,legacy_on_minute,3,1,recovery,0.48891295614510594,2022-05-13 09:30:00,2024-01-23 13:45:00,2024-10-08 09:30:00,167,39675,0.7378700773302371,0.6886829420780498,0.5534174859461406,0.3689549406053871,0.6132692325427013,2.145702670019203,2.048938531599205,-0.09676413841999798,0.07541370953534854
4,legacy_on_minute,3,2,decline,0.25337931942465,2024-11-28 11:01:00,2024-11-28 11:01:00,2025-09-26 13:50:00,205,49039,-0.29219801321295297,-0.16685461652086825,-0.21912922516181366,-0.14607329618137843,-0.24283696950874464,2.8621626200027803,2.9279210892227527,0.06575846921997242,0.0759823529878764
4,legacy_on_minute,3,2,recovery,0.25337931942465,2024-11-28 11:01:00,2025-09-26 13:50:00,2025-12-31 14:54:00,63,14944,0.19311503021707097,0.10619763974878782,0.14484168488550625,0.09656473068418052,0.16050567911476804,1.0017406331510346,0.900864969492257,-0.10087566365877754,-0.05430803936598022
