table,cell,start,end,days,pnl_log
fast_slow,01,2022-01-19,2022-01-20,2,0.0037851487396627003
fast_slow,11,2022-01-21,2022-01-27,5,-0.0285041395957996
fast_slow,01,2022-01-28,2022-02-07,2,-0.0479381167395854
fast_slow,11,2022-02-08,2022-02-08,1,0.0316977635475307
fast_slow,01,2022-02-09,2022-02-10,2,-0.021648569888904998
fast_slow,11,2022-02-11,2022-02-11,1,-0.0018363645469326
fast_slow,01,2022-02-14,2022-02-15,2,0.0012144506431004
fast_slow,11,2022-02-16,2022-02-21,4,-0.009127395773385599
fast_slow,10,2022-02-22,2022-02-22,1,0.0074605428487159
fast_slow,01,2022-02-23,2022-02-24,2,0.042272017372015594
fast_slow,00,2022-02-25,2022-02-28,2,0.0093213674644562
fast_slow,01,2022-03-01,2022-03-01,1,0.0016451078548195
fast_slow,10,2022-03-02,2022-03-03,2,-0.0241837213851482
fast_slow,01,2022-03-04,2022-03-04,1,0.0157121295922474
fast_slow,11,2022-03-07,2022-03-07,1,0.0177158968544092
fast_slow,01,2022-03-08,2022-03-09,2,0.011570033296970202
fast_slow,11,2022-03-10,2022-03-10,1,0.0019938097486709
fast_slow,10,2022-03-11,2022-03-18,6,0.14524698709856182
fast_slow,00,2022-03-21,2022-03-21,1,0.0137885510669448
fast_slow,10,2022-03-22,2022-03-24,3,-0.0332540773878362
fast_slow,11,2022-03-25,2022-03-28,2,0.026736290377894902
fast_slow,01,2022-03-29,2022-04-15,12,0.030748657554868206
fast_slow,00,2022-04-18,2022-04-19,2,0.019643589012160997
fast_slow,10,2022-04-20,2022-04-20,1,0.0111264249679914
fast_slow,01,2022-04-21,2022-05-16,15,0.1641817582071584
fast_slow,00,2022-05-17,2022-05-17,1,-0.019322504508155
fast_slow,10,2022-05-18,2022-05-23,4,0.0074968943050094
fast_slow,11,2022-05-24,2022-05-25,2,-0.000516516671577899
fast_slow,00,2022-05-26,2022-05-27,2,-0.013531124269841502
fast_slow,10,2022-05-30,2022-05-30,1,-0.0014090006421701
fast_slow,11,2022-05-31,2022-05-31,1,0.0162257629687937
fast_slow,01,2022-06-01,2022-06-10,7,0.030756961062533502
fast_slow,00,2022-06-13,2022-06-20,6,-0.037662957863648996
fast_slow,10,2022-06-21,2022-06-24,4,0.005674276514985702
fast_slow,00,2022-06-27,2022-06-29,3,0.0332426492504734
fast_slow,10,2022-06-30,2022-07-06,5,0.006242495611141902
fast_slow,00,2022-07-07,2022-07-07,1,0.0041308837036682
fast_slow,10,2022-07-08,2022-07-08,1,-0.0348910084989007
fast_slow,01,2022-07-11,2022-07-15,5,0.028335349178264097
fast_slow,00,2022-07-18,2022-07-22,5,0.047646391369042
fast_slow,10,2022-07-25,2022-08-02,7,-0.0239394436490514
fast_slow,00,2022-08-03,2022-08-08,4,0.019852700119325502
fast_slow,01,2022-08-09,2022-08-09,1,-0.0107179209543771
fast_slow,11,2022-08-10,2022-08-11,2,-0.027967207883156
fast_slow,10,2022-08-12,2022-08-18,5,0.0122499988505156
fast_slow,11,2022-08-19,2022-08-23,3,0.0212125282873408
fast_slow,01,2022-08-24,2022-08-30,5,0.0174339302030423
fast_slow,00,2022-08-31,2022-09-02,3,-0.0018291645811230007
fast_slow,10,2022-09-05,2022-09-05,1,-0.0133998940347729
fast_slow,00,2022-09-06,2022-09-14,6,0.0038561956876267
fast_slow,01,2022-09-15,2022-09-20,4,0.054237119292302696
fast_slow,11,2022-09-21,2022-09-21,1,-0.0282177465712172
fast_slow,00,2022-09-22,2022-09-23,2,-0.0302943486279803
fast_slow,10,2022-09-26,2022-09-27,2,0.00013043029758929995
fast_slow,00,2022-09-28,2022-09-28,1,0.0002832374307988
fast_slow,10,2022-09-29,2022-09-29,1,-0.0132802968395739
fast_slow,11,2022-09-30,2022-10-12,4,0.08048111635717789
fast_slow,01,2022-10-13,2022-10-13,1,0.0176855486712085
fast_slow,11,2022-10-14,2022-10-14,1,0.0236207094756028
fast_slow,01,2022-10-17,2022-10-18,2,-0.009661465690289995
fast_slow,11,2022-10-19,2022-10-19,1,-0.0033487218767644
fast_slow,10,2022-10-20,2022-10-20,1,0.0235119297057579
fast_slow,00,2022-10-21,2022-10-24,2,-0.024299412100476262
fast_slow,10,2022-10-25,2022-10-25,1,-0.0442013508341966
fast_slow,00,2022-10-26,2022-10-26,1,0.0127586150421636
fast_slow,10,2022-10-27,2022-10-31,3,-0.0324584338770655
fast_slow,00,2022-11-01,2022-11-01,1,-0.0048264599866422
fast_slow,10,2022-11-02,2022-11-03,2,-0.0025202531990630994
fast_slow,11,2022-11-04,2022-11-09,4,-0.0013360592632601018
fast_slow,10,2022-11-10,2022-11-22,9,0.010456349311701101
fast_slow,00,2022-11-23,2022-11-23,1,0.0244666196397515
fast_slow,10,2022-11-24,2022-11-25,2,-0.0032611568499299
fast_slow,11,2022-11-28,2022-11-28,1,0.0071735787856905
fast_slow,10,2022-11-29,2022-12-02,4,-0.0157633108972089
fast_slow,00,2022-12-05,2022-12-07,3,0.0031393749348917
fast_slow,10,2022-12-08,2022-12-15,6,-0.0222023639918118
fast_slow,11,2022-12-16,2022-12-27,8,0.06898636616734631
fast_slow,01,2022-12-28,2022-12-29,2,-0.014410950353920999
fast_slow,11,2022-12-30,2023-01-03,2,0.0017627669646946998
fast_slow,10,2023-01-04,2023-01-04,1,0.0124241506472352
fast_slow,11,2023-01-05,2023-01-05,1,0.0104656277427423
fast_slow,01,2023-01-06,2023-01-11,4,0.026974097493435302
fast_slow,00,2023-01-12,2023-01-12,1,-0.0013119908841969
fast_slow,01,2023-01-13,2023-01-20,6,0.0279162918878231
fast_slow,11,2023-01-30,2023-02-01,3,0.0309112854606703
fast_slow,10,2023-02-02,2023-02-03,2,0.0227975190143741
fast_slow,00,2023-02-06,2023-02-06,1,-0.017433142260821
fast_slow,10,2023-02-07,2023-02-15,7,0.0140010981705221
fast_slow,11,2023-02-16,2023-02-23,6,0.000579432017343597
fast_slow,10,2023-02-24,2023-03-03,6,-0.0713065042210454
fast_slow,00,2023-03-06,2023-03-08,3,0.0039289292382372
fast_slow,10,2023-03-09,2023-03-09,1,-0.0012307862763201
fast_slow,00,2023-03-10,2023-03-10,1,0.0154023319138258
fast_slow,10,2023-03-13,2023-03-14,2,-0.0247709200611256
fast_slow,00,2023-03-15,2023-03-20,4,0.04687258718050791
fast_slow,10,2023-03-21,2023-03-21,1,-0.0075452516855448
fast_slow,11,2023-03-22,2023-03-27,4,0.014167721982580098
fast_slow,10,2023-03-28,2023-03-28,1,0.0036648859553235
fast_slow,00,2023-03-29,2023-03-30,2,-0.004027677065251201
fast_slow,01,2023-03-31,2023-04-10,6,0.003452258419103286
fast_slow,00,2023-04-11,2023-04-11,1,-0.02004263209351
fast_slow,10,2023-04-12,2023-04-17,4,0.019978288701399498
fast_slow,00,2023-04-18,2023-04-20,3,-0.0212158488843057
fast_slow,01,2023-04-21,2023-04-28,6,-0.021517945787100298
fast_slow,00,2023-05-04,2023-05-08,3,0.0023384408299900006
fast_slow,01,2023-05-09,2023-05-11,3,0.036553174376518
fast_slow,11,2023-05-12,2023-05-15,2,-0.0024565845557234
fast_slow,10,2023-05-16,2023-05-25,8,0.0159148260908852
fast_slow,11,2023-05-26,2023-05-26,1,0.0046174848347288
fast_slow,10,2023-05-29,2023-05-30,2,0.0012906630565741994
fast_slow,11,2023-05-31,2023-06-01,2,0.0167848146394537
fast_slow,10,2023-06-02,2023-06-02,1,0.0019832299590838
fast_slow,11,2023-06-05,2023-06-20,12,0.001050158258738102
fast_slow,01,2023-06-21,2023-06-27,3,0.00035658358749179886
fast_slow,00,2023-06-28,2023-06-29,2,-0.0252466715071977
fast_slow,10,2023-06-30,2023-07-06,5,0.013744603301589199
fast_slow,00,2023-07-07,2023-07-10,2,0.0039844499557243
fast_slow,10,2023-07-11,2023-07-11,1,-0.0031919863136418
fast_slow,00,2023-07-12,2023-07-12,1,-0.0013887097675996
fast_slow,10,2023-07-13,2023-07-17,3,0.0017555417723789995
fast_slow,11,2023-07-18,2023-07-26,7,-0.0319702372786392
fast_slow,10,2023-07-27,2023-07-31,3,0.026754337016781503
fast_slow,11,2023-08-01,2023-08-02,2,-0.0044482276844731005
fast_slow,10,2023-08-03,2023-08-08,4,-0.0126310465524408
fast_slow,11,2023-08-09,2023-08-10,2,0.0085201403195969
fast_slow,01,2023-08-11,2023-08-18,6,0.0605064552678392
fast_slow,11,2023-08-21,2023-08-21,1,-0.0065013655820399
fast_slow,00,2023-08-22,2023-08-28,5,0.06052185921327881
fast_slow,10,2023-08-29,2023-08-29,1,0.021527370452196
fast_slow,00,2023-08-30,2023-08-31,2,0.0167792117132764
fast_slow,11,2023-09-01,2023-09-01,1,-0.0066560216330935
fast_slow,01,2023-09-04,2023-09-04,1,-0.0189025056132046
fast_slow,00,2023-09-05,2023-09-05,1,0.0055434089845509
fast_slow,10,2023-09-06,2023-09-06,1,0.0047239580001245
fast_slow,01,2023-09-07,2023-09-14,6,0.0195333405074067
fast_slow,11,2023-09-15,2023-09-19,3,-0.027640458836767696
fast_slow,10,2023-09-20,2023-09-22,3,-0.0006681618035038993
fast_slow,00,2023-09-25,2023-10-19,13,-0.061776759500490504
fast_slow,11,2023-10-20,2023-10-20,1,-0.0010601173655473
fast_slow,01,2023-10-23,2023-10-24,2,0.0300554728330173
fast_slow,00,2023-10-25,2023-10-27,3,0.0252608228752812
fast_slow,01,2023-10-30,2023-10-30,1,0.0001520157147543
fast_slow,11,2023-10-31,2023-11-09,8,0.007009711253250599
fast_slow,10,2023-11-10,2023-11-13,2,-0.0048744491875624
fast_slow,00,2023-11-14,2023-11-14,1,0.0027050669010733
fast_slow,10,2023-11-15,2023-11-16,2,0.0174027834809246
fast_slow,01,2023-11-17,2023-11-17,1,-0.0075498054675221
fast_slow,00,2023-11-20,2023-11-20,1,-0.0018626029869909
fast_slow,01,2023-11-21,2023-11-24,4,0.0106682588797144
fast_slow,11,2023-11-27,2023-11-27,1,-0.0050410655619056
fast_slow,01,2023-11-28,2023-11-28,1,-0.0047773942231382
fast_slow,10,2023-11-29,2023-12-01,3,-0.014951136269303
fast_slow,00,2023-12-04,2023-12-07,4,0.0035321035621570995
fast_slow,11,2023-12-08,2023-12-21,10,0.0230251050942425
fast_slow,10,2023-12-22,2023-12-27,4,-0.0008605339760856994
fast_slow,11,2023-12-28,2024-01-03,4,0.011052794200574898
fast_slow,01,2024-01-04,2024-01-12,7,0.023025449970978593
fast_slow,00,2024-01-15,2024-01-24,8,0.0428941935312352
fast_slow,10,2024-01-25,2024-01-26,2,0.0008467078059981002
fast_slow,01,2024-01-29,2024-01-29,1,0.0098420246489472
fast_slow,11,2024-01-30,2024-01-30,1,0.0400056157256599
fast_slow,01,2024-01-31,2024-02-02,3,0.060334341460023824
fast_slow,00,2024-02-05,2024-02-05,1,0.0297392339568027
fast_slow,01,2024-02-06,2024-02-19,4,0.0815999760725166
fast_slow,11,2024-02-20,2024-02-21,2,-0.0081665038847118
fast_slow,10,2024-02-22,2024-02-23,2,-0.0164437014043205
fast_slow,00,2024-02-26,2024-02-26,1,-0.0070358909667523
fast_slow,01,2024-02-27,2024-02-27,1,0.0352246800720075
fast_slow,00,2024-02-28,2024-02-28,1,0.0344053286674249
fast_slow,01,2024-02-29,2024-03-01,2,0.0051426837219065
fast_slow,00,2024-03-04,2024-03-04,1,-0.0010739965549539
fast_slow,10,2024-03-05,2024-03-08,4,0.0060546430996753
fast_slow,11,2024-03-11,2024-03-11,1,0.0095259164371079
fast_slow,10,2024-03-12,2024-03-12,1,-0.0133894047884867
fast_slow,11,2024-03-13,2024-03-13,1,0.0089227207600325
fast_slow,10,2024-03-14,2024-03-14,1,0.0139177631174688
fast_slow,00,2024-03-15,2024-03-20,4,0.0204766461230309
fast_slow,01,2024-03-21,2024-03-21,1,0.0106475823627207
fast_slow,11,2024-03-22,2024-04-01,7,0.0679125542411387
fast_slow,00,2024-04-02,2024-04-02,1,-0.0053463349329875
fast_slow,01,2024-04-03,2024-04-11,5,-0.005713948599391801
fast_slow,00,2024-04-12,2024-04-12,1,-0.0037301994764325
fast_slow,10,2024-04-15,2024-04-25,9,0.0061626583010931015
fast_slow,11,2024-04-26,2024-04-26,1,-0.0056967548227597
fast_slow,01,2024-04-29,2024-05-08,5,0.017412547401021605
fast_slow,00,2024-05-09,2024-05-16,6,-0.0318138171090611
fast_slow,10,2024-05-17,2024-05-21,3,0.0056270720484944
fast_slow,00,2024-05-22,2024-05-23,2,0.0175530558379999
fast_slow,01,2024-05-24,2024-05-27,2,0.0375517109347336
fast_slow,00,2024-05-28,2024-05-28,1,0.0132783957611152
fast_slow,01,2024-05-29,2024-05-29,1,-0.0079626784370227
fast_slow,00,2024-05-30,2024-06-11,8,0.004158570717079002
fast_slow,11,2024-06-12,2024-06-12,1,0.0042429007838248
fast_slow,10,2024-06-13,2024-06-21,7,-0.001570633591216796
fast_slow,01,2024-06-24,2024-07-01,6,0.0451610478256046
fast_slow,00,2024-07-02,2024-07-02,1,0.0046917442433237
fast_slow,10,2024-07-03,2024-07-03,1,0.0081440385225385
fast_slow,11,2024-07-04,2024-07-04,1,7.966428574446825e-05
fast_slow,00,2024-07-05,2024-07-05,1,0.0210368340508549
fast_slow,10,2024-07-08,2024-07-08,1,0.0065237401252193
fast_slow,11,2024-07-09,2024-07-10,2,0.0032634450220624996
fast_slow,00,2024-07-11,2024-07-11,1,-0.0085806935879222
fast_slow,10,2024-07-12,2024-07-17,4,-0.0160878484797819
fast_slow,11,2024-07-18,2024-07-22,3,0.0301405371653827
fast_slow,01,2024-07-23,2024-07-23,1,0.0213287255727329
fast_slow,11,2024-07-24,2024-07-25,2,-0.0223173249872731
fast_slow,01,2024-07-26,2024-07-29,2,-0.0071428316408458994
fast_slow,11,2024-07-30,2024-07-30,1,0.0093454758487508
fast_slow,01,2024-07-31,2024-08-07,6,0.025724405428728205
fast_slow,00,2024-08-08,2024-08-12,3,-0.011007540324371902
fast_slow,10,2024-08-13,2024-08-20,6,0.016414499586757603
fast_slow,11,2024-08-21,2024-08-27,5,-0.0220628974814067
fast_slow,10,2024-08-28,2024-08-29,2,-0.0047469563680208006
fast_slow,00,2024-08-30,2024-08-30,1,0.0142599158818948
fast_slow,01,2024-09-02,2024-09-04,3,0.0245939385062754
fast_slow,10,2024-09-05,2024-09-05,1,0.0007038631014866
fast_slow,11,2024-09-06,2024-09-13,6,0.0096492067041328
fast_slow,10,2024-09-18,2024-09-20,3,0.005664527071581899
fast_slow,00,2024-09-23,2024-09-23,1,0.0031411956873715
fast_slow,01,2024-09-24,2024-09-30,5,0.0851825938547968
fast_slow,11,2024-10-08,2024-10-11,4,0.2532407715478828
fast_slow,10,2024-10-14,2024-10-15,2,0.021646687674774002
fast_slow,11,2024-10-16,2024-10-16,1,0.0204645864677284
fast_slow,01,2024-10-17,2024-10-18,2,0.1110352719592316
fast_slow,11,2024-10-21,2024-10-24,4,-0.021702097574508597
fast_slow,10,2024-10-25,2024-11-04,7,0.029516146380563598
fast_slow,11,2024-11-05,2024-11-06,2,-0.013425568870422601
fast_slow,01,2024-11-07,2024-11-07,1,0.0101251105137361
fast_slow,11,2024-11-08,2024-11-11,2,0.0006284414422087978
fast_slow,10,2024-11-12,2024-11-14,3,-0.0117719479957912
fast_slow,11,2024-11-15,2024-11-15,1,0.0081612881646978
fast_slow,01,2024-11-18,2024-11-29,10,0.09684889967121871
fast_slow,00,2024-12-02,2024-12-03,2,-0.0498104171003263
fast_slow,10,2024-12-04,2024-12-13,8,0.029517515893603512
fast_slow,11,2024-12-16,2024-12-23,6,0.0010090547059314996
fast_slow,10,2024-12-24,2024-12-27,4,0.007286896144353901
fast_slow,11,2024-12-30,2024-12-30,1,-0.0118187770004085
fast_slow,01,2024-12-31,2025-01-03,3,0.019275356854813498
fast_slow,11,2025-01-06,2025-01-07,2,0.0116141144617269
fast_slow,01,2025-01-08,2025-01-08,1,0.0218157173987132
fast_slow,00,2025-01-09,2025-01-14,4,-0.0258438406220683
fast_slow,10,2025-01-15,2025-01-24,8,-0.0008269851286997008
fast_slow,00,2025-01-27,2025-02-05,2,-0.0161144681202961
fast_slow,01,2025-02-06,2025-02-12,5,0.0344835701456215
fast_slow,00,2025-02-13,2025-02-13,1,-0.0042880189175138
fast_slow,10,2025-02-14,2025-02-19,4,-0.016141240416742496
fast_slow,11,2025-02-20,2025-02-20,1,-0.001567693644191
fast_slow,01,2025-02-21,2025-02-25,3,0.0065596894975658996
fast_slow,11,2025-02-26,2025-02-26,1,0.0111294915166566
fast_slow,01,2025-02-27,2025-02-27,1,0.0151585066430523
fast_slow,00,2025-02-28,2025-03-03,2,0.0095974737342526
fast_slow,10,2025-03-04,2025-03-04,1,-0.0177065182279479
fast_slow,00,2025-03-05,2025-03-06,2,0.0178954693337865
fast_slow,10,2025-03-07,2025-03-07,1,-0.0095186593553976
fast_slow,00,2025-03-10,2025-03-12,3,-0.005469338922716298
fast_slow,10,2025-03-13,2025-03-18,4,0.0329542081982575
fast_slow,00,2025-03-19,2025-03-19,1,0.0094554343645268
fast_slow,01,2025-03-20,2025-03-27,6,0.006231762961157901
fast_slow,00,2025-03-28,2025-04-01,3,0.0110750178489981
fast_slow,01,2025-04-02,2025-04-03,2,0.022036886430083797
fast_slow,00,2025-04-07,2025-04-17,9,-0.002194844522527002
fast_slow,10,2025-04-18,2025-04-29,8,0.0109200302341924
fast_slow,11,2025-04-30,2025-05-06,2,0.0194209091072171
fast_slow,10,2025-05-07,2025-05-07,1,-0.0133490655171282
fast_slow,11,2025-05-08,2025-05-09,2,-0.0129503665872137
fast_slow,10,2025-05-12,2025-05-13,2,-0.000958963050211
fast_slow,00,2025-05-14,2025-05-16,3,-0.001077030173690524
fast_slow,10,2025-05-19,2025-05-22,4,-0.0013918853603674007
fast_slow,00,2025-05-23,2025-05-23,1,0.0134001991318382
fast_slow,01,2025-05-26,2025-05-29,4,-0.0028076282234551003
fast_slow,00,2025-05-30,2025-06-11,8,0.001942071773797599
fast_slow,01,2025-06-12,2025-06-12,1,-0.0020113830668016
fast_slow,11,2025-06-13,2025-06-17,3,-0.0007036645842702
fast_slow,10,2025-06-18,2025-06-20,3,-0.0022077406866475003
fast_slow,00,2025-06-23,2025-06-23,1,-0.0082860553576795
fast_slow,01,2025-06-24,2025-06-30,5,0.0311066281884042
fast_slow,00,2025-07-01,2025-07-11,9,0.0050619814573614995
fast_slow,10,2025-07-14,2025-07-14,1,-0.0050736054467068
fast_slow,00,2025-07-15,2025-07-18,4,-0.0014823881767355
fast_slow,11,2025-07-21,2025-07-24,4,0.022477196757762
fast_slow,01,2025-07-25,2025-07-28,2,-0.0058284447461955
fast_slow,11,2025-07-29,2025-07-30,2,-0.010027414488067899
fast_slow,01,2025-07-31,2025-08-01,2,0.0172147698173571
fast_slow,10,2025-08-04,2025-08-06,3,-0.004744680639738999
fast_slow,00,2025-08-07,2025-08-07,1,-0.0005545188791355
fast_slow,10,2025-08-08,2025-08-08,1,0.0112594067612654
fast_slow,00,2025-08-11,2025-08-11,1,-0.0045637016970036
fast_slow,01,2025-08-12,2025-08-22,9,0.07030108876249819
fast_slow,11,2025-08-25,2025-08-28,4,0.0348038673852757
fast_slow,10,2025-08-29,2025-09-03,4,-0.0742789427084862
fast_slow,11,2025-09-04,2025-09-17,10,0.03653068676309259
fast_slow,10,2025-09-18,2025-09-22,3,-0.001747748228988797
fast_slow,00,2025-09-23,2025-09-24,2,0.0339016150987783
fast_slow,11,2025-09-25,2025-10-09,5,0.028704997941425205
fast_slow,01,2025-10-10,2025-10-13,2,0.044467384687352104
fast_slow,11,2025-10-14,2025-10-20,5,0.0689862519351664
fast_slow,00,2025-10-21,2025-10-23,3,-0.010799269377202401
fast_slow,01,2025-10-24,2025-10-28,3,0.035626427440127
fast_slow,11,2025-10-29,2025-11-06,7,0.0635257340403962
fast_slow,10,2025-11-07,2025-11-10,2,1.3231234442901557e-05
fast_slow,11,2025-11-11,2025-11-11,1,0.0015750323629609
fast_slow,10,2025-11-12,2025-11-18,5,-0.013652178339663801
fast_slow,11,2025-11-19,2025-11-25,5,0.0522502722775145
fast_slow,01,2025-11-26,2025-11-26,1,-0.0082543721220203
fast_slow,00,2025-11-27,2025-12-03,5,-0.019394332894815
short_long_eff,10,2021-01-04,2021-01-04,1,0.0167955244245445
short_long_eff,00,2021-01-05,2021-01-06,2,-0.021199255800516903
short_long_eff,10,2021-01-07,2021-01-07,1,0.0064057986583353
short_long_eff,00,2021-01-08,2021-01-11,2,-0.016080880072626202
short_long_eff,10,2021-01-12,2021-01-12,1,-0.0145710675794868
short_long_eff,00,2021-01-13,2021-01-13,1,-0.0150340338156995
short_long_eff,11,2021-01-14,2021-01-14,1,0.0296436823618383
short_long_eff,01,2021-01-15,2021-01-15,1,-0.0055377405892729
short_long_eff,11,2021-01-18,2021-01-18,1,-0.0117538387667887
short_long_eff,10,2021-01-19,2021-01-19,1,0.0123748171300444
short_long_eff,11,2021-01-20,2021-01-20,1,0.0060380391727532
short_long_eff,01,2021-01-21,2021-01-25,3,0.017943446039135197
short_long_eff,11,2021-01-26,2021-01-27,2,-0.0122962009432751
short_long_eff,10,2021-01-28,2021-01-28,1,0.012576445488693
short_long_eff,00,2021-01-29,2021-02-01,2,-0.0059789620824216
short_long_eff,10,2021-02-02,2021-02-03,2,-0.0043882931860775
short_long_eff,00,2021-02-04,2021-02-04,1,0.0152253902606062
short_long_eff,10,2021-02-05,2021-02-09,3,0.0362427852524568
short_long_eff,00,2021-02-10,2021-02-19,3,0.0039031387723767012
short_long_eff,11,2021-02-22,2021-02-22,1,0.0136249131246789
short_long_eff,00,2021-02-23,2021-02-23,1,-0.0018284922410954
short_long_eff,11,2021-02-24,2021-03-01,4,-0.010390629518676598
short_long_eff,01,2021-03-02,2021-03-03,2,-0.001238773610491301
short_long_eff,11,2021-03-04,2021-03-04,1,-0.0012672589470074
short_long_eff,01,2021-03-05,2021-03-05,1,-0.0048835500459415
short_long_eff,11,2021-03-08,2021-03-09,2,0.0584256471738321
short_long_eff,01,2021-03-10,2021-03-10,1,-0.0293631884660898
short_long_eff,11,2021-03-11,2021-03-11,1,-0.0278302525373272
short_long_eff,01,2021-03-12,2021-03-12,1,-0.0193011170724373
short_long_eff,11,2021-03-15,2021-03-15,1,0.0336721790132933
short_long_eff,01,2021-03-16,2021-03-16,1,0.0031429324132547
short_long_eff,11,2021-03-17,2021-03-17,1,-0.0096614544162193
short_long_eff,01,2021-03-18,2021-03-19,2,-0.0149025554870644
short_long_eff,11,2021-03-22,2021-03-22,1,0.0072618359118734
short_long_eff,01,2021-03-23,2021-03-23,1,0.0139515761259376
short_long_eff,11,2021-03-24,2021-03-24,1,0.0021222586977802
short_long_eff,01,2021-03-25,2021-03-25,1,-0.009772904398462
short_long_eff,10,2021-03-26,2021-03-26,1,0.0066556557194465
short_long_eff,01,2021-03-29,2021-03-31,3,-0.0119507670071926
short_long_eff,10,2021-04-01,2021-04-02,2,0.0260679501687479
short_long_eff,00,2021-04-06,2021-04-06,1,-0.0129821003988485
short_long_eff,01,2021-04-07,2021-04-08,2,-0.0210627676920953
short_long_eff,10,2021-04-09,2021-04-12,2,0.0141961751626701
short_long_eff,00,2021-04-13,2021-04-13,1,-0.0001934981027123
short_long_eff,10,2021-04-14,2021-04-14,1,-0.0174384200890339
short_long_eff,00,2021-04-15,2021-04-15,1,0.002471451978425
short_long_eff,10,2021-04-16,2021-04-16,1,-0.0104682111952531
short_long_eff,11,2021-04-19,2021-04-19,1,0.0030433481229237
short_long_eff,00,2021-04-20,2021-04-21,2,-0.0193854126662073
short_long_eff,11,2021-04-22,2021-04-22,1,-0.0133760237584884
short_long_eff,01,2021-04-23,2021-04-27,3,0.0238876305136015
short_long_eff,11,2021-04-28,2021-04-28,1,-0.0139332421720172
short_long_eff,01,2021-04-29,2021-04-30,2,0.0045016636639671
short_long_eff,00,2021-05-06,2021-05-06,1,-0.012265625295404
short_long_eff,10,2021-05-07,2021-05-07,1,0.0255610707031679
short_long_eff,00,2021-05-10,2021-05-11,2,0.0168852325264977
short_long_eff,10,2021-05-12,2021-05-12,1,-0.0032965597805631
short_long_eff,00,2021-05-13,2021-05-13,1,0.0028901905271219
short_long_eff,11,2021-05-14,2021-05-17,2,0.0329085959425309
short_long_eff,01,2021-05-18,2021-05-18,1,-0.0071283227643681
short_long_eff,00,2021-05-19,2021-05-20,2,-0.023639172770689502
short_long_eff,10,2021-05-21,2021-05-24,2,0.0020688218482637997
short_long_eff,11,2021-05-25,2021-05-25,1,0.0292137043672467
short_long_eff,00,2021-05-26,2021-05-26,1,-0.0127490334755394
short_long_eff,11,2021-05-27,2021-05-27,1,0.0013695884357064
short_long_eff,01,2021-05-28,2021-05-28,1,0.0210298745308477
short_long_eff,11,2021-05-31,2021-06-02,3,0.0544588516011395
short_long_eff,01,2021-06-03,2021-06-03,1,-0.0049044985655245
short_long_eff,11,2021-06-04,2021-06-04,1,-0.0089371515815232
short_long_eff,01,2021-06-07,2021-06-07,1,-0.0172586528227485
short_long_eff,11,2021-06-08,2021-06-08,1,0.0136779705074305
short_long_eff,01,2021-06-09,2021-06-09,1,0.0001378338499877
short_long_eff,11,2021-06-10,2021-06-10,1,0.0075586040468982
short_long_eff,01,2021-06-11,2021-06-15,2,-0.007934078435936801
short_long_eff,11,2021-06-16,2021-06-21,4,0.0662934567602574
short_long_eff,01,2021-06-22,2021-06-23,2,-0.0120573010032055
short_long_eff,11,2021-06-24,2021-06-28,3,0.0404697020033943
short_long_eff,01,2021-06-29,2021-06-29,1,-0.0191820774670496
short_long_eff,11,2021-06-30,2021-06-30,1,0.0067207605267268
short_long_eff,01,2021-07-01,2021-07-01,1,-0.0154596549369325
short_long_eff,11,2021-07-02,2021-07-12,7,-0.0266131029955255
short_long_eff,01,2021-07-13,2021-07-13,1,-0.0125008246599633
short_long_eff,11,2021-07-14,2021-07-14,1,0.0007368658343572
short_long_eff,00,2021-07-15,2021-07-15,1,0.0153205624410465
short_long_eff,10,2021-07-16,2021-07-16,1,0.0103542014660123
short_long_eff,00,2021-07-19,2021-07-20,2,-0.006220601283851599
short_long_eff,10,2021-07-21,2021-07-22,2,0.041365289625606
short_long_eff,00,2021-07-23,2021-07-28,4,0.1173868210811079
short_long_eff,10,2021-07-29,2021-07-29,1,0.0375894843677001
short_long_eff,00,2021-07-30,2021-08-02,2,0.0151754178517454
short_long_eff,10,2021-08-03,2021-08-04,2,-0.014204773393288302
short_long_eff,00,2021-08-05,2021-08-12,6,-0.059371963752396895
short_long_eff,10,2021-08-13,2021-08-13,1,0.015438507860732
short_long_eff,00,2021-08-16,2021-08-16,1,0.0075965026594975
short_long_eff,10,2021-08-17,2021-08-17,1,0.0216237250423136
short_long_eff,00,2021-08-18,2021-08-18,1,0.0025120031917791
short_long_eff,10,2021-08-19,2021-08-19,1,-0.0128981664362961
short_long_eff,00,2021-08-20,2021-08-20,1,0.0004628885659342
short_long_eff,10,2021-08-23,2021-08-23,1,0.0111290930972962
short_long_eff,00,2021-08-24,2021-08-24,1,-0.02157693785445
short_long_eff,10,2021-08-25,2021-08-26,2,0.0319859144275735
short_long_eff,11,2021-08-27,2021-08-27,1,0.0019034536344922
short_long_eff,01,2021-08-30,2021-08-30,1,0.0089836581287694
short_long_eff,11,2021-08-31,2021-08-31,1,0.0091265648295746
short_long_eff,01,2021-09-01,2021-09-01,1,-0.0070183631317479
short_long_eff,11,2021-09-02,2021-09-02,1,0.0012267656761217
short_long_eff,01,2021-09-03,2021-09-03,1,-0.0172783913431904
short_long_eff,11,2021-09-06,2021-09-06,1,0.0115440198223029
short_long_eff,01,2021-09-07,2021-09-07,1,-0.0131297600149052
