slice,bars,pnl_log,positive_log,negative_log,mean_bp,long_log,short_log
at_highwater,1482,4.27424683272584,4.27424683272584,0.0,28.841071745788394,2.3194075155236984,1.954839317202142
other_underwater,38869,-1.3377858891789052,28.81367587120294,-30.151461760381846,-0.3441781083071098,-1.0143712789674666,-0.3234146102114385
top10_decline,7026,-1.1646348783043068,5.141336176270963,-6.305971054575269,-1.6576072848054466,-0.5797930042982117,-0.584841874006095
top10_recovery,10799,1.3513545003385312,8.010356666591194,-6.659002166252664,1.2513700345759156,0.8189954397967787,0.5323590605417524
