rank,leg,view,days,eff_1d,eff_5d,eff_20d,wick_1d
7,decline,30m_offset_15,32,0.4573302259674737,0.24351268514931196,0.07804413816132971,0.5292782691585658
7,decline,5m_offset_0,32,0.18743663163436733,0.0930105629177668,0.02883613670301212,0.467924705518701
7,decline,5m_offset_1,32,0.1844283395232628,0.09279674422345441,0.02913173681339202,0.46167800936619163
7,decline,5m_offset_2,32,0.1874925200692658,0.09276201278162058,0.029365476366861407,0.46100989198181863
7,decline,5m_offset_3,32,0.18703376537252409,0.09406644338268544,0.029620884520824023,0.4767935028857374
7,decline,5m_offset_4,32,0.18669758420545593,0.09529732265185814,0.02996462918683915,0.47231931630843843
7,decline,60m_offset_30,32,0.7738579661150045,0.365353430225394,0.1206189900107014,0.5111216243930199
7,decline,60m_offset_45,32,0.7493992640583625,0.38063254222038695,0.12138772362477493,0.5650774435569438
7,decline,daily_noon_close_1130,32,1.0,0.5694589804292951,0.17724046955025224,0.5750591108218236
7,decline,daily_proxy_close_1400,32,1.0,0.5546062174187208,0.17671655535486183,0.5270815579975275
7,decline,daily_proxy_close_1430,32,1.0,0.5186540363659362,0.16594080946347678,0.5408566524703995
7,recovery,15m_offset_10,50,0.34769572319815095,0.13463781836395983,0.05007408537639427,0.4931187219402636
7,recovery,15m_offset_5,50,0.34794413591253,0.13922567939614994,0.051499219104314396,0.5016061793882101
7,recovery,1m_official,50,0.08429316250617438,0.033527687750102356,0.012500618246987585,0.3923769894475123
7,recovery,30m_offset_15,50,0.5292910378232318,0.21453609470470655,0.08147237095920805,0.5151395194118961
7,recovery,5m_offset_0,50,0.1875845528965727,0.07443005345252429,0.02768876464145501,0.4686707704106478
7,recovery,5m_offset_1,50,0.18700924147726605,0.07267552967602975,0.027533834141127585,0.4617268276373608
7,recovery,5m_offset_2,50,0.19476090349178687,0.07536211735206318,0.028212170791104316,0.4775657166436597
7,recovery,5m_offset_3,50,0.19968083681970752,0.07731767923614667,0.028777836376938645,0.482197813201915
7,recovery,5m_offset_4,50,0.1943197564558894,0.07656310718575936,0.0285544606710177,0.4700613599998366
7,recovery,60m_offset_30,50,0.7242445192532174,0.3231763447726135,0.12192898384608947,0.46164342895828786
