view,annual_2021_pct,annual_2022_pct,annual_2023_pct,annual_2024_pct,annual_2025_pct,cagr_pct,mdd_pct
5m_offset_0,75.89881317090415,74.03667883669752,31.533811429942453,240.93749243357158,65.48712918654269,86.75662509083047,-14.323804733417234
5m_offset_1,74.5565758715251,46.845499889945266,12.341282032439892,284.9857484097237,17.793077268402286,67.1783869196815,-18.63254727796473
5m_offset_2,33.92042924995196,49.87444318660958,3.6545729896913604,212.2775218588088,12.360947461218956,48.820856548285505,-19.751949008265456
5m_offset_3,35.44904677081047,62.55694261824806,5.062854655165215,197.03650088914736,38.12381947470066,56.84179873059932,-17.49869985464726
5m_offset_4,57.46064651964606,67.32560004784601,11.55210541060405,236.24164658425096,28.83831018492601,66.33427261062764,-14.387716906380588
