view,year,feature,outcome,rho,n_days
5m_offset_1,2025,wick_1d,capture,-0.05382572675173572,223
5m_offset_1,2025,gap_share_1d,pnl_log,-0.01523624842010492,223
5m_offset_1,2025,gap_share_1d,capture,-0.012308031926866006,223
5m_offset_1,2025,threshold_work_amplitude_5d,pnl_log,-0.12169520577592326,223
5m_offset_1,2025,threshold_work_amplitude_5d,capture,-0.11368860051595477,223
5m_offset_2,2021,eff_1d,pnl_log,0.3598336402608633,243
5m_offset_2,2021,eff_1d,capture,0.37682003007388004,243
5m_offset_2,2021,eff_5d,pnl_log,0.07689078230558609,243
5m_offset_2,2021,eff_5d,capture,0.07256285323846177,243
5m_offset_2,2021,eff_20d,pnl_log,-0.06294857834847899,243
5m_offset_2,2021,eff_20d,capture,-0.06398728132458882,243
5m_offset_2,2021,rv_1d,pnl_log,-0.03570060599370088,243
5m_offset_2,2021,rv_1d,capture,-0.04659193357653367,243
5m_offset_2,2021,rv_5d,pnl_log,-0.10274712684051977,243
5m_offset_2,2021,rv_5d,capture,-0.1114473096589341,243
5m_offset_2,2021,rv_20d,pnl_log,-0.056006329230372943,243
5m_offset_2,2021,rv_20d,capture,-0.0647207294003121,243
5m_offset_2,2021,rv_ratio_1_20,pnl_log,0.002061515971103651,243
5m_offset_2,2021,rv_ratio_1_20,capture,-0.007965898427895447,243
5m_offset_2,2021,drift_disagree_1_20,pnl_log,-0.10915722926468222,243
5m_offset_2,2021,drift_disagree_1_20,capture,-0.10141980298092612,243
5m_offset_2,2021,acf1_5d,pnl_log,-0.03895387054850542,243
5m_offset_2,2021,acf1_5d,capture,-0.04462073960335262,243
5m_offset_2,2021,acf3_5d,pnl_log,0.06035851142656905,243
5m_offset_2,2021,acf3_5d,capture,0.06117977255582819,243
5m_offset_2,2021,acf12_5d,pnl_log,-0.008520375137364705,243
5m_offset_2,2021,acf12_5d,capture,-0.0022613952072471693,243
5m_offset_2,2021,fast_share_1d,pnl_log,-0.1955881049273995,243
5m_offset_2,2021,fast_share_1d,capture,-0.19217928582061716,243
5m_offset_2,2021,fast_share_5d,pnl_log,-0.10807863366233957,243
5m_offset_2,2021,fast_share_5d,capture,-0.07988311664416979,243
5m_offset_2,2021,fast_share_20d,pnl_log,-0.029201603717252,243
5m_offset_2,2021,fast_share_20d,capture,-0.027935423116744528,243
5m_offset_2,2021,work_turns_5d,pnl_log,0.0562398215682142,243
5m_offset_2,2021,work_turns_5d,capture,0.05335721200710181,243
5m_offset_2,2021,slow_work_velocity_5d,pnl_log,0.0872569041967949,243
5m_offset_2,2021,slow_work_velocity_5d,capture,0.07189547403158927,243
5m_offset_2,2021,slow_work_opposition_5d,pnl_log,-0.06117928368566443,243
5m_offset_2,2021,slow_work_opposition_5d,capture,-0.07146072836506989,243
5m_offset_2,2021,wick_1d,pnl_log,0.12295500124610906,243
5m_offset_2,2021,wick_1d,capture,0.128409446342879,243
5m_offset_2,2021,gap_share_1d,pnl_log,-0.047946763545372584,243
5m_offset_2,2021,gap_share_1d,capture,-0.02473651902365265,243
5m_offset_2,2021,threshold_work_amplitude_5d,pnl_log,-0.14965769635416928,243
5m_offset_2,2021,threshold_work_amplitude_5d,capture,-0.11778155792065378,243
5m_offset_2,2022,eff_1d,pnl_log,0.40912880005046487,242
5m_offset_2,2022,eff_1d,capture,0.41183747445535457,242
5m_offset_2,2022,eff_5d,pnl_log,0.11959953277695014,242
5m_offset_2,2022,eff_5d,capture,0.11357508188892572,242
5m_offset_2,2022,eff_20d,pnl_log,0.06253024397120965,242
5m_offset_2,2022,eff_20d,capture,0.05073874670253396,242
5m_offset_2,2022,rv_1d,pnl_log,0.1035346126506695,242
5m_offset_2,2022,rv_1d,capture,0.08124710790371548,242
5m_offset_2,2022,rv_5d,pnl_log,0.05369381818520509,242
5m_offset_2,2022,rv_5d,capture,0.02949610104142985,242
5m_offset_2,2022,rv_20d,pnl_log,0.04182950253615412,242
5m_offset_2,2022,rv_20d,capture,0.029623109844409988,242
5m_offset_2,2022,rv_ratio_1_20,pnl_log,0.12413544049404732,242
5m_offset_2,2022,rv_ratio_1_20,capture,0.1159899425962547,242
5m_offset_2,2022,drift_disagree_1_20,pnl_log,-0.05347676338050214,242
5m_offset_2,2022,drift_disagree_1_20,capture,-0.0734478381187774,242
5m_offset_2,2022,acf1_5d,pnl_log,-0.06948947964916782,242
5m_offset_2,2022,acf1_5d,capture,-0.08526820660606654,242
5m_offset_2,2022,acf3_5d,pnl_log,0.13688458413719323,242
5m_offset_2,2022,acf3_5d,capture,0.13332325730163025,242
5m_offset_2,2022,acf12_5d,pnl_log,0.03204220417850495,242
5m_offset_2,2022,acf12_5d,capture,0.04899364574958691,242
5m_offset_2,2022,fast_share_1d,pnl_log,-0.34686823810424966,242
5m_offset_2,2022,fast_share_1d,capture,-0.3296805601596247,242
5m_offset_2,2022,fast_share_5d,pnl_log,-0.11142016586502945,242
5m_offset_2,2022,fast_share_5d,capture,-0.08463062241510627,242
5m_offset_2,2022,fast_share_20d,pnl_log,-0.04138327827501724,242
5m_offset_2,2022,fast_share_20d,capture,-0.03813777999619821,242
5m_offset_2,2022,work_turns_5d,pnl_log,-0.04918041315973232,242
5m_offset_2,2022,work_turns_5d,capture,-0.0430337105068449,242
5m_offset_2,2022,slow_work_velocity_5d,pnl_log,0.22287039048009755,242
5m_offset_2,2022,slow_work_velocity_5d,capture,0.21709995719803343,242
5m_offset_2,2022,slow_work_opposition_5d,pnl_log,-0.04312727683028598,242
5m_offset_2,2022,slow_work_opposition_5d,capture,-0.02082570312284417,242
5m_offset_2,2022,wick_1d,pnl_log,-0.027518997341705754,242
5m_offset_2,2022,wick_1d,capture,-0.01572495989697046,242
5m_offset_2,2022,gap_share_1d,pnl_log,0.06632018665213686,242
5m_offset_2,2022,gap_share_1d,capture,0.05462521607372607,242
5m_offset_2,2022,threshold_work_amplitude_5d,pnl_log,-0.19999271816196248,242
5m_offset_2,2022,threshold_work_amplitude_5d,capture,-0.17088568742032845,242
5m_offset_2,2023,eff_1d,pnl_log,0.3774782063478153,242
5m_offset_2,2023,eff_1d,capture,0.38459831984288173,242
5m_offset_2,2023,eff_5d,pnl_log,0.14885474045539432,242
5m_offset_2,2023,eff_5d,capture,0.1644082384683416,242
5m_offset_2,2023,eff_20d,pnl_log,0.057699675831198526,242
5m_offset_2,2023,eff_20d,capture,0.06528887517193817,242
5m_offset_2,2023,rv_1d,pnl_log,0.058454108120900544,242
5m_offset_2,2023,rv_1d,capture,0.04442640919442127,242
5m_offset_2,2023,rv_5d,pnl_log,0.017608923807842455,242
5m_offset_2,2023,rv_5d,capture,0.016805381447654807,242
5m_offset_2,2023,rv_20d,pnl_log,-0.0790972722319384,242
5m_offset_2,2023,rv_20d,capture,-0.07086202144670647,242
5m_offset_2,2023,rv_ratio_1_20,pnl_log,0.07750204166650791,242
5m_offset_2,2023,rv_ratio_1_20,capture,0.06145066914587851,242
5m_offset_2,2023,drift_disagree_1_20,pnl_log,-0.09355476131411014,242
5m_offset_2,2023,drift_disagree_1_20,capture,-0.09391412659444605,242
5m_offset_2,2023,acf1_5d,pnl_log,0.0010418955471137037,242
5m_offset_2,2023,acf1_5d,capture,0.014765620071793842,242
5m_offset_2,2023,acf3_5d,pnl_log,0.0431359997561431,242
5m_offset_2,2023,acf3_5d,capture,0.04387265081342788,242
5m_offset_2,2023,acf12_5d,pnl_log,0.07213973000468664,242
5m_offset_2,2023,acf12_5d,capture,0.08139020448840643,242
5m_offset_2,2023,fast_share_1d,pnl_log,-0.2983364810348339,242
5m_offset_2,2023,fast_share_1d,capture,-0.3006031648053527,242
5m_offset_2,2023,fast_share_5d,pnl_log,-0.07755707881446597,242
5m_offset_2,2023,fast_share_5d,capture,-0.08487024569006213,242
5m_offset_2,2023,fast_share_20d,pnl_log,2.4978397919426464e-05,242
5m_offset_2,2023,fast_share_20d,capture,-0.010752988622974793,242
5m_offset_2,2023,work_turns_5d,pnl_log,0.03369752798232089,242
5m_offset_2,2023,work_turns_5d,capture,0.0237429442615892,242
5m_offset_2,2023,slow_work_velocity_5d,pnl_log,0.18720208497650975,242
5m_offset_2,2023,slow_work_velocity_5d,capture,0.19682257843957832,242
5m_offset_2,2023,slow_work_opposition_5d,pnl_log,0.06535525380358366,242
5m_offset_2,2023,slow_work_opposition_5d,capture,0.08223129204099039,242
5m_offset_2,2023,wick_1d,pnl_log,0.10586988117479758,242
5m_offset_2,2023,wick_1d,capture,0.10140340493666283,242
5m_offset_2,2023,gap_share_1d,pnl_log,0.12034549781312012,242
5m_offset_2,2023,gap_share_1d,capture,0.12424382133925704,242
5m_offset_2,2023,threshold_work_amplitude_5d,pnl_log,-0.10566751381538256,242
5m_offset_2,2023,threshold_work_amplitude_5d,capture,-0.10534999180793223,242
5m_offset_2,2024,eff_1d,pnl_log,0.26430404891363024,242
5m_offset_2,2024,eff_1d,capture,0.29773445930870807,242
5m_offset_2,2024,eff_5d,pnl_log,0.07156141658845042,242
5m_offset_2,2024,eff_5d,capture,0.04730104176853831,242
5m_offset_2,2024,eff_20d,pnl_log,0.08874740108236903,242
5m_offset_2,2024,eff_20d,capture,0.04546872810421157,242
5m_offset_2,2024,rv_1d,pnl_log,0.22607863284337573,242
5m_offset_2,2024,rv_1d,capture,0.144950489851785,242
5m_offset_2,2024,rv_5d,pnl_log,0.09949149908913521,242
5m_offset_2,2024,rv_5d,capture,0.019912016768548896,242
5m_offset_2,2024,rv_20d,pnl_log,0.08639435132582374,242
5m_offset_2,2024,rv_20d,capture,0.013096724400634875,242
5m_offset_2,2024,rv_ratio_1_20,pnl_log,0.20047281143722742,242
5m_offset_2,2024,rv_ratio_1_20,capture,0.17837497316939038,242
5m_offset_2,2024,drift_disagree_1_20,pnl_log,0.125249048543787,242
5m_offset_2,2024,drift_disagree_1_20,capture,0.08839360948486534,242
5m_offset_2,2024,acf1_5d,pnl_log,0.03007187428160646,242
5m_offset_2,2024,acf1_5d,capture,0.0007345342439017782,242
5m_offset_2,2024,acf3_5d,pnl_log,0.1641144247707809,242
5m_offset_2,2024,acf3_5d,capture,0.13256628483586866,242
5m_offset_2,2024,acf12_5d,pnl_log,0.025026237901882315,242
5m_offset_2,2024,acf12_5d,capture,0.06586803531352758,242
5m_offset_2,2024,fast_share_1d,pnl_log,-0.25642442277674266,242
5m_offset_2,2024,fast_share_1d,capture,-0.24917391357728338,242
5m_offset_2,2024,fast_share_5d,pnl_log,-0.11480452710177343,242
5m_offset_2,2024,fast_share_5d,capture,-0.09472358862526097,242
5m_offset_2,2024,fast_share_20d,pnl_log,-0.02629293903027086,242
5m_offset_2,2024,fast_share_20d,capture,0.002021556780767142,242
5m_offset_2,2024,work_turns_5d,pnl_log,-0.03199232752175332,242
5m_offset_2,2024,work_turns_5d,capture,-0.0035539957951277903,242
5m_offset_2,2024,slow_work_velocity_5d,pnl_log,0.24782253991357475,242
5m_offset_2,2024,slow_work_velocity_5d,capture,0.24481751163506474,242
5m_offset_2,2024,slow_work_opposition_5d,pnl_log,0.01560905697571711,242
5m_offset_2,2024,slow_work_opposition_5d,capture,-0.026654404108521733,242
5m_offset_2,2024,wick_1d,pnl_log,-0.10118664324624341,242
5m_offset_2,2024,wick_1d,capture,-0.0553085234337592,242
5m_offset_2,2024,gap_share_1d,pnl_log,0.005039285939575139,242
5m_offset_2,2024,gap_share_1d,capture,0.008445662035502347,242
5m_offset_2,2024,threshold_work_amplitude_5d,pnl_log,-0.21682646490894952,242
5m_offset_2,2024,threshold_work_amplitude_5d,capture,-0.16491881385632173,242
5m_offset_2,2025,eff_1d,pnl_log,0.25410339872223275,223
5m_offset_2,2025,eff_1d,capture,0.2621327285004415,223
5m_offset_2,2025,eff_5d,pnl_log,0.15347382135498727,223
5m_offset_2,2025,eff_5d,capture,0.1301660404799418,223
5m_offset_2,2025,eff_20d,pnl_log,-0.020930363419152654,223
5m_offset_2,2025,eff_20d,capture,-0.055479205983690286,223
5m_offset_2,2025,rv_1d,pnl_log,0.029537545232612497,223
5m_offset_2,2025,rv_1d,capture,0.031432337205879804,223
5m_offset_2,2025,rv_5d,pnl_log,-0.01856701352217047,223
5m_offset_2,2025,rv_5d,capture,-0.018940344893259693,223
5m_offset_2,2025,rv_20d,pnl_log,0.02725643644926156,223
5m_offset_2,2025,rv_20d,capture,0.04575852277645999,223
5m_offset_2,2025,rv_ratio_1_20,pnl_log,0.04578557577436501,223
5m_offset_2,2025,rv_ratio_1_20,capture,0.0346722042349845,223
5m_offset_2,2025,drift_disagree_1_20,pnl_log,-0.1252952854502172,223
5m_offset_2,2025,drift_disagree_1_20,capture,-0.10531040394741106,223
5m_offset_2,2025,acf1_5d,pnl_log,-0.08508059629135861,223
5m_offset_2,2025,acf1_5d,capture,-0.0751510639403016,223
5m_offset_2,2025,acf3_5d,pnl_log,0.16845793583461743,223
5m_offset_2,2025,acf3_5d,capture,0.16865271741953358,223
5m_offset_2,2025,acf12_5d,pnl_log,0.08914071021694339,223
5m_offset_2,2025,acf12_5d,capture,0.08702733002060356,223
5m_offset_2,2025,fast_share_1d,pnl_log,-0.19778230344373843,223
5m_offset_2,2025,fast_share_1d,capture,-0.20367228214761846,223
5m_offset_2,2025,fast_share_5d,pnl_log,-0.072753086206001,223
5m_offset_2,2025,fast_share_5d,capture,-0.07969813182817667,223
5m_offset_2,2025,fast_share_20d,pnl_log,-0.040174784008864727,223
5m_offset_2,2025,fast_share_20d,capture,-0.04351420607025988,223
5m_offset_2,2025,work_turns_5d,pnl_log,0.02619829294154329,223
5m_offset_2,2025,work_turns_5d,capture,0.033560818483513166,223
5m_offset_2,2025,slow_work_velocity_5d,pnl_log,0.1625473968523296,223
5m_offset_2,2025,slow_work_velocity_5d,capture,0.1269121058919265,223
5m_offset_2,2025,slow_work_opposition_5d,pnl_log,0.003792588227555646,223
5m_offset_2,2025,slow_work_opposition_5d,capture,-0.019784803939980868,223
5m_offset_2,2025,wick_1d,pnl_log,-0.08139922433644406,223
5m_offset_2,2025,wick_1d,capture,-0.09648830444794569,223
5m_offset_2,2025,gap_share_1d,pnl_log,-0.07418689509496684,223
5m_offset_2,2025,gap_share_1d,capture,-0.08033117197915403,223
5m_offset_2,2025,threshold_work_amplitude_5d,pnl_log,-0.16275083539657528,223
5m_offset_2,2025,threshold_work_amplitude_5d,capture,-0.14717371920286715,223
5m_offset_3,2021,eff_1d,pnl_log,0.4126527738052825,243
5m_offset_3,2021,eff_1d,capture,0.4259869769060032,243
5m_offset_3,2021,eff_5d,pnl_log,0.0775121641987017,243
5m_offset_3,2021,eff_5d,capture,0.05920857858264713,243
5m_offset_3,2021,eff_20d,pnl_log,-0.07874823746656831,243
5m_offset_3,2021,eff_20d,capture,-0.08156327306848916,243
5m_offset_3,2021,rv_1d,pnl_log,-0.016610884469801506,243
5m_offset_3,2021,rv_1d,capture,-0.030508763742742872,243
5m_offset_3,2021,rv_5d,pnl_log,-0.09776854486243457,243
5m_offset_3,2021,rv_5d,capture,-0.11556365108277675,243
5m_offset_3,2021,rv_20d,pnl_log,-0.06930206185049702,243
5m_offset_3,2021,rv_20d,capture,-0.0884110186146947,243
5m_offset_3,2021,rv_ratio_1_20,pnl_log,0.04762561866387002,243
5m_offset_3,2021,rv_ratio_1_20,capture,0.03929675961469304,243
5m_offset_3,2021,drift_disagree_1_20,pnl_log,-0.10172525291282002,243
5m_offset_3,2021,drift_disagree_1_20,capture,-0.09718821111623883,243
5m_offset_3,2021,acf1_5d,pnl_log,0.05015797986488498,243
5m_offset_3,2021,acf1_5d,capture,0.02749803047865641,243
5m_offset_3,2021,acf3_5d,pnl_log,0.04467510006506528,243
5m_offset_3,2021,acf3_5d,capture,0.047336253744599495,243
5m_offset_3,2021,acf12_5d,pnl_log,-0.012112347184378976,243
5m_offset_3,2021,acf12_5d,capture,-0.0047051070399306855,243
5m_offset_3,2021,fast_share_1d,pnl_log,-0.18356189816696522,243
5m_offset_3,2021,fast_share_1d,capture,-0.18546116906772644,243
5m_offset_3,2021,fast_share_5d,pnl_log,-0.17213616542975707,243
5m_offset_3,2021,fast_share_5d,capture,-0.13927902974102677,243
5m_offset_3,2021,fast_share_20d,pnl_log,-0.05602138289669338,243
5m_offset_3,2021,fast_share_20d,capture,-0.044479402402899666,243
5m_offset_3,2021,work_turns_5d,pnl_log,0.09775688324163331,243
5m_offset_3,2021,work_turns_5d,capture,0.10646984900471783,243
5m_offset_3,2021,slow_work_velocity_5d,pnl_log,0.1351493072804548,243
5m_offset_3,2021,slow_work_velocity_5d,capture,0.12814517086747587,243
5m_offset_3,2021,slow_work_opposition_5d,pnl_log,-0.040888608233970475,243
5m_offset_3,2021,slow_work_opposition_5d,capture,-0.043949970950439066,243
5m_offset_3,2021,wick_1d,pnl_log,0.03142452844390251,243
5m_offset_3,2021,wick_1d,capture,0.04764150864498604,243
5m_offset_3,2021,gap_share_1d,pnl_log,-0.09149618389558775,243
5m_offset_3,2021,gap_share_1d,capture,-0.07028640436489417,243
5m_offset_3,2021,threshold_work_amplitude_5d,pnl_log,-0.18260766298520892,243
5m_offset_3,2021,threshold_work_amplitude_5d,capture,-0.15249782139995752,243
5m_offset_3,2022,eff_1d,pnl_log,0.3859776354432459,242
5m_offset_3,2022,eff_1d,capture,0.3892620830883122,242
5m_offset_3,2022,eff_5d,pnl_log,0.1271514762021489,242
5m_offset_3,2022,eff_5d,capture,0.12659009729297674,242
5m_offset_3,2022,eff_20d,pnl_log,0.04825699469230213,242
5m_offset_3,2022,eff_20d,capture,0.03242831093956456,242
5m_offset_3,2022,rv_1d,pnl_log,0.1476159812636614,242
5m_offset_3,2022,rv_1d,capture,0.12086623390533865,242
5m_offset_3,2022,rv_5d,pnl_log,0.04272449123448747,242
5m_offset_3,2022,rv_5d,capture,0.009246664219630397,242
5m_offset_3,2022,rv_20d,pnl_log,0.025187962444343685,242
5m_offset_3,2022,rv_20d,capture,0.005590504144508923,242
5m_offset_3,2022,rv_ratio_1_20,pnl_log,0.15136443440228178,242
5m_offset_3,2022,rv_ratio_1_20,capture,0.1395873314646105,242
5m_offset_3,2022,drift_disagree_1_20,pnl_log,-0.040002303316123644,242
5m_offset_3,2022,drift_disagree_1_20,capture,-0.05768753215062042,242
5m_offset_3,2022,acf1_5d,pnl_log,-0.03196430544601047,242
5m_offset_3,2022,acf1_5d,capture,-0.05433309582687177,242
5m_offset_3,2022,acf3_5d,pnl_log,0.05505704600385853,242
5m_offset_3,2022,acf3_5d,capture,0.05939651343901312,242
5m_offset_3,2022,acf12_5d,pnl_log,0.06145998312476372,242
5m_offset_3,2022,acf12_5d,capture,0.06207809263260037,242
5m_offset_3,2022,fast_share_1d,pnl_log,-0.3348548987930354,242
5m_offset_3,2022,fast_share_1d,capture,-0.3120060151369092,242
5m_offset_3,2022,fast_share_5d,pnl_log,-0.14473880851348478,242
5m_offset_3,2022,fast_share_5d,capture,-0.11525498498967633,242
5m_offset_3,2022,fast_share_20d,pnl_log,-0.06994755806524951,242
5m_offset_3,2022,fast_share_20d,capture,-0.05258968832463112,242
5m_offset_3,2022,work_turns_5d,pnl_log,-0.09010485597137884,242
5m_offset_3,2022,work_turns_5d,capture,-0.09509247435693448,242
5m_offset_3,2022,slow_work_velocity_5d,pnl_log,0.19691741167913684,242
5m_offset_3,2022,slow_work_velocity_5d,capture,0.18369494856355165,242
5m_offset_3,2022,slow_work_opposition_5d,pnl_log,-0.05237070082583921,242
5m_offset_3,2022,slow_work_opposition_5d,capture,-0.036718459722872895,242
5m_offset_3,2022,wick_1d,pnl_log,-0.05867086981131997,242
5m_offset_3,2022,wick_1d,capture,-0.0435051720101387,242
5m_offset_3,2022,gap_share_1d,pnl_log,0.07505415867040412,242
5m_offset_3,2022,gap_share_1d,capture,0.05552274494811903,242
5m_offset_3,2022,threshold_work_amplitude_5d,pnl_log,-0.23576940451076,242
5m_offset_3,2022,threshold_work_amplitude_5d,capture,-0.20671233056496482,242
5m_offset_3,2023,eff_1d,pnl_log,0.3726357840528594,242
5m_offset_3,2023,eff_1d,capture,0.3723402769045923,242
5m_offset_3,2023,eff_5d,pnl_log,0.1476159812636614,242
5m_offset_3,2023,eff_5d,capture,0.17084927823014082,242
5m_offset_3,2023,eff_20d,pnl_log,0.02845886248375875,242
5m_offset_3,2023,eff_20d,capture,0.04457627958193783,242
5m_offset_3,2023,rv_1d,pnl_log,0.042694009121772236,242
5m_offset_3,2023,rv_1d,capture,0.01747090757527071,242
5m_offset_3,2023,rv_5d,pnl_log,0.005156980763670064,242
5m_offset_3,2023,rv_5d,capture,-0.006443156575182227,242
5m_offset_3,2023,rv_20d,pnl_log,-0.08365773498427843,242
5m_offset_3,2023,rv_20d,capture,-0.09265080496062517,242
5m_offset_3,2023,rv_ratio_1_20,pnl_log,0.09169993238898057,242
5m_offset_3,2023,rv_ratio_1_20,capture,0.07253261056857185,242
5m_offset_3,2023,drift_disagree_1_20,pnl_log,-0.10309903557110947,242
5m_offset_3,2023,drift_disagree_1_20,capture,-0.10237932153570904,242
5m_offset_3,2023,acf1_5d,pnl_log,-0.009388914078968148,242
5m_offset_3,2023,acf1_5d,capture,-0.00856081668353767,242
5m_offset_3,2023,acf3_5d,pnl_log,0.0013450232235596251,242
5m_offset_3,2023,acf3_5d,capture,0.0020224035061203426,242
5m_offset_3,2023,acf12_5d,pnl_log,0.00866411717662818,242
5m_offset_3,2023,acf12_5d,capture,0.006898694815204309,242
5m_offset_3,2023,fast_share_1d,pnl_log,-0.27901590192549586,242
5m_offset_3,2023,fast_share_1d,capture,-0.27625303709800125,242
5m_offset_3,2023,fast_share_5d,pnl_log,-0.04933233589086727,242
5m_offset_3,2023,fast_share_5d,capture,-0.04958211987006153,242
5m_offset_3,2023,fast_share_20d,pnl_log,0.02999990262658439,242
5m_offset_3,2023,fast_share_20d,capture,0.03660690055761098,242
5m_offset_3,2023,work_turns_5d,pnl_log,0.03875063395802996,242
5m_offset_3,2023,work_turns_5d,capture,0.03470570918837427,242
5m_offset_3,2023,slow_work_velocity_5d,pnl_log,0.20658701521269104,242
5m_offset_3,2023,slow_work_velocity_5d,capture,0.22438348868626753,242
5m_offset_3,2023,slow_work_opposition_5d,pnl_log,0.06540822761646232,242
5m_offset_3,2023,slow_work_opposition_5d,capture,0.08273542661148701,242
5m_offset_3,2023,wick_1d,pnl_log,0.054475345686209514,242
5m_offset_3,2023,wick_1d,capture,0.06753015718186095,242
5m_offset_3,2023,gap_share_1d,pnl_log,0.0742929525778765,242
5m_offset_3,2023,gap_share_1d,capture,0.06875621549329584,242
5m_offset_3,2023,threshold_work_amplitude_5d,pnl_log,-0.1292022450076015,242
5m_offset_3,2023,threshold_work_amplitude_5d,capture,-0.13529189374782233,242
5m_offset_3,2024,eff_1d,pnl_log,0.3024524129767434,242
5m_offset_3,2024,eff_1d,capture,0.3336804907281457,242
5m_offset_3,2024,eff_5d,pnl_log,0.0791904120207905,242
5m_offset_3,2024,eff_5d,capture,0.048327272896617805,242
5m_offset_3,2024,eff_20d,pnl_log,0.07377306321101117,242
5m_offset_3,2024,eff_20d,capture,0.043335826939498515,242
5m_offset_3,2024,rv_1d,pnl_log,0.1799837513404721,242
5m_offset_3,2024,rv_1d,capture,0.10811878371289915,242
5m_offset_3,2024,rv_5d,pnl_log,0.0932502865106914,242
5m_offset_3,2024,rv_5d,capture,0.021001752298118452,242
5m_offset_3,2024,rv_20d,pnl_log,0.0683328528166954,242
5m_offset_3,2024,rv_20d,capture,-0.002843727098725213,242
5m_offset_3,2024,rv_ratio_1_20,pnl_log,0.1760253103142579,242
5m_offset_3,2024,rv_ratio_1_20,capture,0.16052430927320907,242
5m_offset_3,2024,drift_disagree_1_20,pnl_log,0.09352704954033969,242
5m_offset_3,2024,drift_disagree_1_20,capture,0.06044750784541038,242
5m_offset_3,2024,acf1_5d,pnl_log,-0.027235344348383456,242
5m_offset_3,2024,acf1_5d,capture,-0.03380677981457562,242
5m_offset_3,2024,acf3_5d,pnl_log,0.09200051988936687,242
5m_offset_3,2024,acf3_5d,capture,0.08493883044367138,242
5m_offset_3,2024,acf12_5d,pnl_log,0.029275952449597614,242
5m_offset_3,2024,acf12_5d,capture,0.06324911379607721,242
5m_offset_3,2024,fast_share_1d,pnl_log,-0.20895107239882799,242
5m_offset_3,2024,fast_share_1d,capture,-0.2107783057110355,242
5m_offset_3,2024,fast_share_5d,pnl_log,-0.017277854194740906,242
5m_offset_3,2024,fast_share_5d,capture,-0.020380255888868992,242
5m_offset_3,2024,fast_share_20d,pnl_log,-0.03914538316650727,242
5m_offset_3,2024,fast_share_20d,capture,-0.02051827212144074,242
5m_offset_3,2024,work_turns_5d,pnl_log,-0.012650659593598018,242
5m_offset_3,2024,work_turns_5d,capture,0.01950879621602175,242
5m_offset_3,2024,slow_work_velocity_5d,pnl_log,0.21119150768339756,242
5m_offset_3,2024,slow_work_velocity_5d,capture,0.19479636466936856,242
5m_offset_3,2024,slow_work_opposition_5d,pnl_log,-0.041769765005743566,242
5m_offset_3,2024,slow_work_opposition_5d,capture,-0.07778680281093547,242
5m_offset_3,2024,wick_1d,pnl_log,-0.09471342792102254,242
5m_offset_3,2024,wick_1d,capture,-0.036000645204719135,242
5m_offset_3,2024,gap_share_1d,pnl_log,-0.04555594081559127,242
5m_offset_3,2024,gap_share_1d,capture,-0.042922624967136475,242
5m_offset_3,2024,threshold_work_amplitude_5d,pnl_log,-0.14181167896746924,242
5m_offset_3,2024,threshold_work_amplitude_5d,capture,-0.10985287723625459,242
5m_offset_3,2025,eff_1d,pnl_log,0.2679058382533719,223
5m_offset_3,2025,eff_1d,capture,0.26962316256038227,223
5m_offset_3,2025,eff_5d,pnl_log,0.11636901154838374,223
5m_offset_3,2025,eff_5d,capture,0.11980907076198556,223
5m_offset_3,2025,eff_20d,pnl_log,-0.0302311840988971,223
5m_offset_3,2025,eff_20d,capture,-0.07963428675312084,223
5m_offset_3,2025,rv_1d,pnl_log,0.06561434111882541,223
5m_offset_3,2025,rv_1d,capture,-0.010643731495749433,223
5m_offset_3,2025,rv_5d,pnl_log,0.009934942950638017,223
5m_offset_3,2025,rv_5d,capture,-0.06168624582301711,223
5m_offset_3,2025,rv_20d,pnl_log,0.006359618747511124,223
5m_offset_3,2025,rv_20d,capture,-0.03409218795990096,223
5m_offset_3,2025,rv_ratio_1_20,pnl_log,0.12625742334262513,223
5m_offset_3,2025,rv_ratio_1_20,capture,0.07930207593884724,223
5m_offset_3,2025,drift_disagree_1_20,pnl_log,-0.11976755226858997,223
5m_offset_3,2025,drift_disagree_1_20,capture,-0.1031843527237083,223
5m_offset_3,2025,acf1_5d,pnl_log,0.01326787229253597,223
5m_offset_3,2025,acf1_5d,capture,0.04959247363955884,223
5m_offset_3,2025,acf3_5d,pnl_log,0.23286679536679536,223
5m_offset_3,2025,acf3_5d,capture,0.2228690894610177,223
5m_offset_3,2025,acf12_5d,pnl_log,0.10557378326436623,223
5m_offset_3,2025,acf12_5d,capture,0.09519084266842114,223
5m_offset_3,2025,fast_share_1d,pnl_log,-0.27889909448205413,223
5m_offset_3,2025,fast_share_1d,capture,-0.30082284398427894,223
5m_offset_3,2025,fast_share_5d,pnl_log,-0.11688626486832764,223
5m_offset_3,2025,fast_share_5d,capture,-0.13063784476340531,223
5m_offset_3,2025,fast_share_20d,pnl_log,-0.0700153228180134,223
5m_offset_3,2025,fast_share_20d,capture,-0.07730448257354086,223
5m_offset_3,2025,work_turns_5d,pnl_log,-0.002267856836169084,223
5m_offset_3,2025,work_turns_5d,capture,-0.009152770846691008,223
5m_offset_3,2025,slow_work_velocity_5d,pnl_log,0.13440578631161587,223
5m_offset_3,2025,slow_work_velocity_5d,capture,0.10705195906989629,223
5m_offset_3,2025,slow_work_opposition_5d,pnl_log,-0.006921367939191771,223
