outcome,trades,bars_mean,pnl_sum,pnl_mean,mfe_mean,mae_mean,giveback_mean
loser,2145,9.989277389277389,-9.377886233029821,-0.004371974933813436,0.0022459047796818113,-0.004815534804263005,0.006617879713495282
winner,1339,27.445108289768484,12.50106679861102,0.009336121582233773,0.01580961765954463,-0.0011647192227907338,0.006473496077310806
