policy,year,basis,cagr,mdd,terminal_nav,calmar,completed_trades,mean_trade_log_bp,win_rate,exposure_fraction,turnover_sides,terminal_filled_position,year_return,year_mdd,year_completed_trades,year_mean_trade_log_bp
F,2024,original_zero_cost,0.9248813553588083,0.14323804733417234,13.728271628963105,6.456953111075811,2783,9.373908109633174,0.38196191160618037,1.0,5568,1,2.4093749243357157,0.12403523251617765,680,18.150656778941016
F,2024,uniform_fee_proxy,0.45708299502861655,0.18014115868816372,4.507514776043558,2.5373601366684753,2783,5.373508056291841,0.36435501257635644,1.0,5568,1,1.5973761547442813,0.12473579412664981,680,14.15025672559968
A,2024,original_zero_cost,0.8262426938574884,0.11195090329802726,11.123308080074782,7.380402207724286,1866,12.955508076975619,0.3917470525187567,0.6803405572755418,3733,1,1.57463952463883,0.11195090329802848,473,20.156981543473467
A,2024,uniform_fee_proxy,0.515267537772983,0.11904169309027823,5.2717799863186166,4.32846277969364,1866,8.955108023634287,0.37566988210075025,0.6803405572755418,3733,1,1.1307853301335498,0.11266112947202278,473,16.156581490132133
B,2024,original_zero_cost,0.9289190203989174,0.15247137847944914,13.843821220029195,6.092415702296033,2642,9.905905789792232,0.38682816048448143,0.9642672858617131,5286,1,2.2312004614990015,0.12403523251617765,647,18.2468225844612
B,2024,uniform_fee_proxy,0.48087528156058923,0.1687978120839868,4.80921215564052,2.8488241383207358,2642,5.905505736450899,0.37017411052233157,0.9642672858617131,5286,1,1.4943491779169042,0.12473579412664992,647,14.246422531119865
AB,2024,original_zero_cost,0.7899193478410182,0.11195090329802737,10.264406665156471,7.055944387855037,1788,13.071237810005712,0.39373601789709173,0.6596792225662195,3577,1,1.359573591379652,0.11195090329802837,450,19.248813649234013
AB,2024,uniform_fee_proxy,0.4967598539716128,0.11897285876152275,5.018899555000939,4.1754048708483325,1788,9.070837756664378,0.37919463087248323,0.6596792225662195,3577,1,0.9708460522330917,0.11266112947202278,450,15.248413595892682
C,2024,original_zero_cost,0.5330582568884308,0.23668496114678528,5.52375788098471,2.2521847366459555,690,24.286373004588246,0.32608695652173914,1.0,1382,-1,0.9958908872375257,0.21418669713272942,157,43.62565463159847
C,2024,uniform_fee_proxy,0.4306912085760519,0.2503030630609656,4.189706821657974,1.720678937401376,690,20.28597295124691,0.3130434782608696,1.0,1382,-1,0.8743917932077563,0.21857539070052345,157,39.625254578257135
AC,2024,original_zero_cost,0.47964169832505116,0.24400820280449276,4.793207688936434,1.965678582983358,518,29.67031879114273,0.33976833976833976,0.9377579979360166,1038,-1,0.7771710143018962,0.23696589279390123,117,48.878322951881756
AC,2024,uniform_fee_proxy,0.40479975858371764,0.2536241858445054,3.894553693113122,1.5960613426351087,518,25.669918737801396,0.333976833976834,0.9377579979360166,1038,-1,0.6959076793908263,0.24031620182211333,117,44.877922898540426
BC,2024,original_zero_cost,0.5227619972166545,0.2275687448978848,5.37685245495238,2.2971607873973623,663,24.868846011000283,0.33182503770739064,0.9932920536635707,1328,-1,0.9613989965072776,0.1981222040284889,149,44.79800398584049
BC,2024,uniform_fee_proxy,0.42492495399335106,0.23952635638525732,4.1225693345459264,1.7740217001835747,663,20.86844595765895,0.31825037707390647,0.9932920536635707,1328,-1,0.847904014307081,0.2016430668496847,149,40.797603932499165
ABC,2024,original_zero_cost,0.4712446850187138,0.24672779489103536,4.685323990226285,1.9099781004683072,506,29.924065820529233,0.3438735177865613,0.9348985208118336,1014,-1,0.7897745683545714,0.22454622112219835,112,51.69136328581812
ABC,2024,uniform_fee_proxy,0.3985048425778647,0.2560116199640524,3.8252154228517354,1.556588886995912,506,25.9236657671879,0.33794466403162055,0.9348985208118336,1014,-1,0.7113545507066856,0.22733311400739942,112,47.69096323247679
channel_only,2024,original_zero_cost,0.36432375537105244,0.23452304535804958,3.4647329337221753,1.5534667598010863,276,43.92602234378661,0.39855072463768115,0.8488777089783281,554,-1,0.7599048806841335,0.2066371113068055,67,82.65249209473339
channel_only,2024,uniform_fee_proxy,0.3270469273279412,0.23971114793493387,3.1013095965654567,1.3643375793966552,276,39.92562229044529,0.39492753623188404,0.8488777089783281,554,-1,0.7133612461034944,0.2082224097923543,67,78.65209204139205
