horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
15,log_future_sigma,T_vs_C,symbol,000688.SH,19281,3.9201091872577233e-05
15,log_future_sigma,T_vs_C,symbol,000852.SH,19292,-0.0007225425691291998
15,log_future_sigma,T_vs_C,year,2024,19135,-0.0006130544571937984
15,log_future_sigma,T_vs_C,year,2025,19438,-7.473289190462138e-05
15,log_future_sigma,T_vs_C,previous_state,NORMAL,33413,-0.00027311993457973874
15,log_future_sigma,T_vs_C,previous_state,RECOVERING,3475,-0.0011061038162023832
15,log_future_sigma,T_vs_C,previous_state,UNSAFE,1685,-0.0001269957601360619
15,log_future_sigma,T_vs_C,slot,580,966,0.0012719990899556187
15,log_future_sigma,T_vs_C,slot,585,966,-8.969021947547666e-05
15,log_future_sigma,T_vs_C,slot,590,966,-0.000851428762362952
15,log_future_sigma,T_vs_C,slot,595,962,-0.000631578145250343
15,log_future_sigma,T_vs_C,slot,600,968,-0.0014383980788586054
15,log_future_sigma,T_vs_C,slot,605,962,0.0006956736537339277
15,log_future_sigma,T_vs_C,slot,610,966,-0.000208269465725591
15,log_future_sigma,T_vs_C,slot,615,964,0.0014057151885209286
15,log_future_sigma,T_vs_C,slot,620,966,0.002527070418774768
15,log_future_sigma,T_vs_C,slot,625,965,0.000843484741943006
15,log_future_sigma,T_vs_C,slot,630,969,0.00012513868899287394
15,log_future_sigma,T_vs_C,slot,635,965,-0.0005671471643988652
15,log_future_sigma,T_vs_C,slot,640,967,-0.0008333949810184155
15,log_future_sigma,T_vs_C,slot,645,959,-0.000803016597378026
15,log_future_sigma,T_vs_C,slot,650,965,-0.001298322461826846
15,log_future_sigma,T_vs_C,slot,655,969,-0.001203990863763534
15,log_future_sigma,T_vs_C,slot,660,967,-0.002589680068036694
15,log_future_sigma,T_vs_C,slot,665,963,-0.00261819845871442
15,log_future_sigma,T_vs_C,slot,670,967,-0.002214147118941399
15,log_future_sigma,T_vs_C,slot,675,963,-0.00158750948392943
15,log_future_sigma,T_vs_C,slot,790,960,0.0010658187419917019
15,log_future_sigma,T_vs_C,slot,795,964,0.0006136271008879234
15,log_future_sigma,T_vs_C,slot,800,966,0.0004388539150764694
15,log_future_sigma,T_vs_C,slot,805,964,-0.0005275228080103382
15,log_future_sigma,T_vs_C,slot,810,964,-0.001091701565911303
15,log_future_sigma,T_vs_C,slot,815,958,-0.00029472619009486106
15,log_future_sigma,T_vs_C,slot,820,964,-0.0014273165366870697
15,log_future_sigma,T_vs_C,slot,825,964,-0.0003091293551374949
15,log_future_sigma,T_vs_C,slot,830,962,-0.0016276297995383093
15,log_future_sigma,T_vs_C,slot,835,956,-0.001855828291630327
15,log_future_sigma,T_vs_C,slot,840,964,0.00041119428411159144
15,log_future_sigma,T_vs_C,slot,845,964,-0.0008833814238543051
15,log_future_sigma,T_vs_C,slot,850,968,-0.0003398685773034757
15,log_future_sigma,T_vs_C,slot,855,968,-0.0011414851956068333
15,log_future_sigma,T_vs_C,slot,860,962,0.0011346471924334601
15,log_future_sigma,T_vs_C,slot,865,968,-0.000158718569246259
15,log_future_sigma,T_vs_C,slot,870,964,-0.0016373046951765286
15,log_future_sigma,T_vs_C,slot,875,962,-4.96630799550174e-05
15,log_future_sigma,T_vs_C,slot,880,964,0.0006819747167692916
15,log_future_sigma,T_vs_C,slot,885,962,0.003403359406975142
15,log_future_sigma,T_vs_O,symbol,000688.SH,19281,-0.00975630532642387
15,log_future_sigma,T_vs_O,symbol,000852.SH,19292,-0.009137571508008487
15,log_future_sigma,T_vs_O,year,2024,19135,-0.00925646511511327
15,log_future_sigma,T_vs_O,year,2025,19438,-0.009634267545713856
15,log_future_sigma,T_vs_O,previous_state,NORMAL,33413,-0.009835155941347156
15,log_future_sigma,T_vs_O,previous_state,RECOVERING,3475,-0.004707492081748237
