horizon,endpoint,comparison,slice_type,slice,n,absolute_gain
60,log_future_sigma,T_vs_C,symbol,000688.SH,10602,-0.0002745144629825286
60,log_future_sigma,T_vs_C,symbol,000852.SH,10604,-0.00018578219163155376
60,log_future_sigma,T_vs_C,year,2024,10516,-0.00044550202443266457
60,log_future_sigma,T_vs_C,year,2025,10690,-1.8291619052185468e-05
60,log_future_sigma,T_vs_C,previous_state,NORMAL,18169,-0.0003351322961747776
60,log_future_sigma,T_vs_C,previous_state,RECOVERING,1967,-2.517908247781059e-05
60,log_future_sigma,T_vs_C,previous_state,UNSAFE,1070,0.0011758030353566581
60,log_future_sigma,T_vs_C,slot,580,966,-0.00010170031787595003
60,log_future_sigma,T_vs_C,slot,585,966,0.0008073059468462166
60,log_future_sigma,T_vs_C,slot,590,966,0.0006989439723794971
60,log_future_sigma,T_vs_C,slot,595,962,0.00012296973078977766
60,log_future_sigma,T_vs_C,slot,600,968,-0.0003270181660472191
60,log_future_sigma,T_vs_C,slot,605,962,0.0002692420519491854
60,log_future_sigma,T_vs_C,slot,610,966,-0.0001133329632069995
60,log_future_sigma,T_vs_C,slot,615,964,0.0005832779634547671
60,log_future_sigma,T_vs_C,slot,620,966,0.0005860648532675266
60,log_future_sigma,T_vs_C,slot,625,965,-0.0010918931429872
60,log_future_sigma,T_vs_C,slot,630,969,-0.0005392714474265351
60,log_future_sigma,T_vs_C,slot,790,960,-0.0008565385640312324
60,log_future_sigma,T_vs_C,slot,795,964,0.0001506682531722459
60,log_future_sigma,T_vs_C,slot,800,966,-0.0003644079216365476
60,log_future_sigma,T_vs_C,slot,805,964,-0.0014118451938714058
60,log_future_sigma,T_vs_C,slot,810,964,-0.000949331997059789
60,log_future_sigma,T_vs_C,slot,815,958,-0.0003369511827222603
60,log_future_sigma,T_vs_C,slot,820,964,-0.000457468685855211
60,log_future_sigma,T_vs_C,slot,825,964,0.00041012128765044464
60,log_future_sigma,T_vs_C,slot,830,962,-0.0007953985035120398
60,log_future_sigma,T_vs_C,slot,835,956,-0.001150461492969228
60,log_future_sigma,T_vs_C,slot,840,964,-0.00020955544237729766
60,log_future_sigma,T_vs_O,symbol,000688.SH,10602,-0.006637299884897634
60,log_future_sigma,T_vs_O,symbol,000852.SH,10604,-0.006864191368968958
60,log_future_sigma,T_vs_O,year,2024,10516,-0.008059454286073197
60,log_future_sigma,T_vs_O,year,2025,10690,-0.005463359904947223
60,log_future_sigma,T_vs_O,previous_state,NORMAL,18169,-0.006921149952775115
60,log_future_sigma,T_vs_O,previous_state,RECOVERING,1967,-0.004914451476772349
60,log_future_sigma,T_vs_O,previous_state,UNSAFE,1070,-0.007233120663036691
60,log_future_sigma,T_vs_O,slot,580,966,-0.006917932487884727
60,log_future_sigma,T_vs_O,slot,585,966,-0.008694305461399588
60,log_future_sigma,T_vs_O,slot,590,966,-0.005257031817276297
60,log_future_sigma,T_vs_O,slot,595,962,-0.005325391738382992
60,log_future_sigma,T_vs_O,slot,600,968,-0.0037874422263934004
60,log_future_sigma,T_vs_O,slot,605,962,-0.002133233556958107
60,log_future_sigma,T_vs_O,slot,610,966,-0.003903671520577503
60,log_future_sigma,T_vs_O,slot,615,964,-0.005729056655334528
60,log_future_sigma,T_vs_O,slot,620,966,-0.00491820392669803
60,log_future_sigma,T_vs_O,slot,625,965,-0.005501280872659006
60,log_future_sigma,T_vs_O,slot,630,969,-0.005624527516708327
60,log_future_sigma,T_vs_O,slot,790,960,-0.0070174629403008115
60,log_future_sigma,T_vs_O,slot,795,964,-0.007541394312488607
60,log_future_sigma,T_vs_O,slot,800,966,-0.007860912071750055
60,log_future_sigma,T_vs_O,slot,805,964,-0.008445399564183859
60,log_future_sigma,T_vs_O,slot,810,964,-0.008881226773924706
60,log_future_sigma,T_vs_O,slot,815,958,-0.006949350193404658
60,log_future_sigma,T_vs_O,slot,820,964,-0.00807499123990256
60,log_future_sigma,T_vs_O,slot,825,964,-0.006458600610239514
60,log_future_sigma,T_vs_O,slot,830,962,-0.008476463785927837
60,log_future_sigma,T_vs_O,slot,835,956,-0.011197587697300905
60,log_future_sigma,T_vs_O,slot,840,964,-0.00987702025744213
60,future_tail,T_vs_C,symbol,000688.SH,10602,-5.343011911331813e-06
60,future_tail,T_vs_C,symbol,000852.SH,10604,-9.921060709450364e-06
60,future_tail,T_vs_C,year,2024,10516,-2.3647228487930632e-05
60,future_tail,T_vs_C,year,2025,10690,8.122050021714377e-06
60,future_tail,T_vs_C,previous_state,NORMAL,18169,-3.788789040814196e-05
60,future_tail,T_vs_C,previous_state,RECOVERING,1967,4.400581044049246e-05
60,future_tail,T_vs_C,previous_state,UNSAFE,1070,0.00041119262770292604
60,future_tail,T_vs_C,slot,580,966,-0.0002646703078219114
60,future_tail,T_vs_C,slot,585,966,0.00013370007098820237
60,future_tail,T_vs_C,slot,590,966,0.000278562305466222
60,future_tail,T_vs_C,slot,595,962,6.004833896046732e-05
60,future_tail,T_vs_C,slot,600,968,-0.0003297187387236491
60,future_tail,T_vs_C,slot,605,962,-3.529093937717327e-05
60,future_tail,T_vs_C,slot,610,966,3.706092401360269e-05
60,future_tail,T_vs_C,slot,615,964,1.2747592166677129e-05
60,future_tail,T_vs_C,slot,620,966,-1.3768349098774901e-05
60,future_tail,T_vs_C,slot,625,965,-9.11432436724198e-05
60,future_tail,T_vs_C,slot,630,969,-6.145382242018078e-05
60,future_tail,T_vs_C,slot,790,960,-4.564333875537829e-05
60,future_tail,T_vs_C,slot,795,964,0.00012014540737864949
60,future_tail,T_vs_C,slot,800,966,2.884434160984584e-06
60,future_tail,T_vs_C,slot,805,964,-1.7072626820940783e-05
60,future_tail,T_vs_C,slot,810,964,-5.138098463095909e-05
60,future_tail,T_vs_C,slot,815,958,-1.7884722487109646e-05
60,future_tail,T_vs_C,slot,820,964,3.243934509646351e-05
60,future_tail,T_vs_C,slot,825,964,0.00013021300440695338
60,future_tail,T_vs_C,slot,830,962,3.6480328054123068e-06
60,future_tail,T_vs_C,slot,835,956,-5.950509142788538e-05
60,future_tail,T_vs_C,slot,840,964,8.87430476340081e-06
60,future_tail,T_vs_O,symbol,000688.SH,10602,-0.0013091376590620713
60,future_tail,T_vs_O,symbol,000852.SH,10604,-0.002022898788405674
60,future_tail,T_vs_O,year,2024,10516,-0.001939831492011373
60,future_tail,T_vs_O,year,2025,10690,-0.001396728554128929
60,future_tail,T_vs_O,previous_state,NORMAL,18169,-0.0016766978570949766
60,future_tail,T_vs_O,previous_state,RECOVERING,1967,-0.0015901851344168017
60,future_tail,T_vs_O,previous_state,UNSAFE,1070,-0.0016247464380124987
60,future_tail,T_vs_O,slot,580,966,-0.009100102907847211
60,future_tail,T_vs_O,slot,585,966,-0.003297866869931017
60,future_tail,T_vs_O,slot,590,966,-0.0035185348881478615
60,future_tail,T_vs_O,slot,595,962,-0.003798334310200418
60,future_tail,T_vs_O,slot,600,968,-0.002131581711296899
60,future_tail,T_vs_O,slot,605,962,-0.00054490668995792
60,future_tail,T_vs_O,slot,610,966,-0.000874054587723729
60,future_tail,T_vs_O,slot,615,964,-0.0005837032742729496
60,future_tail,T_vs_O,slot,620,966,-0.0005093408351941876
60,future_tail,T_vs_O,slot,625,965,-0.0009368904702759557
60,future_tail,T_vs_O,slot,630,969,-0.001116688391250285
60,future_tail,T_vs_O,slot,790,960,-0.0011145832356848624
60,future_tail,T_vs_O,slot,795,964,-0.0008548377337909864
60,future_tail,T_vs_O,slot,800,966,-0.0017201072675963242
60,future_tail,T_vs_O,slot,805,964,-0.0016571185130154942
60,future_tail,T_vs_O,slot,810,964,-0.0009204461614088531
60,future_tail,T_vs_O,slot,815,958,-0.0009530293927233272
60,future_tail,T_vs_O,slot,820,964,-0.0007248071248100267
60,future_tail,T_vs_O,slot,825,964,-0.0003044912275125671
60,future_tail,T_vs_O,slot,830,962,-0.0002909919342950796
60,future_tail,T_vs_O,slot,835,956,-0.0006288583012566885
60,future_tail,T_vs_O,slot,840,964,-0.0010387297539891961
