year,stage,first,last,days,n_trades,eligible,win_rate,mean_trade_log,marked_log_pnl,eff_1d,fast_share_1d,slow_work_velocity_5d,threshold_work_amplitude_5d
2021,0,2021-01-04,2021-01-08,5,19,True,0.15789473684210525,-0.0026935440063740311,-0.032843229827312193,0.18329213189485108,0.87896830626697364,0.57360016458468654,1.1634046082524123
2021,1,2021-01-11,2021-01-15,5,18,True,0.5,0.00062228008794752937,0.013265257414427859,0.10539204980160241,0.861376659877511,0.31795412807401979,0.90479917309486313
2021,2,2021-01-18,2021-01-22,5,12,True,0.5,0.0011028284863205883,0.022890198492836106,0.19860162614060858,0.87861121328497394,0.27977675305010269,0.83100099335066258
2021,3,2021-01-25,2021-01-29,5,16,True,0.375,0.00022713120933527404,-0.0041866012731030583,0.14165488530103948,0.88741411929220959,0.27494865730036155,0.97429971080799882
2021,4,2021-02-01,2021-02-05,5,15,True,0.33333333333333331,0.0011967723613418282,0.033141808234062778,0.17207908218339094,0.87832391085129213,0.30052497230165959,0.98200679575848804
2021,5,2021-02-08,2021-02-19,5,13,True,0.46153846153846156,0.0021150316609854381,0.018041361683707062,0.16607405625144062,0.87219066676662727,0.37306575407475251,0.96010917499573734
2021,6,2021-02-22,2021-02-26,5,17,True,0.35294117647058826,0.00082073232140519273,0.0032744461742743132,0.21944043780596223,0.88690550526530954,0.40765007990917679,1.157915716146626
2021,7,2021-03-01,2021-03-05,5,16,True,0.375,-0.00069499782099398009,-0.0092582374128077367,0.21660573405287634,0.90986459583883372,0.37813434434556564,1.1586057894089079
2021,8,2021-03-08,2021-03-12,5,18,True,0.16666666666666666,-0.0009473528902678186,-0.018068910902022322,0.26273429897463546,0.87078641821559588,0.53683590331219688,1.0360990091440274
2021,9,2021-03-15,2021-03-19,5,15,True,0.53333333333333333,0.00077713936353798654,0.012251101523264356,0.16131339229290254,0.91129628692719822,0.28590077067815278,1.2984496985748148
2021,10,2021-03-22,2021-03-26,5,12,True,0.41666666666666669,0.0001621726489141421,0.020218422056575786,0.20256585866081508,0.91579684105187587,0.2052355748884816,1.2274351691063308
2021,11,2021-03-29,2021-04-02,5,14,True,0.42857142857142855,0.0022470965627631326,0.014117183161555368,0.16054174394062865,0.9007433170296919,0.44638354706667027,1.1096945915704679
2021,12,2021-04-06,2021-04-12,5,19,True,0.21052631578947367,-0.0019714882530771777,-0.019848692928273751,0.17498920598227508,0.88830242828313855,0.48129789434720494,0.98562514822350944
2021,13,2021-04-13,2021-04-19,5,17,True,0.35294117647058826,-0.00030222707184655655,-0.022585329285650598,0.19097126353273253,0.88025407794049415,0.43438812948026995,1.1082717314161097
2021,14,2021-04-20,2021-04-26,5,21,True,0.2857142857142857,-0.0011314182701205263,-0.023485848754466149,0.12412401114322118,0.88515423979152652,0.42311071385925769,0.968385433968739
2021,15,2021-04-27,2021-05-06,5,15,True,0.40000000000000002,-0.00040280956006131358,-0.0070851609600822898,0.078908061222986103,0.90010736254766477,0.25699674307184084,0.9995603062630678
2021,16,2021-05-07,2021-05-13,5,13,True,0.61538461538461542,0.0030895965252286384,0.042039933976224617,0.20673361576264626,0.89483222415652397,0.57192597886597119,1.104412012659612
2021,17,2021-05-14,2021-05-20,5,14,True,0.21428571428571427,0.00032274508312641551,0.0021411004074732357,0.20162399847848289,0.89174378652273012,0.57347464042775476,1.0394651870211002
2021,18,2021-05-21,2021-05-27,5,15,True,0.40000000000000002,0.0013612726749474564,0.019903081175677594,0.32132546090688902,0.85606491209731017,0.47832597875166966,1.0664854072316152
2021,19,2021-05-28,2021-06-03,5,11,True,0.54545454545454541,0.0053688491133053956,0.070584227566462793,0.28564502316002688,0.82522505055510642,0.49643301037261811,0.75555311341874187
2021,20,2021-06-04,2021-06-10,5,17,True,0.41176470588235292,0.00034128196907589784,-0.0048213959999553451,0.14555052208628561,0.87319681140118033,0.16598448461550402,0.92638586691526681
2021,21,2021-06-11,2021-06-18,5,14,True,0.42857142857142855,0.0031616103042519765,0.046903380249269711,0.25324905098333372,0.86315045237996679,0.26988979068228314,0.96260544893827471
2021,22,2021-06-21,2021-06-25,5,14,True,0.35714285714285715,0.00031393961620073551,0.015722083044432088,0.20126683213627489,0.87519272833976003,0.47022000472577818,1.0058459060242766
2021,23,2021-06-28,2021-07-02,5,17,True,0.23529411764705882,0.00148054648578218,0.0139011182235061,0.17054703863090709,0.82195561059960853,0.34898223212090745,0.83262927372086304
2021,24,2021-07-05,2021-07-09,5,20,True,0.29999999999999999,-0.0018090044684599712,-0.039190147915976789,0.25282990555398699,0.83781823777892017,0.19525840335767969,0.82912489937570855
2021,25,2021-07-12,2021-07-16,5,12,True,0.5,-0.00017452518110619872,0.0088120759319503042,0.16910307358698728,0.92580498420779556,0.27309179470645367,1.0901222081932374
2021,26,2021-07-19,2021-07-23,5,15,True,0.46666666666666667,0.0022490550243632608,0.024280361087591393,0.18640103885631612,0.88078347501394261,0.41268215503843753,1.2111339251214535
2021,27,2021-07-26,2021-07-30,5,10,True,0.80000000000000004,0.017011595641111009,0.17083802753330432,0.10938364826602973,0.88201994846320608,0.23162777719356495,0.79754328423402787
